municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Castel de Cabra,Teruel,Castel de Cabra,40.80255,-0.696,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Castellar (El),Teruel,El Castellar,40.36531,-0.81734,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Castellote,Teruel,Castellote,40.8,-0.31975,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Castelnou,Teruel,Castelnou,41.22892,-0.36434,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Castelserás,Teruel,Castelserás,40.980492,-0.146081,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cedrillas,Teruel,Cedrillas,40.43708,-0.8515,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Celadas,Teruel,Celadas,40.475346,-1.152271,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Cella,Teruel,Cella,40.452055,-1.284032,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Cerollera (La),Teruel,La Cerollera,40.824479,-0.081593,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Codoñera (La),Teruel,La Codoñera,40.93367,-0.08578,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Corbalán,Teruel,Corbalán,40.40308,-0.98525,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Cortes de Aragón,Teruel,Cortes de Aragón,40.97366,-0.83575,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Cosa,Teruel,Cosa,40.83392,-1.1365,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Cretas,Teruel,Cretas,40.92807,0.21166,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Crivillén,Teruel,Crivillén,40.88325,-0.57666,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cuba (La),Teruel,La Cuba,40.59166,-0.29707,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cubla,Teruel,Cubla,40.20978,-1.07917,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Cucalón,Teruel,Cucalón,41.08608,-1.21475,0,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Cuervo (El),Teruel,El Cuervo,40.153862,-1.347721,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cuevas de Almudén,Teruel,Cuevas de Almudén,40.71342,-0.82958,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0
Cuevas Labradas,Teruel,Cuevas Labradas,40.4535,-1.05008,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ejulve,Teruel,Ejulve,40.77633,-0.55344,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Escorihuela,Teruel,Escorihuela,40.544,-0.97078,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Escucha,Teruel,Escucha,40.794662,-0.81353,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Estercuel,Teruel,Estercuel,40.855,-0.63208,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Ferreruela de Huerva,Teruel,Ferreruela de Huerva,41.06325,-1.2335,0,0,0,3,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Fonfría,Teruel,Fonfría,40.99566,-1.08475,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Formiche Alto,Teruel,Formiche Alto,40.32367,-0.89241,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Fórnoles,Teruel,Fórnoles,40.89359,-0.00383,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Fortanete,Teruel,Fortanete,40.50533,-0.52283,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foz-Calanda,Teruel,Foz-Calanda,40.92208,-0.26484,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Fresneda (La),Teruel,La Fresneda,40.92817,0.07417,2,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Frías de Albarracín,Teruel,Frías de Albarracín,40.33754,-1.6147,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Fuenferrada,Teruel,Fuenferrada,40.86923,-1.0118,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Fuentes Calientes,Teruel,Fuentes Calientes,40.7,-0.96667,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Fuentes Claras,Teruel,Fuentes Claras,40.86337,-1.320708,0,2,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,40.16667,-0.61667,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Fuentespalda,Teruel,Fuentespalda,40.80666,0.06517,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Galve,Teruel,Galve,40.65591,-0.88217,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gargallo,Teruel,Gargallo,40.83583,-0.58442,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Gea de Albarracín,Teruel,Gea de Albarracín,40.411126,-1.347345,0,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Ginebrosa (La),Teruel,La Ginebrosa,40.86992,-0.13525,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Griegos,Teruel,Griegos,40.42722,-1.71201,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guadalaviar,Teruel,Guadalaviar,40.38824,-1.71803,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Gúdar,Teruel,Gúdar,40.44107,-0.72048,0,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Híjar,Teruel,Híjar,41.173267,-0.450245,0,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,40.6905,-0.78542,0,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja,40.925528,-0.840638,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Huesa del Común,Teruel,Huesa del Común,41.01053,-0.91882,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid,40.482116,-0.319202,0,0,0,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Jabaloyas,Teruel,Jabaloyas,40.2401,-1.40886,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarque de la Val,Teruel,Jarque de la Val,40.70283,-0.80083,0,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0
Jatiel,Teruel,Jatiel,41.22008,-0.38183,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Jorcas,Teruel,Jorcas,40.54276,-0.75308,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josa,Teruel,Josa,40.9555,-0.76683,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Lagueruela,Teruel,Lagueruela,41.0425,-1.19283,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,0,0,0,0
Lanzuela,Teruel,Lanzuela,41.0985,-1.20616,0,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
Libros,Teruel,Libros,40.16312,-1.2336,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Lidón,Teruel,Lidón,40.71725,-1.1125,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Linares de Mora,Teruel,Linares de Mora,40.32159,-0.57468,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lledó,Teruel,Lledó,40.946449,0.256304,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loscos,Teruel,Loscos,41.08108,-1.04433,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Maicas,Teruel,Maicas,40.96708,-0.89041,0,0,0,0,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0
Manzanera,Teruel,Manzanera,40.05,-0.83333,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Martín del Río,Teruel,Martín del Río,40.84459,-0.89549,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Mas de las Matas,Teruel,Mas de las Matas,40.835063,-0.243754,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Mata de los Olmos (La),Teruel,La Mata de los Olmos,40.86592,-0.52116,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mazaleón,Teruel,Mazaleón,41.05056,0.1029,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Mezquita de Jarque,Teruel,Mezquita de Jarque,40.721,-0.867,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Mirambel,Teruel,Mirambel,40.58733,-0.34266,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Miravete de la Sierra,Teruel,Miravete de la Sierra,40.56705,-0.70855,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Molinos,Teruel,Molinos,40.809772,-0.473838,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Monforte de Moyuela,Teruel,Monforte de Moyuela,41.05512,-1.01411,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Monreal del Campo,Teruel,Monreal del Campo,40.786628,-1.356604,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Monroyo,Teruel,Monroyo,40.78775,-0.0355,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Montalbán,Teruel,Montalbán,40.832512,-0.800781,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,40.45656,-0.81781,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Monterde de Albarracín,Teruel,Monterde de Albarracín,40.49708,-1.49216,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Mora de Rubielos,Teruel,Mora de Rubielos,40.250698,-0.754244,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Moscardón,Teruel,Moscardón,40.33295,-1.53683,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Mosqueruela,Teruel,Mosqueruela,40.361854,-0.448223,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Muniesa,Teruel,Muniesa,41.030997,-0.810257,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Noguera de Albarracín,Teruel,Noguera de Albarracín,40.45851,-1.62562,0,0,0,0,1,0,0,0,2,0,0,0,3,0,0,0,0,0,0
Nogueras,Teruel,Nogueras,41.13475,-1.06708,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Nogueruelas,Teruel,Nogueruelas,40.23622,-0.63606,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Obón,Teruel,Obón,40.9045,-0.723,0,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odón,Teruel,Odón,40.88417,-1.56792,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Ojos Negros,Teruel,Ojos Negros,40.7375,-1.49875,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Olba,Teruel,Olba,40.13333,-0.61667,0,0,2,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Oliete,Teruel,Oliete,40.99791,-0.67429,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Olmos (Los),Teruel,Los Olmos,40.8775,-0.48741,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,40.549611,-1.651701,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Orrios,Teruel,Orrios,40.58945,-0.98614,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Palomar de Arroyos,Teruel,Palomar de Arroyos,40.77911,-0.75056,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Pancrudo,Teruel,Pancrudo,40.76223,-1.02967,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Parras de Castellote (Las),Teruel,Las Parras de Castellote,40.77544,-0.24426,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,40.75616,0.03983,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Peracense,Teruel,Peracense,40.641,-1.47075,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Peralejos,Teruel,Peralejos,40.48433,-1.03408,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Perales del Alfambra,Teruel,Perales del Alfambra,40.633985,-1.000572,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Pitarque,Teruel,Pitarque,40.6485,-0.59324,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Plou,Teruel,Plou,40.99274,-0.85441,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Pobo (El),Teruel,El Pobo,40.508,-0.861,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Portellada (La),Teruel,La Portellada,40.882,0.05476,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Pozondón,Teruel,Pozondón,40.56112,-1.47033,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pozuel del Campo,Teruel,Pozuel del Campo,40.77125,-1.50575,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Puebla de Híjar (La),Teruel,La Puebla de Híjar,41.22216,-0.44091,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Puebla de Valverde (La),Teruel,La Puebla de Valverde,40.22409,-0.92783,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Puertomingalvo,Teruel,Puertomingalvo,40.2643,-0.45756,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Ráfales,Teruel,Ráfales,40.8377,0.01923,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Rillo,Teruel,Rillo,40.72233,-0.99622,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Riodeva,Teruel,Riodeva,40.11667,-1.15,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Ródenas,Teruel,Ródenas,40.64076,-1.51617,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Royuela,Teruel,Royuela,40.24645,-0.85871,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Rubiales,Teruel,Rubiales,40.27624,-1.27166,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,40.77058,-1.21291,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rubielos de Mora,Teruel,Rubielos de Mora,40.190643,-0.653767,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0
Salcedillo,Teruel,Salcedillo,40.962,-1.00433,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saldón,Teruel,Saldón,40.32513,-1.42782,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Samper de Calanda,Teruel,Samper de Calanda,41.189161,-0.386181,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
San Agustín,Teruel,San Agustín,40.05,-0.68333,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
San Martín del Río,Teruel,San Martín del Río,41.06633,-1.38733,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
Santa Cruz de Nogueras,Teruel,Santa Cruz de Nogueras,41.11475,-1.08933,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0
Santa Eulalia,Teruel,Santa Eulalia,40.565564,-1.316436,2,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Sarrión,Teruel,Sarrión,40.141888,-0.814887,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Segura de los Baños,Teruel,Segura de los Baños,40.94088,-0.95111,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Seno,Teruel,Seno,40.81225,-0.33816,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Singra,Teruel,Singra,40.65508,-1.31158,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Terriente,Teruel,Terriente,40.29741,-1.50399,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Teruel,Teruel,Teruel,40.343611,-1.107222,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
Toril y Masegoso,Teruel,Toril y Masegoso,40.229652,-1.506548,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Tormón,Teruel,Tormón,40.20266,-1.35406,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tornos,Teruel,Tornos,40.96046,-1.433865,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Torralba de los Sisones,Teruel,Torralba de los Sisones,40.89084,-1.45866,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0
Torre de Arcas,Teruel,Torre de Arcas,40.75137,-0.06892,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Torre de las Arcas,Teruel,Torre de las Arcas,40.84166,-0.71783,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Torre del Compte,Teruel,Torre del Compte,40.93625,0.10934,0,0,3,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Torre los Negros,Teruel,Torre los Negros,40.85308,-1.09782,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,40.961472,-0.091589,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,40.90978,-1.07244,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Torrelacárcel,Teruel,Torrelacárcel,40.614264,-1.300251,0,1,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Torremocha de Jiloca,Teruel,Torremocha de Jiloca,40.59001,-1.29658,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Torres de Albarracín,Teruel,Torres de Albarracín,40.42709,-1.53242,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Torrevelilla,Teruel,Torrevelilla,40.902,-0.10977,0,2,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Torrijas,Teruel,Torrijas,40.01667,-0.95,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Torrijo del Campo,Teruel,Torrijo del Campo,40.823371,-1.337442,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
Tramacastiel,Teruel,Tramacastiel,40.18842,-1.24081,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Tramacastilla,Teruel,Tramacastilla,40.43058,-1.57466,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tronchón,Teruel,Tronchón,40.62092,-0.39833,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Urrea de Gaén,Teruel,Urrea de Gaén,41.16062,-0.4701,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Utrillas,Teruel,Utrillas,40.81223,-0.847466,0,0,0,1,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
Valacloche,Teruel,Valacloche,40.19092,-1.09134,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Valbona,Teruel,Valbona,40.22877,-0.81079,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Valdealgorfa,Teruel,Valdealgorfa,40.99066,-0.03433,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Valdecuenca,Teruel,Valdecuenca,40.29776,-1.40829,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Valdelinares,Teruel,Valdelinares,40.39114,-0.60593,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Valdeltormo,Teruel,Valdeltormo,40.98716,0.08342,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Valderrobres,Teruel,Valderrobres,40.873317,0.154219,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Valjunquera,Teruel,Valjunquera,40.9525,0.02575,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Vallecillo (El),Teruel,El Vallecillo,40.23408,-1.56686,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Veguillas de la Sierra,Teruel,Veguillas de la Sierra,40.15,-1.4,0,2,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villafranca del Campo,Teruel,Villafranca del Campo,40.695269,-1.346748,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
Villahermosa del Campo,Teruel,Villahermosa del Campo,41.10942,-1.24692,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Villanueva del Rebollar de la Sierra,Teruel,Villanueva del Rebollar de la Sierra,40.89108,-1.00837,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Villar del Cobo,Teruel,Villar del Cobo,40.39475,-1.67332,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Villar del Salz,Teruel,Villar del Salz,40.682,-1.49967,0,0,3,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Villarluengo,Teruel,Villarluengo,40.64842,-0.53066,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Villarquemado,Teruel,Villarquemado,40.516907,-1.263926,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Villarroya de los Pinares,Teruel,Villarroya de los Pinares,40.52917,-0.669,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Villastar,Teruel,Villastar,40.28102,-1.15139,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Villel,Teruel,Villel,40.23464,-1.18611,0,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Vinaceite,Teruel,Vinaceite,41.271047,-0.593564,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Visiedo,Teruel,Visiedo,40.685087,-1.097088,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Vivel del Río Martín,Teruel,Vivel del Río Martín,40.87092,-0.93889,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Zoma (La),Teruel,La Zoma,40.78411,-0.61944,0,0,0,2,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0
Ajofrín,Toledo,Ajofrín,39.712734,-3.982357,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Alameda de la Sagra,Toledo,Alameda de la Sagra,40.012901,-3.797982,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Albarreal de Tajo,Toledo,Albarreal de Tajo,39.89698,-4.22895,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Alcabón,Toledo,Alcabón,40.004037,-4.368118,0,0,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0
Alcañizo,Toledo,Alcañizo,39.90316,-5.10588,0,0,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alcaudete de la Jara,Toledo,Alcaudete de la Jara,39.787567,-4.86881,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Alcolea de Tajo,Toledo,Alcolea de Tajo,39.80966,-5.14738,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Aldea en Cabo,Toledo,Aldea en Cabo,40.188981,-4.461826,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya,39.759356,-5.02311,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé,39.636521,-5.112527,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
Almendral de la Cañada,Toledo,Almendral de la Cañada,40.18456,-4.74173,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Almonacid de Toledo,Toledo,Almonacid de Toledo,39.753624,-3.854368,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Almorox,Toledo,Almorox,40.233953,-4.389942,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Añover de Tajo,Toledo,Añover de Tajo,39.988996,-3.764606,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Arcicóllar,Toledo,Arcicóllar,40.04533,-4.126284,0,0,0,1,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0
Argés,Toledo,Argés,39.805789,-4.056634,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Azután,Toledo,Azután,39.78564,-5.1273,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Barcience,Toledo,Barcience,39.984646,-4.234117,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0
Bargas,Toledo,Bargas,39.939545,-4.021249,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Belvís de la Jara,Toledo,Belvís de la Jara,39.758321,-4.949332,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Borox,Toledo,Borox,40.07057,-3.740784,0,0,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0
Buenaventura,Toledo,Buenaventura,40.17705,-4.85003,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Burguillos de Toledo,Toledo,Burguillos de Toledo,39.797363,-3.992506,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
