municipio,provincia,municipio_nombre_humano,lat,lon,sitios_comercio,sitios_turismo,sitios_alojamiento,sitios_ocio,sitios_natural,sitios_servicio,sitios_actividad,sitios_entretenimiento,sitios_catering,sitios_sport,sitios_edificio,sitios_acceso_limitado,sitios_artificial,sitios_acceso,sitios_sin_acceso,sitios_patrimonio,sitios_carretera,sitios_cuota,sitios_comodidad
Castell de Castells,Alicante,Castell de Castells,38.735695,-0.187075,0,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,0,0,0
Castell de Guadalest (el),Alicante,El Castell de Guadalest,38.6768,-0.19908,0,2,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0
Catral,Alicante,Catral,38.16056,-0.802149,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Cocentaina,Alicante,Cocentaina,38.754923,-0.441782,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Confrides,Alicante,Confrides,38.68451,-0.2689,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Cox,Alicante,Cox,38.141697,-0.887969,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Crevillent,Alicante,Crevillent,38.247745,-0.814187,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Daya Nueva,Alicante,Daya Nueva,38.113322,-0.761471,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Daya Vieja,Alicante,Daya Vieja,38.1048,-0.73804,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Dénia,Alicante,Dénia,38.840863,0.103315,2,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Dolores,Alicante,Dolores,38.139232,-0.769951,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Elche/Elx,Alicante,Elche/Elx,38.262084,-0.700594,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Elda,Alicante,Elda,38.47616,-0.795528,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Facheca,Alicante,Facheca,38.735,-0.26766,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Famorca,Alicante,Famorca,38.73101,-0.24726,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Finestrat,Alicante,Finestrat,38.5671,-0.212203,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Fondó de les Neus (el)/Hondón de las Nieves,Alicante,El Fondó de les Neus/Hondón de las Nieves,38.308625,-0.851245,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Formentera del Segura,Alicante,Formentera del Segura,38.084955,-0.745611,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gaianes,Alicante,Gaianes,38.8164,-0.40881,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Gata de Gorgos,Alicante,Gata de Gorgos,38.774048,0.083486,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Gorga,Alicante,Gorga,38.71896,-0.35589,0,0,0,0,0,0,0,0,0,2,0,1,0,3,0,0,0,0,0
Granja de Rocamora,Alicante,Granja de Rocamora,38.15353,-0.892395,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Guardamar del Segura,Alicante,Guardamar del Segura,38.090032,-0.658152,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Hondón de los Frailes,Alicante,Hondón de los Frailes,38.273571,-0.926858,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0
Ibi,Alicante,Ibi,38.618356,-0.580273,0,0,0,1,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0
Jacarilla,Alicante,Jacarilla,38.060975,-0.867996,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Jávea/Xàbia,Alicante,Jávea/Xàbia,38.785694,0.150464,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Jijona/Xixona,Alicante,Jijona/Xixona,38.532651,-0.506731,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Llíber,Alicante,Llíber,38.74272,-0.006,0,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Lorcha/Orxa (L'),Alicante,L' Lorcha/Orxa,38.360892,-0.486281,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Millena,Alicante,Millena,38.73082,-0.36274,0,0,0,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Monforte del Cid,Alicante,Monforte del Cid,38.379799,-0.722666,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Monóvar/Monòver,Alicante,Monóvar/Monòver,38.436388,-0.840944,2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Montesinos (Los),Alicante,Los Montesinos,38.027433,-0.745376,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Murla,Alicante,Murla,38.76037,-0.08208,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Muro de Alcoy,Alicante,Muro de Alcoy,38.780312,-0.440017,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Mutxamel,Alicante,Mutxamel,38.407895,-0.448889,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Novelda,Alicante,Novelda,38.385706,-0.768862,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Nucia (la),Alicante,La Nucia,38.599959,-0.132423,2,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Ondara,Alicante,Ondara,38.824783,0.020541,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Onil,Alicante,Onil,38.628054,-0.675278,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Orba,Alicante,Orba,38.780068,-0.058304,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Orihuela,Alicante,Orihuela,38.082111,-0.946934,1,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Orxeta,Alicante,Orxeta,38.56397,-0.26299,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Parcent,Alicante,Parcent,38.7457,-0.064354,0,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0
Pedreguer,Alicante,Pedreguer,38.793927,0.035132,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Pego,Alicante,Pego,38.841697,-0.115876,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0
Penàguila,Alicante,Penàguila,38.68,-0.35845,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Petrer,Alicante,Petrer,38.484322,-0.779674,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Pilar de la Horadada,Alicante,Pilar de la Horadada,37.862662,-0.788448,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Pinós (el)/Pinoso,Alicante,El Pinós/Pinoso,38.400231,-1.043137,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Planes,Alicante,Planes,38.788175,-0.327363,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Poblets (els),Alicante,Els Poblets,38.85381,0.02103,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0
Polop,Alicante,Polop,38.620263,-0.133733,2,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Quatretondeta,Alicante,Quatretondeta,38.72415,-0.31669,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Rafal,Alicante,Rafal,38.103409,-0.848648,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Ràfol d'Almúnia (el),Alicante,El Ràfol d'Almúnia,38.8212,-0.05171,0,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0
Redován,Alicante,Redován,38.113556,-0.906116,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Relleu,Alicante,Relleu,38.588602,-0.310327,3,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
Rojales,Alicante,Rojales,38.084971,-0.711904,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0,0
Romana (la),Alicante,La Romana,38.36667,-0.9,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Sagra,Alicante,Sagra,38.817249,-0.068787,0,0,0,0,2,0,0,0,0,1,0,3,0,0,0,0,0,0,0
Salinas,Alicante,Salinas,38.520186,-0.911996,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
San Fulgencio,Alicante,San Fulgencio,38.11362,-0.717969,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
San Isidro,Alicante,San Isidro,38.172481,-0.839029,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
San Miguel de Salinas,Alicante,San Miguel de Salinas,37.97764,-0.789116,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante,San Vicente del Raspeig/Sant Vicent del Raspeig,38.360892,-0.486281,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Sanet y Negrals,Alicante,Sanet y Negrals,38.81967,-0.03406,0,0,0,0,0,0,0,0,0,1,0,2,0,3,0,0,0,0,0
Sant Joan d'Alacant,Alicante,Sant Joan d'Alacant,38.400609,-0.434204,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Santa Pola,Alicante,Santa Pola,38.194063,-0.554262,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Sax,Alicante,Sax,38.534929,-0.820677,1,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Sella,Alicante,Sella,38.808107,0.053144,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Senija,Alicante,Senija,38.72804,0.04176,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,0,0,0
Tàrbena,Alicante,Tàrbena,38.69413,-0.10141,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0,0,0,0
Teulada,Alicante,Teulada,38.729169,0.10546,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0
Tibi,Alicante,Tibi,38.53353,-0.576694,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Tollos,Alicante,Tollos,38.75629,-0.27466,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Tormos,Alicante,Tormos,38.80143,-0.0716,0,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0
Torremanzanas/Torre de les Maçanes (la),Alicante,La Torremanzanas/Torre de les Maçanes,38.604168,-0.415178,2,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Torrevieja,Alicante,Torrevieja,37.985608,-0.673845,0,0,0,1,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0
Vall d'Alcalà (la),Alicante,La Vall d'Alcalà,38.79477,-0.25138,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Vall de Gallinera,Alicante,Vall de Gallinera,38.82313,-0.2417,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Vall de Laguar (la),Alicante,La Vall de Laguar,38.781025,-0.124025,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Vall d'Ebo (la),Alicante,La Vall d'Ebo,38.80561,-0.1589,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Verger (el),Alicante,El Verger,38.856576,0.013177,0,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0,0,0,0
Villajoyosa/Vila Joiosa (la),Alicante,La Villajoyosa/Vila Joiosa,38.508793,-0.231359,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Villena,Alicante,Villena,38.634512,-0.864459,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Xaló,Alicante,Xaló,38.739807,-0.01167,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0
Abla,Almería,Abla,37.141895,-2.778084,1,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Abrucena,Almería,Abrucena,37.133457,-2.796909,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Adra,Almería,Adra,36.748564,-3.017817,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Albanchez,Almería,Albanchez,37.28361,-2.18229,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Alboloduy,Almería,Alboloduy,37.03346,-2.62164,0,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Albox,Almería,Albox,37.390608,-2.14149,0,3,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Alcolea,Almería,Alcolea,36.97458,-2.9615,0,0,0,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0
Alcóntar,Almería,Alcóntar,37.257894,-2.606439,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alcudia de Monteagud,Almería,Alcudia de Monteagud,37.23529,-2.2665,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Alhabia,Almería,Alhabia,36.99003,-2.58655,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Alhama de Almería,Almería,Alhama de Almería,36.957334,-2.568298,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Alicún,Almería,Alicún,36.9658,-2.60212,0,0,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0
Almería,Almería,Almería,36.844845,-2.456009,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Almócita,Almería,Almócita,37.00262,-2.79051,0,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Alsodux,Almería,Alsodux,37.00246,-2.59476,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Antas,Almería,Antas,37.251074,-1.912721,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Arboleas,Almería,Arboleas,37.351749,-2.07427,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Armuña de Almanzora,Almería,Armuña de Almanzora,37.3503,-2.4115,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0
Bacares,Almería,Bacares,37.25984,-2.45308,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Balanegra,Almería,Balanegra,36.748857,-2.913608,0,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0
Bayárcal,Almería,Bayárcal,37.03073,-2.99606,0,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Bayarque,Almería,Bayarque,37.33062,-2.4361,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Bédar,Almería,Bédar,37.19389,-1.98166,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0
Beires,Almería,Beires,37.01237,-2.79134,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Benahadux,Almería,Benahadux,36.927292,-2.460343,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
Benitagla,Almería,Benitagla,37.23138,-2.23935,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Benizalón,Almería,Benizalón,37.21213,-2.2418,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Bentarique,Almería,Bentarique,36.98823,-2.61991,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Berja,Almería,Berja,36.844738,-2.94636,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Canjáyar,Almería,Canjáyar,37.00985,-2.740139,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Cantoria,Almería,Cantoria,37.351722,-2.193388,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Carboneras,Almería,Carboneras,36.999559,-1.893074,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Castro de Filabres,Almería,Castro de Filabres,37.18484,-2.44024,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Chercos,Almería,Chercos,37.2545,-2.26657,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Chirivel,Almería,Chirivel,37.596309,-2.271043,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Cóbdar,Almería,Cóbdar,37.26166,-2.21098,0,0,0,0,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0
Cuevas del Almanzora,Almería,Cuevas del Almanzora,37.295319,-1.877738,3,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Dalías,Almería,Dalías,36.820318,-2.87108,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Ejido (El),Almería,El Ejido,36.773918,-2.814736,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Enix,Almería,Enix,36.87732,-2.6018,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Felix,Almería,Felix,36.86911,-2.65845,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Fines,Almería,Fines,37.363771,-2.267433,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,0,0
Fiñana,Almería,Fiñana,37.169512,-2.839102,0,0,0,0,1,2,0,0,0,3,0,0,0,0,0,0,0,0,0
Fondón,Almería,Fondón,36.9802,-2.85957,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Gádor,Almería,Gádor,36.952951,-2.491341,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Gallardos (Los),Almería,Los Gallardos,37.168106,-1.940568,0,0,0,2,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0
Garrucha,Almería,Garrucha,37.182789,-1.820321,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Gérgal,Almería,Gérgal,37.11886,-2.54012,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Huécija,Almería,Huécija,36.96804,-2.6094,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Huércal de Almería,Almería,Huércal de Almería,36.880862,-2.441678,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Huércal-Overa,Almería,Huércal-Overa,37.395639,-1.945354,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Íllar,Almería,Íllar,36.98562,-2.63871,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Instinción,Almería,Instinción,36.99344,-2.66046,0,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Laroya,Almería,Laroya,37.29771,-2.33419,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Láujar de Andarax,Almería,Láujar de Andarax,36.99416,-2.893955,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0
Líjar,Almería,Líjar,37.29492,-2.21937,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Lubrín,Almería,Lubrín,37.21538,-2.06678,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Lucainena de las Torres,Almería,Lucainena de las Torres,37.04038,-2.20095,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Lúcar,Almería,Lúcar,37.40035,-2.42496,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Macael,Almería,Macael,37.335906,-2.290791,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
María,Almería,María,37.710788,-2.164725,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Mojácar,Almería,Mojácar,37.120291,-1.837481,0,0,3,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Mojonera (La),Almería,La Mojonera,36.752832,-2.681988,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Nacimiento,Almería,Nacimiento,37.10615,-2.64846,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Níjar,Almería,Níjar,36.964012,-2.207395,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0
Ohanes,Almería,Ohanes,37.03861,-2.74524,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Olula de Castro,Almería,Olula de Castro,37.17475,-2.4743,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Olula del Río,Almería,Olula del Río,37.353887,-2.29565,3,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0
Oria,Almería,Oria,37.48397,-2.295461,1,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
Padules,Almería,Padules,36.977131,-2.764865,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Partaloa,Almería,Partaloa,37.40764,-2.22526,0,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0
Paterna del Río,Almería,Paterna del Río,37.02222,-2.95343,0,0,0,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Pechina,Almería,Pechina,37.34612,-2.57895,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Pulpí,Almería,Pulpí,37.41134,-1.746038,0,0,0,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Purchena,Almería,Purchena,37.34761,-2.361655,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Rágol,Almería,Rágol,36.99523,-2.68178,0,0,0,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Rioja,Almería,Rioja,36.943298,-2.462973,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Roquetas de Mar,Almería,Roquetas de Mar,36.766784,-2.610328,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,37.01736,-2.60337,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,36.97479,-2.53126,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Senés,Almería,Senés,37.20367,-2.34631,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serón,Almería,Serón,37.343094,-2.510717,3,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Sierro,Almería,Sierro,37.32237,-2.39844,0,0,0,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0
Somontín,Almería,Somontín,37.39176,-2.38828,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Sorbas,Almería,Sorbas,37.098392,-2.123837,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Suflí,Almería,Suflí,37.33866,-2.38817,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Tabernas,Almería,Tabernas,37.052305,-2.392007,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Taberno,Almería,Taberno,37.4688,-2.07736,0,0,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0
Tahal,Almería,Tahal,37.22797,-2.2847,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
Terque,Almería,Terque,36.98393,-2.59679,0,0,0,2,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0
Tíjola,Almería,Tíjola,37.34643,-2.433715,3,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
Tres Villas (Las),Almería,Las Tres Villas,37.158261,-2.715906,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Turre,Almería,Turre,37.152363,-1.894506,1,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Turrillas,Almería,Turrillas,37.02948,-2.26607,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Uleila del Campo,Almería,Uleila del Campo,37.1846,-2.20491,2,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Urrácal,Almería,Urrácal,37.3974,-2.36485,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Velefique,Almería,Velefique,37.19407,-2.40155,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0
Vélez-Blanco,Almería,Vélez-Blanco,37.692512,-2.095392,0,3,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
Vélez-Rubio,Almería,Vélez-Rubio,37.647982,-2.075089,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0
Vera,Almería,Vera,37.246352,-1.868843,0,0,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0
Viator,Almería,Viator,36.882156,-2.417627,0,0,0,0,0,2,0,0,0,1,3,0,0,0,0,0,0,0,0
Vícar,Almería,Vícar,36.80006,-2.647875,0,0,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Zurgena,Almería,Zurgena,37.34218,-2.03985,0,0,0,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0
Adanero,Ávila,Adanero,40.94487,-4.60561,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Adrada (La),Ávila,La Adrada,40.30084,-4.635961,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Albornos,Ávila,Albornos,40.83795,-4.88129,0,0,0,2,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Aldeanueva de Santa Cruz,Ávila,Aldeanueva de Santa Cruz,40.38189,-5.42142,0,2,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Aldeaseca,Ávila,Aldeaseca,41.04912,-4.81707,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0
Aldehuela (La),Ávila,La Aldehuela,40.41092,-5.40983,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Amavida,Ávila,Amavida,40.57371,-5.06541,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arenal (El),Ávila,El Arenal,40.265205,-5.086847,0,0,0,0,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0
Arenas de San Pedro,Ávila,Arenas de San Pedro,40.211957,-5.085076,1,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
Arevalillo,Ávila,Arevalillo,40.588392,-5.371343,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arévalo,Ávila,Arévalo,41.062326,-4.720047,3,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
Aveinte,Ávila,Aveinte,40.78227,-4.83649,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Avellaneda,Ávila,Avellaneda,40.38909,-5.38811,0,2,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
Ávila,Ávila,Ávila,40.646709,-4.701896,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0
