municipio,provincia,codigo_INE,cobertura_30,cobertura_100,cobertura_3g,cobertura_4g
Matapozuelos,Valladolid,47082,97.0,0.0,100.0,100.0
Mataró,Barcelona,8121,96.0,96.0,100.0,100.0
Matarrubia,Guadalajara,19173,100.0,0.0,99.5,100.0
Matet,Castellón,12076,100.0,100.0,100.0,100.0
Matilla (La),Segovia,40125,75.0,0.0,100.0,99.0
Matilla de Arzón,Zamora,49113,100.0,0.0,100.0,99.0
Matilla de los Caños,Valladolid,47083,10.0,0.0,100.0,100.0
Matilla de los Caños del Río,Salamanca,37187,37.9,0.0,99.1,98.5
Matilla la Seca,Zamora,49114,0.0,0.0,100.0,100.0
Matillas,Guadalajara,19174,100.0,0.0,100.0,100.0
Matute,La Rioja,26095,0.0,0.0,98.0,97.0
Maya (La),Salamanca,37188,100.0,0.0,100.0,100.0
Mayalde,Zamora,49115,3.0,0.0,100.0,71.0
Mayorga,Valladolid,47084,33.33,29.33,78.0,89.33
Mazaleón,Teruel,44147,100.0,0.0,100.0,100.0
Mazarambroz,Toledo,45096,50.0,50.0,100.0,99.0
Mazarete,Guadalajara,19175,91.0,0.0,100.0,99.0
Mazaricos,A Coruña,15045,80.16,7.15,98.95,99.4
Mazariegos,Palencia,34102,98.0,0.0,100.0,100.0
Mazarrón,Murcia,30026,69.0,25.6,100.0,98.8
Mazcuerras,Cantabria,39041,86.0,12.57,100.0,100.0
Mazuecos,Guadalajara,19176,30.0,0.0,100.0,99.0
Mazuecos de Valdeginate,Palencia,34103,0.0,0.0,100.0,99.0
Mazuela,Burgos,9206,0.0,0.0,87.0,100.0
Meaño,Pontevedra,36027,94.37,29.58,100.0,100.0
Mecerreyes,Burgos,9208,86.0,0.0,100.0,100.0
Meco,Madrid,28083,33.33,30.0,99.33,99.33
Medellín,Badajoz,6080,70.0,0.0,100.0,100.0
Mediana de Aragón,Zaragoza,50164,84.0,84.0,100.0,99.0
Mediana de Voltoya,Ávila,5123,50.0,0.0,80.0,79.0
Medina de las Torres,Badajoz,6081,100.0,100.0,100.0,100.0
Medina de Pomar,Burgos,9209,25.63,14.9,98.83,84.6
Medina de Rioseco,Valladolid,47086,55.67,33.33,100.0,100.0
Medina del Campo,Valladolid,47085,93.0,44.0,99.25,99.5
Medina Sidonia,Cádiz,11023,28.6,28.6,94.8,92.2
Medinaceli,Soria,42113,25.27,0.0,100.0,93.09
Medinilla,Ávila,5124,50.0,0.0,83.0,14.0
Medio Cudeyo,Cantabria,39042,96.4,88.9,100.0,100.0
Mediona,Barcelona,8122,66.11,39.33,100.0,99.89
Medranda,Guadalajara,19177,0.0,0.0,100.0,99.0
Medrano,La Rioja,26096,100.0,89.0,100.0,100.0
Megeces,Valladolid,47087,99.0,0.0,100.0,100.0
Megina,Guadalajara,19178,53.0,0.0,100.0,99.0
Meira,Lugo,27029,74.44,12.64,99.9,99.95
Meis,Pontevedra,36028,94.7,5.22,99.99,99.97
Mejorada,Toledo,45097,98.0,6.0,100.0,100.0
Mejorada del Campo,Madrid,28084,66.29,42.14,99.71,99.71
Melgar de Abajo,Valladolid,47088,31.0,0.0,100.0,96.0
Melgar de Arriba,Valladolid,47089,100.0,0.0,100.0,100.0
Melgar de Fernamental,Burgos,9211,48.6,13.6,100.0,99.8
Melgar de Tera,Zamora,49116,100.0,0.0,100.0,100.0
Melgar de Yuso,Palencia,34104,100.0,0.0,88.0,65.0
Meliana,Valencia,46166,99.0,99.0,100.0,100.0
Mélida,Navarra,31164,100.0,8.0,100.0,100.0
Melide,A Coruña,15046,62.89,7.13,99.03,99.67
Melilla,Melilla,52001,100.0,100.0,100.0,100.0
Melón,Ourense,32046,60.48,4.08,100.0,99.96
Melque de Cercos,Segovia,40126,0.0,0.0,92.0,61.0
Membibre de la Hoz,Segovia,40127,0.0,0.0,100.0,99.0
Membribe de la Sierra,Salamanca,37189,16.4,0.0,94.4,68.0
Membrilla,Ciudad Real,13054,98.0,98.0,100.0,100.0
Membrillera,Guadalajara,19179,100.0,0.0,100.0,100.0
Membrío,Cáceres,10119,71.0,0.0,100.0,77.0
Menàrguens,Lleida,25134,97.0,8.0,100.0,100.0
Menasalbas,Toledo,45098,50.0,30.0,97.0,99.5
Mendaro,Gipuzkoa,20901,94.5,94.5,100.0,100.0
Mendata,Bizkaia,48062,96.75,83.75,100.0,100.0
Mendavia,Navarra,31165,50.0,50.0,97.0,94.5
Mendaza,Navarra,31166,50.25,0.0,100.0,100.0
Mendexa,Bizkaia,48063,98.25,0.0,100.0,100.0
Mendigorria,Navarra,31167,56.67,0.0,99.67,99.0
Meneses de Campos,Palencia,34106,0.0,0.0,100.0,99.0
Mengabril,Badajoz,6082,96.0,0.0,100.0,100.0
Mengamuñoz,Ávila,5125,100.0,0.0,100.0,100.0
Mengíbar,Jaén,23061,80.0,80.0,100.0,100.0
Méntrida,Toledo,45099,98.86,86.5,100.0,100.0
Meñaka,Bizkaia,48064,91.5,10.25,100.0,100.0
Mequinenza,Zaragoza,50165,95.0,54.0,100.0,100.0
Meranges,Girona,17099,0.0,0.0,100.0,99.5
Merca (A),Ourense,32047,75.0,14.62,99.89,99.78
Mercadal (Es),Illes Balears,7037,94.75,90.38,100.0,100.0
Mérida,Badajoz,6083,31.82,9.09,99.18,99.18
Merindad de Cuesta-Urria,Burgos,9213,41.92,0.0,95.75,92.54
Merindad de Montija,Burgos,9214,94.5,10.61,100.0,100.0
Merindad de Río Ubierna,Burgos,9906,34.77,7.5,98.73,94.18
Merindad de Sotoscueva,Burgos,9215,48.32,0.0,99.28,99.96
Merindad de Valdeporres,Burgos,9216,59.0,0.0,99.4,93.4
Merindad de Valdivielso,Burgos,9217,74.86,0.0,99.64,96.29
Meruelo,Cantabria,39043,81.67,5.0,100.0,100.0
Mesas (Las),Cuenca,16124,99.0,99.0,100.0,100.0
Mesas de Ibor,Cáceres,10120,0.0,0.0,99.0,99.0
Mesegar de Corneja,Ávila,5126,0.0,0.0,100.0,100.0
Mesegar de Tajo,Toledo,45100,0.0,0.0,100.0,99.0
Mesía,A Coruña,15047,64.04,4.39,99.85,99.94
Mesones de Isuela,Zaragoza,50166,95.0,0.0,100.0,99.0
Mestanza,Ciudad Real,13055,32.33,0.0,100.0,98.0
Metauten,Navarra,31168,94.17,0.0,100.0,100.0
Mezalocha,Zaragoza,50167,47.5,0.0,100.0,82.0
Mezquita (A),Ourense,32048,83.5,3.9,100.0,100.0
Mezquita de Jarque,Teruel,44148,95.0,0.0,100.0,99.0
Miajadas,Cáceres,10121,48.67,32.67,100.0,100.0
Mianos,Zaragoza,50168,95.0,0.0,100.0,100.0
Micereces de Tera,Zamora,49117,100.0,0.0,100.0,100.0
Micieces de Ojeda,Palencia,34107,0.0,0.0,98.5,100.0
Miedes de Aragón,Zaragoza,50169,95.0,51.0,99.0,66.0
Miedes de Atienza,Guadalajara,19181,100.0,0.0,100.0,100.0
Miengo,Cantabria,39044,98.33,5.33,100.0,100.0
Miera,Cantabria,39045,0.0,0.0,90.91,47.91
Mieres,Asturias,17105,56.0,13.0,97.0,97.0
Mieres,Girona,33037,4.0,0.0,100.0,100.0
Mierla (La),Guadalajara,19182,100.0,0.0,100.0,96.0
Mieza,Salamanca,37190,35.0,0.0,99.0,100.0
Migjorn Gran (Es),Illes Balears,7902,100.0,100.0,100.0,100.0
Miguel Esteban,Toledo,45101,100.0,100.0,100.0,100.0
Migueláñez,Segovia,40128,100.0,0.0,100.0,100.0
Miguelturra,Ciudad Real,13056,99.0,45.0,100.0,100.0
Mijares,Ávila,5127,100.0,0.0,100.0,100.0
Mijas,Málaga,29070,84.0,59.67,100.0,100.0
Milà (El),Tarragona,43083,100.0,0.0,100.0,100.0
Milagro,Navarra,31169,87.0,80.0,100.0,100.0
Milagros,Burgos,9218,100.0,0.0,100.0,100.0
Milano (El),Salamanca,37191,100.0,0.0,100.0,87.0
Millana,Guadalajara,19184,100.0,0.0,100.0,99.0
Millanes,Cáceres,10122,61.0,0.0,100.0,100.0
Millares,Valencia,46167,100.0,100.0,100.0,2.0
Millena,Alicante,3086,100.0,100.0,100.0,100.0
Milles de la Polvorosa,Zamora,49118,100.0,0.0,69.0,100.0
Milmarcos,Guadalajara,19183,0.0,0.0,100.0,100.0
Minas de Riotinto,Huelva,21049,97.0,66.67,100.0,100.0
Minaya,Albacete,2048,100.0,100.0,100.0,100.0
Minglanilla,Cuenca,16125,100.0,100.0,100.0,100.0
Mingorría,Ávila,5128,50.0,50.0,100.0,100.0
Miño,A Coruña,15048,55.84,6.68,99.63,99.65
Miño de Medinaceli,Soria,42115,25.0,0.0,95.75,61.75
Miño de San Esteban,Soria,42116,0.0,0.0,99.0,99.0
Miñosa (La),Guadalajara,19185,100.0,0.0,98.0,88.75
Mira,Cuenca,16126,50.0,0.0,100.0,99.5
Mirabel,Cáceres,10123,54.0,0.0,100.0,99.0
Mirabueno,Guadalajara,19186,100.0,0.0,100.0,99.0
Miraflores de la Sierra,Madrid,28085,24.5,20.0,99.5,99.33
Mirafuentes,Navarra,31170,97.0,0.0,100.0,100.0
Miralcamp,Lleida,25135,100.0,100.0,100.0,100.0
Miralrío,Guadalajara,19187,100.0,0.0,99.0,99.0
Miramar,Valencia,46168,98.5,21.5,100.0,100.0
Mirambel,Teruel,44149,95.0,0.0,100.0,89.0
Miranda de Arga,Navarra,31171,100.0,0.0,100.0,100.0
Miranda de Azán,Salamanca,37192,65.67,0.0,99.67,99.17
Miranda de Ebro,Burgos,9219,75.19,30.96,99.96,99.58
Miranda del Castañar,Salamanca,37193,98.0,0.0,100.0,100.0
Mirandilla,Badajoz,6084,100.0,0.0,100.0,100.0
Miraveche,Burgos,9220,0.0,0.0,99.0,99.0
Miravet,Tarragona,43084,100.0,100.0,100.0,99.0
Miravete de la Sierra,Teruel,44150,95.0,0.0,86.0,81.0
Mirón (El),Ávila,5129,0.0,0.0,94.5,86.0
Mironcillo,Ávila,5130,93.0,0.0,100.0,100.0
Mirueña de los Infanzones,Ávila,5131,0.0,0.0,91.0,80.0
Mislata,Valencia,46169,100.0,100.0,100.0,100.0
Moaña,Pontevedra,36029,99.36,64.44,100.0,100.0
Mocejón,Toledo,45102,99.0,99.0,100.0,100.0
Mochales,Guadalajara,19188,85.0,0.0,100.0,100.0
Moclín,Granada,18132,84.29,53.57,100.0,100.0
Moclinejo,Málaga,29071,94.0,0.0,100.0,100.0
Modúbar de la Emparedada,Burgos,9221,94.0,0.0,100.0,100.0
Moeche,A Coruña,15049,73.5,1.97,99.77,99.89
Mogán,Las Palmas,35012,61.85,38.46,97.85,96.67
Mogarraz,Salamanca,37194,98.0,0.0,99.0,100.0
Mogente/Moixent,Valencia,46170,100.0,100.0,100.0,100.0
Moguer,Huelva,21050,30.0,30.0,100.0,100.0
Mohedas de Granadilla,Cáceres,10124,98.0,0.0,100.0,100.0
Mohedas de la Jara,Toledo,45103,0.0,0.0,100.0,99.0
Mohernando,Guadalajara,19189,100.0,0.0,100.0,100.0
Moià,Barcelona,8138,90.0,90.0,100.0,100.0
Mojácar,Almería,4064,73.5,18.67,100.0,99.67
Mojados,Valladolid,47090,100.0,100.0,100.0,100.0
Mojonera (La),Almería,4903,99.0,32.67,100.0,99.67
Molacillos,Zamora,49119,99.0,0.0,100.0,100.0
Molar (El),Tarragona,43085,48.0,0.0,100.0,100.0
Molar (El),Madrid,28086,84.0,46.0,100.0,100.0
Molares (Los),Sevilla,41063,100.0,100.0,100.0,100.0
Molezuelas de la Carballeda,Zamora,49120,0.0,0.0,94.0,99.0
Molina de Aragón,Guadalajara,19190,100.0,20.0,98.4,91.4
Molina de Segura,Murcia,30027,78.27,44.13,100.0,100.0
Molinaseca,León,24100,71.43,0.0,99.86,71.86
Molinicos,Albacete,2049,8.94,4.31,99.31,98.19
Molinillo,Salamanca,37195,70.0,0.0,100.0,100.0
Molinos,Teruel,44151,93.0,93.0,100.0,87.0
Molinos (Los),Madrid,28087,98.0,95.0,100.0,100.0
Molinos de Duero,Soria,42117,88.0,0.0,100.0,100.0
Molins de Rei,Barcelona,8123,96.25,94.75,100.0,99.5
Molledo,Cantabria,39046,99.29,9.0,100.0,100.0
Mollerussa,Lleida,25137,100.0,100.0,100.0,100.0
Mollet de Peralada,Girona,17106,66.0,0.0,99.67,99.33
Mollet del Vallès,Barcelona,8124,81.5,81.0,100.0,100.0
Mollina,Málaga,29072,95.0,86.0,100.0,100.0
Molló,Girona,17107,37.44,0.0,96.22,92.78
Molsosa (La),Lleida,25136,5.0,0.0,100.0,91.33
Molvízar,Granada,18133,100.0,9.0,100.0,100.0
Mombeltrán,Ávila,5132,88.5,0.0,100.0,100.0
Momblona,Soria,42118,73.0,0.0,100.0,73.0
Mombuey,Zamora,49121,99.67,0.0,100.0,100.0
Monachil,Granada,18134,98.33,71.67,100.0,100.0
Monasterio,Guadalajara,19191,100.0,0.0,100.0,14.0
Monasterio de la Sierra,Burgos,9223,76.0,0.0,85.0,100.0
Monasterio de Rodilla,Burgos,9224,68.0,0.0,100.0,100.0
Monasterio de Vega,Valladolid,47091,98.0,0.0,100.0,99.0
Moncada,Valencia,46171,97.33,78.67,100.0,100.0
Moncalvillo,Burgos,9225,0.0,0.0,99.0,27.0
Moncofa,Castellón,12077,96.0,48.5,100.0,100.0
Monda,Málaga,29073,100.0,100.0,100.0,100.0
Mondariz,Pontevedra,36030,90.18,31.71,99.89,99.98
Mondariz-Balneario,Pontevedra,36031,100.0,100.0,100.0,100.0
Mondéjar,Guadalajara,19192,100.0,100.0,100.0,100.0
Mondoñedo,Lugo,27030,78.54,1.54,99.82,99.72
Monegrillo,Zaragoza,50170,95.0,0.0,98.0,98.0
Monesma y Cajigar,Huesca,22155,97.5,50.0,94.5,95.5
Monesterio,Badajoz,6085,100.0,100.0,100.0,100.0
Moneva,Zaragoza,50171,92.0,92.0,99.0,99.0
Monfarracinos,Zamora,49122,89.0,0.0,100.0,100.0
Monfero,A Coruña,15050,60.84,0.0,98.74,98.43
Monflorite-Lascasas,Huesca,22156,60.75,37.0,100.0,100.0
Monforte de la Sierra,Salamanca,37196,98.0,0.0,100.0,100.0
Monforte de Lemos,Lugo,27031,58.53,1.2,99.56,99.67
Monforte de Moyuela,Teruel,44152,95.0,0.0,100.0,75.0
Monforte del Cid,Alicante,3088,100.0,50.0,100.0,100.0
Monistrol de Calders,Barcelona,8128,99.0,43.0,100.0,98.0
Monistrol de Montserrat,Barcelona,8127,57.4,6.8,100.0,100.0
Monleón,Salamanca,37197,0.0,0.0,99.0,33.0
Monleras,Salamanca,37198,100.0,0.0,100.0,100.0
Monóvar/Monòver,Alicante,3089,99.0,18.6,100.0,98.6
Monreal de Ariza,Zaragoza,50172,47.5,0.0,100.0,100.0
Monreal del Campo,Teruel,44153,100.0,100.0,100.0,100.0
Monreal del Llano,Cuenca,16128,100.0,0.0,100.0,100.0
Monreal/Elo,Navarra,31172,99.0,9.0,100.0,100.0
Monroy,Cáceres,10125,100.0,0.0,100.0,100.0
Monroyo,Teruel,44154,95.0,0.0,100.0,100.0
Monsagro,Salamanca,37199,99.0,0.0,100.0,100.0
Monsalupe,Ávila,5133,99.0,0.0,100.0,100.0
Mont-ral,Tarragona,43091,28.83,0.0,99.67,99.33
Mont-ras,Girona,17110,99.4,60.0,100.0,100.0
Mont-roig del Camp,Tarragona,43092,61.67,10.67,100.0,100.0
Montagut i Oix,Girona,17109,58.79,19.64,97.86,95.86
Montalbán,Teruel,44155,95.0,0.0,99.5,88.5
Montalbán de Córdoba,Córdoba,14040,85.0,85.0,100.0,100.0
Montalbanejo,Cuenca,16129,3.0,0.0,100.0,100.0
Montalbo,Cuenca,16130,100.0,100.0,100.0,100.0
Montalvos,Albacete,2050,0.0,0.0,99.0,100.0
Montamarta,Zamora,49123,97.0,0.0,100.0,100.0
Montán,Castellón,12078,100.0,100.0,99.0,99.0
Montánchez,Cáceres,10126,100.0,100.0,100.0,99.0
Montanejos,Castellón,12079,100.0,100.0,100.0,100.0
Montanuy,Huesca,22157,67.65,11.76,99.24,96.12
Montarrón,Guadalajara,19193,0.0,0.0,100.0,100.0
Montaverner,Valencia,46173,100.0,100.0,100.0,100.0
Montblanc,Tarragona,43086,72.83,30.67,100.0,99.17
Montbrió del Camp,Tarragona,43088,97.0,9.0,100.0,100.0
Montcada i Reixac,Barcelona,8125,85.2,85.2,100.0,100.0
Montclar,Barcelona,8130,85.33,0.0,100.0,98.67
Monteagudo,Navarra,31173,73.0,0.0,100.0,100.0
Monteagudo de las Salinas,Cuenca,16131,2.0,0.0,100.0,17.0
Monteagudo de las Vicarías,Soria,42119,50.0,0.0,100.0,64.5
Monteagudo del Castillo,Teruel,44156,95.0,0.0,99.0,100.0
Montealegre de Campos,Valladolid,47092,4.0,0.0,100.0,91.0
Montealegre del Castillo,Albacete,2051,100.0,100.0,100.0,100.0
Montearagón,Toledo,45104,89.0,0.0,100.0,100.0
Montecorto,Málaga,29903,87.0,0.0,100.0,100.0
Montederramo,Ourense,32049,67.15,3.9,99.32,98.73
Montefrío,Granada,18135,66.33,8.33,98.42,93.67
Montehermoso,Cáceres,10127,33.33,33.33,98.67,98.33
Montejaque,Málaga,29074,97.0,0.0,100.0,99.0
Montejícar,Granada,18136,100.0,77.0,100.0,100.0
Montejo,Salamanca,37200,100.0,0.0,100.0,99.0
Montejo de Arévalo,Segovia,40129,100.0,0.0,100.0,100.0
Montejo de la Sierra,Madrid,28088,50.0,50.0,83.0,83.5
Montejo de la Vega de la Serrezuela,Segovia,40130,100.0,0.0,100.0,100.0
Montejo de Tiermes,Soria,42120,0.0,0.0,97.18,47.64
Montellà i Martinet,Lleida,25139,36.8,0.0,98.2,97.8
Montellano,Sevilla,41064,100.0,100.0,100.0,100.0
Montemayor,Córdoba,14041,99.0,68.0,100.0,100.0
Montemayor de Pililla,Valladolid,47093,100.0,12.0,100.0,100.0
Montemayor del Río,Salamanca,37201,100.0,0.0,100.0,98.0
Montemolín,Badajoz,6086,26.0,0.0,100.0,100.0
Montenegro de Cameros,Soria,42121,0.0,0.0,100.0,5.0
Monterde,Zaragoza,50173,95.0,0.0,96.5,55.0
Monterde de Albarracín,Teruel,44157,95.0,0.0,100.0,11.0
Monterrei,Ourense,32050,81.12,11.18,99.59,99.59
Monterroso,Lugo,27032,83.3,0.79,99.7,99.82
Monterrubio,Segovia,40131,60.0,0.0,100.0,95.0
Monterrubio de Armuña,Salamanca,37202,49.0,47.0,100.0,100.0
Monterrubio de la Demanda,Burgos,9226,100.0,0.0,100.0,100.0
Monterrubio de la Serena,Badajoz,6087,85.0,0.0,100.0,100.0
Monterrubio de la Sierra,Salamanca,37203,8.38,0.0,81.12,76.5
Montesa,Valencia,46174,100.0,0.0,100.0,100.0
Montesclaros,Toledo,45105,5.0,0.0,100.0,100.0
Montesinos (Los),Alicante,3903,100.0,89.0,100.0,100.0
Montesquiu,Barcelona,8131,40.0,4.5,100.0,100.0
Montferrer i Castellbò,Lleida,25140,15.67,12.7,98.85,95.89
Montferri,Tarragona,43089,98.0,7.5,100.0,99.5
Montgai,Lleida,25138,89.5,0.0,100.0,100.0
Montgat,Barcelona,8126,98.0,98.0,100.0,100.0
Montiel,Ciudad Real,13057,100.0,100.0,99.0,99.0
Montijo,Badajoz,6088,67.0,65.67,100.0,100.0
Montilla,Córdoba,14042,68.6,22.8,100.0,99.7
Montillana,Granada,18137,50.0,50.0,100.0,75.0
Montitxelvo/Montichelvo,Valencia,46175,65.0,0.0,100.0,99.0
Montizón,Jaén,23062,100.0,100.0,100.0,100.0
Montmajor,Barcelona,8132,82.33,0.0,99.83,99.67
Montmaneu,Barcelona,8133,44.5,0.0,100.0,100.0
Montmell (El),Tarragona,43090,75.25,35.38,99.62,98.62
Montmeló,Barcelona,8135,97.0,97.0,100.0,100.0
Montoliu de Lleida,Lleida,25142,41.0,0.0,99.5,99.5
Montoliu de Segarra,Lleida,25141,0.0,0.0,100.0,96.2
Montón,Zaragoza,50174,95.0,0.0,100.0,100.0
Montorio,Burgos,9227,86.0,0.0,100.0,100.0
Montornès de Segarra,Lleida,25143,50.0,0.0,100.0,99.5
Montornès del Vallès,Barcelona,8136,95.5,64.0,100.0,100.0
Montoro,Córdoba,14043,22.2,22.2,99.3,97.4
Montroi/Montroy,Valencia,46176,82.0,64.0,100.0,100.0
Montseny,Barcelona,8137,24.0,0.0,100.0,100.0
Montserrat,Valencia,46172,90.0,31.0,100.0,100.0
Montuïri,Illes Balears,7038,96.0,67.0,100.0,100.0
Monturque,Córdoba,14044,97.5,59.75,100.0,100.0
Monzón,Huesca,22158,59.6,59.6,99.8,99.8
Monzón de Campos,Palencia,34108,50.0,0.0,94.0,90.0
Mora,Toledo,45106,96.0,96.0,100.0,100.0
Móra d'Ebre,Tarragona,43093,100.0,100.0,100.0,100.0
Mora de Rubielos,Teruel,44158,95.0,0.0,100.0,100.0
Móra la Nova,Tarragona,43094,99.0,96.0,100.0,100.0
Moradillo de Roa,Burgos,9228,66.0,0.0,100.0,100.0
Moral de Calatrava,Ciudad Real,13058,87.0,87.0,100.0,100.0
Moral de Hornuez,Segovia,40132,1.0,0.0,98.0,97.0
Moral de la Reina,Valladolid,47094,100.0,0.0,100.0,100.0
Moral de Sayago,Zamora,49124,96.5,0.0,99.5,99.0
Moraleda de Zafayona,Granada,18138,100.0,98.5,100.0,100.0
Moraleja,Cáceres,10128,97.0,97.0,100.0,100.0
Moraleja de Enmedio,Madrid,28089,94.0,94.0,100.0,100.0
Moraleja de las Panaderas,Valladolid,47095,0.0,0.0,100.0,93.0
Moraleja de Matacabras,Ávila,5134,86.0,0.0,100.0,100.0
Moraleja de Sayago,Zamora,49126,93.0,0.0,99.0,99.0
Moraleja del Vino,Zamora,49125,99.0,0.0,100.0,100.0
Morales de Campos,Valladolid,47096,90.0,0.0,100.0,57.0
Morales de Rey,Zamora,49128,98.0,0.0,99.5,100.0
Morales de Toro,Zamora,49129,100.0,0.0,100.0,100.0
Morales de Valverde,Zamora,49130,95.0,0.0,99.5,84.5
Morales del Vino,Zamora,49127,100.0,50.0,100.0,100.0
Moralina,Zamora,49131,35.0,0.0,79.0,100.0
Moralzarzal,Madrid,28090,94.75,69.75,100.0,100.0
Moraña,Pontevedra,36032,91.89,12.12,100.0,100.0
Morasverdes,Salamanca,37204,98.0,0.0,100.0,100.0
Morata de Jalón,Zaragoza,50175,100.0,0.0,100.0,100.0
Morata de Jiloca,Zaragoza,50176,65.0,65.0,99.0,99.0
Morata de Tajuña,Madrid,28091,39.5,15.75,99.0,99.5
Moratalla,Murcia,30028,40.79,18.43,98.0,91.71
Moratilla de los Meleros,Guadalajara,19194,0.0,0.0,100.0,97.0
Moratinos,Palencia,34109,0.0,0.0,99.5,100.0
Morcillo,Cáceres,10129,95.0,0.0,100.0,100.0
Morcín,Asturias,33038,20.05,4.41,99.5,97.94
Moreda de Álava/Moreda Araba,Álava,1039,100.0,100.0,100.0,99.0
Morelábor,Granada,18909,63.33,33.33,100.0,100.0
Morell (El),Tarragona,43095,98.0,80.0,100.0,100.0
Morella,Castellón,12080,29.56,29.56,98.44,95.62
Morenilla,Guadalajara,19195,0.0,0.0,100.0,99.0
Morentin,Navarra,31174,90.0,12.0,100.0,100.0
Morera (La),Badajoz,6089,100.0,0.0,100.0,100.0
Morera de Montsant (La),Tarragona,43096,5.0,0.0,100.0,99.0
Moreruela de los Infanzones,Zamora,49132,100.0,0.0,98.0,78.0
Moreruela de Tábara,Zamora,49133,48.5,0.0,95.5,70.5
Morés,Zaragoza,50177,33.0,33.0,92.5,100.0
Morga,Bizkaia,48066,97.14,9.29,100.0,99.86
Moriles,Córdoba,14045,100.0,100.0,100.0,100.0
Morille,Salamanca,37205,0.0,0.0,98.67,96.67
Moríñigo,Salamanca,37206,98.0,0.0,100.0,100.0
Moriscos,Salamanca,37207,32.67,0.0,96.0,99.33
Morón de Almazán,Soria,42123,34.5,0.0,100.0,100.0
Morón de la Frontera,Sevilla,41065,92.0,92.0,100.0,100.0
Moronta,Salamanca,37208,48.0,0.0,100.0,86.5
Moros,Zaragoza,50178,95.0,0.0,97.0,62.0
Mos,Pontevedra,36033,95.29,26.81,99.99,99.99
Moscardón,Teruel,44159,95.0,0.0,100.0,78.0
Mosqueruela,Teruel,44160,95.0,0.0,100.0,99.0
Móstoles,Madrid,28092,90.17,83.0,100.0,100.0
Mota de Altarejos,Cuenca,16132,0.0,0.0,100.0,100.0
Mota del Cuervo,Cuenca,16133,100.0,100.0,100.0,100.0
Mota del Marqués,Valladolid,47097,100.0,0.0,100.0,100.0
Motilla del Palancar,Cuenca,16134,100.0,100.0,100.0,100.0
Motilleja,Albacete,2052,100.0,100.0,84.0,77.0
Motril,Granada,18140,98.75,38.75,100.0,99.88
Moya,Las Palmas,16135,79.0,46.0,100.0,100.0
Moya,Cuenca,35013,34.0,0.0,97.0,97.0
Moyuela,Zaragoza,50179,95.0,0.0,100.0,100.0
Mozárbez,Salamanca,37209,56.69,0.0,99.69,94.46
Mozoncillo,Segovia,40134,100.0,0.0,100.0,100.0
Mozota,Zaragoza,50180,95.0,0.0,100.0,100.0
Mucientes,Valladolid,47098,100.0,100.0,100.0,100.0
Mudá,Palencia,34110,64.0,0.0,100.0,100.0
Mudarra (La),Valladolid,47099,55.0,0.0,100.0,99.0
Muduex,Guadalajara,19196,100.0,0.0,99.0,99.0
Muel,Zaragoza,50181,25.4,0.0,99.8,99.8
Muela (La),Zaragoza,50182,97.0,31.0,100.0,100.0
Muelas de los Caballeros,Zamora,49134,6.67,0.0,95.33,92.33
Muelas del Pan,Zamora,49135,48.25,0.0,99.5,99.0
Mues,Navarra,31175,50.5,0.0,100.0,100.0
Muga de Sayago,Zamora,49136,96.0,0.0,100.0,100.0
Mugardos,A Coruña,15051,90.6,26.6,100.0,100.0
Muíños,Ourense,32051,71.48,8.7,99.94,99.97
Mula,Murcia,30029,47.33,28.47,99.13,99.67
Mundaka,Bizkaia,48068,100.0,100.0,100.0,100.0
Munébrega,Zaragoza,50183,100.0,100.0,100.0,100.0
Munera,Albacete,2053,100.0,100.0,100.0,100.0
Mungia,Bizkaia,48069,90.87,56.27,100.0,100.0
Muniesa,Teruel,44161,95.0,0.0,100.0,100.0
Munilla,La Rioja,26098,100.0,0.0,100.0,96.5
Munitibar-Arbatzegi Gerrikaitz,Bizkaia,48007,97.4,0.0,99.4,100.0
Muntanyola,Barcelona,8129,85.0,85.0,99.33,97.67
Muñana,Ávila,5135,50.0,0.0,100.0,100.0
Muñico,Ávila,5136,30.5,0.0,100.0,68.5
Muñogalindo,Ávila,5138,100.0,0.0,100.0,100.0
Muñogrande,Ávila,5139,46.5,0.0,100.0,95.0
Muñomer del Peco,Ávila,5140,7.0,0.0,100.0,99.0
Muñopedro,Segovia,40135,66.33,0.0,99.67,99.33
Muñopepe,Ávila,5141,94.0,0.0,100.0,100.0
Muñosancho,Ávila,5142,0.0,0.0,100.0,99.5
Muñotello,Ávila,5143,0.0,0.0,100.0,50.0
Muñoveros,Segovia,40136,100.0,0.0,100.0,99.0
Mura,Barcelona,8139,0.0,0.0,100.0,96.0
Muras,Lugo,27033,12.3,1.07,96.76,97.47
Murchante,Navarra,31176,99.0,99.0,100.0,100.0
Murcia,Murcia,30030,88.4,67.62,99.54,99.35
Murero,Zaragoza,50184,100.0,100.0,100.0,100.0
Murias de Paredes,León,24101,10.93,0.0,99.87,79.4
Muriel,Valladolid,47100,0.0,0.0,92.0,69.0
Muriel de la Fuente,Soria,42124,0.0,0.0,99.0,55.0
Muriel Viejo,Soria,42125,95.0,0.0,100.0,100.0
Murieta,Navarra,31177,90.0,11.0,100.0,100.0
Murillo de Gállego,Zaragoza,50185,95.0,0.0,100.0,99.67
Murillo de Río Leza,La Rioja,26099,100.0,100.0,100.0,100.0
