municipio,provincia,municipio_nombre_humano,codigo_ine,comunidad_autonoma
Solera de Gabaldón,Cuenca,Solera de Gabaldón,16199,Castilla-La Mancha
Soleràs (El),Lleida,El Soleràs,25206,Cataluña
Soliedra,Soria,Soliedra,42172,Castilla y León
Solivella,Tarragona,Solivella,43147,Cataluña
Sollana,Valencia,Sollana,46233,Comunidad Valenciana
Sóller,Illes Balears,Sóller,7061,Islas Baleares
Solórzano,Cantabria,Solórzano,39084,Cantabria
Solosancho,Ávila,Solosancho,5238,Castilla y León
Solsona,Lleida,Solsona,25207,Cataluña
Somiedo,Asturias,Somiedo,33068,Principado de Asturias
Somolinos,Guadalajara,Somolinos,19259,Castilla-La Mancha
Somontín,Almería,Somontín,4085,Andalucía
Somosierra,Madrid,Somosierra,28143,Comunidad de Madrid
Somozas (As),A Coruña,As Somozas,15081,Galicia
Son Servera,Illes Balears,Son Servera,7062,Islas Baleares
Sondika,Bizkaia,Sondika,48904,País Vasco
Soneja,Castellón,Soneja,12106,Comunidad Valenciana
Sonseca,Toledo,Sonseca,45163,Castilla-La Mancha
Sopeira,Huesca,Sopeira,22223,Aragón
Sopela,Bizkaia,Sopela,48085,País Vasco
Soportújar,Granada,Soportújar,18176,Andalucía
Sopuerta,Bizkaia,Sopuerta,48086,País Vasco
Sora,Barcelona,Sora,8272,Cataluña
Soraluze-Placencia de las Armas,Gipuzkoa,Soraluze-Placencia de las Armas,20065,País Vasco
Sorbas,Almería,Sorbas,4086,Andalucía
Sordillos,Burgos,Sordillos,9368,Castilla y León
Soria,Soria,Soria,42173,Castilla y León
Soriguera,Lleida,Soriguera,25208,Cataluña
Sorihuela,Salamanca,Sorihuela,37312,Castilla y León
Sorihuela del Guadalimar,Jaén,Sorihuela del Guadalimar,23084,Andalucía
Sorlada,Navarra,Sorlada,31225,Comunidad Foral de Navarra
Sort,Lleida,Sort,25209,Cataluña
Sorvilán,Granada,Sorvilán,18177,Andalucía
Sorzano,La Rioja,Sorzano,26144,La Rioja
Sos del Rey Católico,Zaragoza,Sos del Rey Católico,50248,Aragón
Soses,Lleida,Soses,25210,Cataluña
Sot de Chera,Valencia,Sot de Chera,46234,Comunidad Valenciana
Sot de Ferrer,Castellón,Sot de Ferrer,12107,Comunidad Valenciana
Sotalbo,Ávila,Sotalbo,5239,Castilla y León
Sotés,La Rioja,Sotés,26145,La Rioja
Sotillo,Segovia,Sotillo,40198,Castilla y León
Sotillo (El),Guadalajara,El Sotillo,19260,Castilla-La Mancha
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,5240,Castilla y León
Sotillo de la Ribera,Burgos,Sotillo de la Ribera,9369,Castilla y León
Sotillo de las Palomas,Toledo,Sotillo de las Palomas,45164,Castilla-La Mancha
Sotillo del Rincón,Soria,Sotillo del Rincón,42174,Castilla y León
Soto de Cerrato,Palencia,Soto de Cerrato,34177,Castilla y León
Soto de la Vega,León,Soto de la Vega,24166,Castilla y León
Soto del Barco,Asturias,Soto del Barco,33069,Principado de Asturias
Soto del Real,Madrid,Soto del Real,28144,Comunidad de Madrid
Soto en Cameros,La Rioja,Soto en Cameros,26146,La Rioja
Soto y Amío,León,Soto y Amío,24167,Castilla y León
Sotobañado y Priorato,Palencia,Sotobañado y Priorato,34176,Castilla y León
Sotodosos,Guadalajara,Sotodosos,19261,Castilla-La Mancha
Sotonera (La),Huesca,La Sotonera,22904,Aragón
Sotorribas,Cuenca,Sotorribas,16909,Castilla-La Mancha
Sotosalbos,Segovia,Sotosalbos,40199,Castilla y León
Sotoserrano,Salamanca,Sotoserrano,37313,Castilla y León
Sotragero,Burgos,Sotragero,9372,Castilla y León
Sotresgudo,Burgos,Sotresgudo,9373,Castilla y León
Soutomaior,Pontevedra,Soutomaior,36053,Galicia
Suances,Cantabria,Suances,39085,Cantabria
Subirats,Barcelona,Subirats,8273,Cataluña
Sudanell,Lleida,Sudanell,25211,Cataluña
Sueca,Valencia,Sueca,46235,Comunidad Valenciana
Suellacabras,Soria,Suellacabras,42175,Castilla y León
Sueras/Suera,Castellón,Sueras/Suera,12108,Comunidad Valenciana
Suflí,Almería,Suflí,4087,Andalucía
Sukarrieta,Bizkaia,Sukarrieta,48076,País Vasco
Sumacàrcer,Valencia,Sumacàrcer,46236,Comunidad Valenciana
Sunbilla,Navarra,Sunbilla,31226,Comunidad Foral de Navarra
Sunyer,Lleida,Sunyer,25212,Cataluña
Súria,Barcelona,Súria,8274,Cataluña
Susinos del Páramo,Burgos,Susinos del Páramo,9374,Castilla y León
Susqueda,Girona,Susqueda,17194,Cataluña
Tabanera de Cerrato,Palencia,Tabanera de Cerrato,34178,Castilla y León
Tabanera de Valdavia,Palencia,Tabanera de Valdavia,34179,Castilla y León
Tabanera la Luenga,Segovia,Tabanera la Luenga,40200,Castilla y León
Tábara,Zamora,Tábara,49214,Castilla y León
Tabera de Abajo,Salamanca,Tabera de Abajo,37314,Castilla y León
Tabernas,Almería,Tabernas,4088,Andalucía
Taberno,Almería,Taberno,4089,Andalucía
Taboada,Lugo,Taboada,27060,Galicia
Taboadela,Ourense,Taboadela,32079,Galicia
Tabuenca,Zaragoza,Tabuenca,50249,Aragón
Tacoronte,Santa Cruz de Tenerife,Tacoronte,38043,Islas Canarias
Tafalla,Navarra,Tafalla,31227,Comunidad Foral de Navarra
Tagamanent,Barcelona,Tagamanent,8276,Cataluña
Taha (La),Granada,La Taha,18901,Andalucía
Tahal,Almería,Tahal,4090,Andalucía
Tajahuerce,Soria,Tajahuerce,42176,Castilla y León
Tajueco,Soria,Tajueco,42177,Castilla y León
Tala (La),Salamanca,La Tala,37315,Castilla y León
Talamanca,Barcelona,Talamanca,8277,Cataluña
Talamanca de Jarama,Madrid,Talamanca de Jarama,28145,Comunidad de Madrid
Talamantes,Zaragoza,Talamantes,50250,Aragón
Talarn,Lleida,Talarn,25215,Cataluña
Talarrubias,Badajoz,Talarrubias,6127,Extremadura
Talaván,Cáceres,Talaván,10178,Extremadura
Talavera,Lleida,Talavera,25216,Cataluña
Talavera de la Reina,Toledo,Talavera de la Reina,45165,Castilla-La Mancha
Talavera la Real,Badajoz,Talavera la Real,6128,Extremadura
Talaveruela de la Vera,Cáceres,Talaveruela de la Vera,10179,Extremadura
Talayuela,Cáceres,Talayuela,10180,Extremadura
Talayuelas,Cuenca,Talayuelas,16202,Castilla-La Mancha
Tales,Castellón,Tales,12109,Comunidad Valenciana
Táliga,Badajoz,Táliga,6129,Extremadura
Tallada d'Empordà (La),Girona,La Tallada d'Empordà,17195,Cataluña
Talveila,Soria,Talveila,42178,Castilla y León
Tamajón,Guadalajara,Tamajón,19262,Castilla-La Mancha
Tamames,Salamanca,Tamames,37316,Castilla y León
Támara de Campos,Palencia,Támara de Campos,34180,Castilla y León
Tamarite de Litera,Huesca,Tamarite de Litera,22225,Aragón
Tamariz de Campos,Valladolid,Tamariz de Campos,47162,Castilla y León
Tamarón,Burgos,Tamarón,9375,Castilla y León
Tamurejo,Badajoz,Tamurejo,6130,Extremadura
Tanque (El),Santa Cruz de Tenerife,El Tanque,38044,Islas Canarias
Tapia de Casariego,Asturias,Tapia de Casariego,33070,Principado de Asturias
Tapioles,Zamora,Tapioles,49216,Castilla y León
Taradell,Barcelona,Taradell,8278,Cataluña
Taragudo,Guadalajara,Taragudo,19263,Castilla-La Mancha
Taramundi,Asturias,Taramundi,33071,Principado de Asturias
Tarancón,Cuenca,Tarancón,16203,Castilla-La Mancha
Taravilla,Guadalajara,Taravilla,19264,Castilla-La Mancha
Tarazona,Zaragoza,Tarazona,50251,Aragón
Tarazona de Guareña,Salamanca,Tarazona de Guareña,37317,Castilla y León
Tarazona de la Mancha,Albacete,Tarazona de la Mancha,2073,Castilla-La Mancha
Tàrbena,Alicante,Tàrbena,3127,Comunidad Valenciana
Tardáguila,Salamanca,Tardáguila,37318,Castilla y León
Tardajos,Burgos,Tardajos,9377,Castilla y León
Tardelcuende,Soria,Tardelcuende,42181,Castilla y León
Tardienta,Huesca,Tardienta,22226,Aragón
Tariego de Cerrato,Palencia,Tariego de Cerrato,34181,Castilla y León
Tarifa,Cádiz,Tarifa,11035,Andalucía
Taroda,Soria,Taroda,42182,Castilla y León
Tarragona,Tarragona,Tarragona,43148,Cataluña
Tàrrega,Lleida,Tàrrega,25217,Cataluña
Tarrés,Lleida,Tarrés,25218,Cataluña
Tarroja de Segarra,Lleida,Tarroja de Segarra,25219,Cataluña
Tartanedo,Guadalajara,Tartanedo,19265,Castilla-La Mancha
Tauste,Zaragoza,Tauste,50252,Aragón
Tavernes Blanques,Valencia,Tavernes Blanques,46237,Comunidad Valenciana
Tavernes de la Valldigna,Valencia,Tavernes de la Valldigna,46238,Comunidad Valenciana
Tavèrnoles,Barcelona,Tavèrnoles,8275,Cataluña
Tavertet,Barcelona,Tavertet,8280,Cataluña
Tazacorte,Santa Cruz de Tenerife,Tazacorte,38045,Islas Canarias
Teba,Málaga,Teba,29089,Andalucía
Tébar,Cuenca,Tébar,16204,Castilla-La Mancha
Tegueste,Santa Cruz de Tenerife,Tegueste,38046,Islas Canarias
Teguise,Las Palmas,Teguise,35024,Islas Canarias
Teià,Barcelona,Teià,8281,Cataluña
Teixeira (A),Ourense,A Teixeira,32080,Galicia
Tejada,Burgos,Tejada,9378,Castilla y León
Tejadillos,Cuenca,Tejadillos,16205,Castilla-La Mancha
Tejado,Soria,Tejado,42183,Castilla y León
Tejado (El),Salamanca,El Tejado,37319,Castilla y León
Tejeda,Las Palmas,Tejeda,35025,Islas Canarias
Tejeda de Tiétar,Cáceres,Tejeda de Tiétar,10181,Extremadura
Tejeda y Segoyuela,Salamanca,Tejeda y Segoyuela,37320,Castilla y León
Telde,Las Palmas,Telde,35026,Islas Canarias
Tella-Sin,Huesca,Tella-Sin,22227,Aragón
Tembleque,Toledo,Tembleque,45166,Castilla-La Mancha
Tendilla,Guadalajara,Tendilla,19266,Castilla-La Mancha
Tenebrón,Salamanca,Tenebrón,37321,Castilla y León
Teo,A Coruña,Teo,15082,Galicia
Teresa,Castellón,Teresa,12110,Comunidad Valenciana
Teresa de Cofrentes,Valencia,Teresa de Cofrentes,46239,Comunidad Valenciana
Térmens,Lleida,Térmens,25220,Cataluña
Teror,Las Palmas,Teror,35027,Islas Canarias
Terque,Almería,Terque,4091,Andalucía
Terrades,Girona,Terrades,17196,Cataluña
Terradillos,Salamanca,Terradillos,37322,Castilla y León
Terradillos de Esgueva,Burgos,Terradillos de Esgueva,9380,Castilla y León
Terrassa,Barcelona,Terrassa,8279,Cataluña
Terrateig,Valencia,Terrateig,46240,Comunidad Valenciana
Terrer,Zaragoza,Terrer,50253,Aragón
Terriente,Teruel,Terriente,44215,Aragón
Terrinches,Ciudad Real,Terrinches,13081,Castilla-La Mancha
Terroba,La Rioja,Terroba,26147,La Rioja
Teruel,Teruel,Teruel,44216,Aragón
Terzaga,Guadalajara,Terzaga,19267,Castilla-La Mancha
Teulada,Alicante,Teulada,3128,Comunidad Valenciana
Teverga,Asturias,Teverga,33072,Principado de Asturias
Tiana,Barcelona,Tiana,8282,Cataluña
Tías,Las Palmas,Tías,35028,Islas Canarias
Tibi,Alicante,Tibi,3129,Comunidad Valenciana
Tiebas-Muruarte de Reta,Navarra,Tiebas-Muruarte de Reta,31228,Comunidad Foral de Navarra
Tiedra,Valladolid,Tiedra,47163,Castilla y León
Tielmes,Madrid,Tielmes,28146,Comunidad de Madrid
Tiemblo (El),Ávila,El Tiemblo,5241,Castilla y León
Tierga,Zaragoza,Tierga,50254,Aragón
Tierz,Huesca,Tierz,22228,Aragón
Tierzo,Guadalajara,Tierzo,19268,Castilla-La Mancha
Tiétar,Cáceres,Tiétar,10904,Extremadura
Tijarafe,Santa Cruz de Tenerife,Tijarafe,38047,Islas Canarias
Tíjola,Almería,Tíjola,4092,Andalucía
Tinajas,Cuenca,Tinajas,16206,Castilla-La Mancha
Tinajo,Las Palmas,Tinajo,35029,Islas Canarias
Tineo,Asturias,Tineo,33073,Principado de Asturias
Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra,9381,Castilla y León
Tiñosillos,Ávila,Tiñosillos,5242,Castilla y León
Tirapu,Navarra,Tirapu,31229,Comunidad Foral de Navarra
Tirgo,La Rioja,Tirgo,26148,La Rioja
Tírig,Castellón,Tírig,12111,Comunidad Valenciana
Tírvia,Lleida,Tírvia,25221,Cataluña
Titaguas,Valencia,Titaguas,46241,Comunidad Valenciana
Titulcia,Madrid,Titulcia,28147,Comunidad de Madrid
Tiurana,Lleida,Tiurana,25222,Cataluña
Tivenys,Tarragona,Tivenys,43149,Cataluña
Tivissa,Tarragona,Tivissa,43150,Cataluña
Toba (La),Guadalajara,La Toba,19269,Castilla-La Mancha
Tobar,Burgos,Tobar,9382,Castilla y León
Tobarra,Albacete,Tobarra,2074,Castilla-La Mancha
Tobed,Zaragoza,Tobed,50255,Aragón
Tobía,La Rioja,Tobía,26149,La Rioja
Toboso (El),Toledo,El Toboso,45167,Castilla-La Mancha
Tocina,Sevilla,Tocina,41092,Andalucía
Todolella,Castellón,Todolella,12112,Comunidad Valenciana
Toén,Ourense,Toén,32081,Galicia
Toga,Castellón,Toga,12113,Comunidad Valenciana
Tojos (Los),Cantabria,Los Tojos,39086,Cantabria
Tolbaños,Ávila,Tolbaños,5243,Castilla y León
Toledo,Toledo,Toledo,45168,Castilla-La Mancha
Tollos,Alicante,Tollos,3130,Comunidad Valenciana
Tolocirio,Segovia,Tolocirio,40201,Castilla y León
Tolosa,Gipuzkoa,Tolosa,20071,País Vasco
Tolox,Málaga,Tolox,29090,Andalucía
Tolva,Huesca,Tolva,22229,Aragón
Tomares,Sevilla,Tomares,41093,Andalucía
Tomelloso,Ciudad Real,Tomelloso,13082,Castilla-La Mancha
Tomiño,Pontevedra,Tomiño,36054,Galicia
Tona,Barcelona,Tona,8283,Cataluña
Topas,Salamanca,Topas,37323,Castilla y León
Toques,A Coruña,Toques,15083,Galicia
Torà,Lleida,Torà,25223,Cataluña
Toral de los Guzmanes,León,Toral de los Guzmanes,24168,Castilla y León
Toral de los Vados,León,Toral de los Vados,24206,Castilla y León
Torás,Castellón,Torás,12114,Comunidad Valenciana
Tordehumos,Valladolid,Tordehumos,47164,Castilla y León
Tordellego,Guadalajara,Tordellego,19271,Castilla-La Mancha
Tordelrábano,Guadalajara,Tordelrábano,19270,Castilla-La Mancha
Tordera,Barcelona,Tordera,8284,Cataluña
Tordesillas,Valladolid,Tordesillas,47165,Castilla y León
Tordesilos,Guadalajara,Tordesilos,19272,Castilla-La Mancha
Tordillos,Salamanca,Tordillos,37324,Castilla y León
Tordoia,A Coruña,Tordoia,15084,Galicia
Tordómar,Burgos,Tordómar,9384,Castilla y León
Torelló,Barcelona,Torelló,8285,Cataluña
Toreno,León,Toreno,24169,Castilla y León
Torija,Guadalajara,Torija,19274,Castilla-La Mancha
Toril,Cáceres,Toril,10182,Extremadura
Toril y Masegoso,Teruel,Toril y Masegoso,44217,Aragón
Torla-Ordesa,Huesca,Torla-Ordesa,22230,Aragón
Torlengua,Soria,Torlengua,42184,Castilla y León
Tormantos,La Rioja,Tormantos,26150,La Rioja
Tormellas,Ávila,Tormellas,5244,Castilla y León
Tormón,Teruel,Tormón,44218,Aragón
Tormos,Alicante,Tormos,3131,Comunidad Valenciana
Torms (Els),Lleida,Els Torms,25224,Cataluña
Tornabous,Lleida,Tornabous,25225,Cataluña
Tornadizo (El),Salamanca,El Tornadizo,37325,Castilla y León
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,5245,Castilla y León
Tornavacas,Cáceres,Tornavacas,10183,Extremadura
Torno (El),Cáceres,El Torno,10184,Extremadura
Tornos,Teruel,Tornos,44219,Aragón
Toro,Zamora,Toro,49219,Castilla y León
Toro (El),Castellón,El Toro,12115,Comunidad Valenciana
Torquemada,Palencia,Torquemada,34182,Castilla y León
Torralba,Cuenca,Torralba,16209,Castilla-La Mancha
Torralba de Aragón,Huesca,Torralba de Aragón,22232,Aragón
Torralba de Calatrava,Ciudad Real,Torralba de Calatrava,13083,Castilla-La Mancha
Torralba de los Frailes,Zaragoza,Torralba de los Frailes,50256,Aragón
Torralba de los Sisones,Teruel,Torralba de los Sisones,44220,Aragón
Torralba de Oropesa,Toledo,Torralba de Oropesa,45169,Castilla-La Mancha
Torralba de Ribota,Zaragoza,Torralba de Ribota,50257,Aragón
Torralba del Pinar,Castellón,Torralba del Pinar,12116,Comunidad Valenciana
Torralba del Río,Navarra,Torralba del Río,31230,Comunidad Foral de Navarra
Torralbilla,Zaragoza,Torralbilla,50258,Aragón
Torre (La),Ávila,La Torre,5247,Castilla y León
Torre Alháquime,Cádiz,Torre Alháquime,11036,Andalucía
Torre d'En Besora (La),Castellón,La Torre d'En Besora,12119,Comunidad Valenciana
Torre d'en Doménec (La),Castellón,La Torre d'en Doménec,12120,Comunidad Valenciana
Torre de Arcas,Teruel,Torre de Arcas,44223,Aragón
Torre de Cabdella (La),Lleida,La Torre de Cabdella,25227,Cataluña
Torre de Claramunt (La),Barcelona,La Torre de Claramunt,8286,Cataluña
Torre de Don Miguel,Cáceres,Torre de Don Miguel,10187,Extremadura
Torre de Esgueva,Valladolid,Torre de Esgueva,47169,Castilla y León
Torre de Esteban Hambrán (La),Toledo,La Torre de Esteban Hambrán,45171,Castilla-La Mancha
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,43151,Cataluña
Torre de Juan Abad,Ciudad Real,Torre de Juan Abad,13084,Castilla-La Mancha
Torre de l'Espanyol (La),Tarragona,La Torre de L'Espanyol,43152,Cataluña
Torre de las Arcas,Teruel,Torre de las Arcas,44224,Aragón
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,6131,Extremadura
Torre de Peñafiel,Valladolid,Torre de Peñafiel,47170,Castilla y León
Torre de Santa María,Cáceres,Torre de Santa María,10188,Extremadura
Torre del Bierzo,León,Torre del Bierzo,24170,Castilla y León
Torre del Burgo,Guadalajara,Torre del Burgo,19279,Castilla-La Mancha
Torre del Compte,Teruel,Torre del Compte,44225,Aragón
Torre del Valle (La),Zamora,La Torre del Valle,49220,Castilla y León
Torre en Cameros,La Rioja,Torre en Cameros,26153,La Rioja
Torre la Ribera,Huesca,Torre la Ribera,22233,Aragón
Torre los Negros,Teruel,Torre los Negros,44227,Aragón
Torre Val de San Pedro,Segovia,Torre Val de San Pedro,40206,Castilla y León
Torre-Cardela,Granada,Torre-Cardela,18178,Andalucía
Torre-Pacheco,Murcia,Torre-Pacheco,30037,Región de Murcia
Torre-serona,Lleida,Torre-serona,25233,Cataluña
Torreadrada,Segovia,Torreadrada,40202,Castilla y León
Torrebaja,Valencia,Torrebaja,46242,Comunidad Valenciana
Torrebesses,Lleida,Torrebesses,25226,Cataluña
Torreblacos,Soria,Torreblacos,42185,Castilla y León
Torreblanca,Castellón,Torreblanca,12117,Comunidad Valenciana
Torreblascopedro,Jaén,Torreblascopedro,23085,Andalucía
Torrecaballeros,Segovia,Torrecaballeros,40203,Castilla y León
Torrecampo,Córdoba,Torrecampo,14062,Andalucía
Torrechiva,Castellón,Torrechiva,12118,Comunidad Valenciana
Torrecilla de Alcañiz,Teruel,Torrecilla de Alcañiz,44221,Aragón
Torrecilla de la Abadesa,Valladolid,Torrecilla de la Abadesa,47166,Castilla y León
Torrecilla de la Jara,Toledo,Torrecilla de la Jara,45170,Castilla-La Mancha
Torrecilla de la Orden,Valladolid,Torrecilla de la Orden,47167,Castilla y León
Torrecilla de la Torre,Valladolid,Torrecilla de la Torre,47168,Castilla y León
Torrecilla de los Ángeles,Cáceres,Torrecilla de los Ángeles,10185,Extremadura
Torrecilla del Monte,Burgos,Torrecilla del Monte,9386,Castilla y León
Torrecilla del Pinar,Segovia,Torrecilla del Pinar,40204,Castilla y León
Torrecilla del Rebollar,Teruel,Torrecilla del Rebollar,44222,Aragón
Torrecilla en Cameros,La Rioja,Torrecilla en Cameros,26151,La Rioja
Torrecilla sobre Alesanco,La Rioja,Torrecilla sobre Alesanco,26152,La Rioja
Torrecillas de la Tiesa,Cáceres,Torrecillas de la Tiesa,10186,Extremadura
Torrecuadrada de Molina,Guadalajara,Torrecuadrada de Molina,19277,Castilla-La Mancha
Torrecuadradilla,Guadalajara,Torrecuadradilla,19278,Castilla-La Mancha
Torredelcampo,Jaén,Torredelcampo,23086,Andalucía
Torredembarra,Tarragona,Torredembarra,43153,Cataluña
Torredonjimeno,Jaén,Torredonjimeno,23087,Andalucía
Torrefarrera,Lleida,Torrefarrera,25228,Cataluña
Torrefeta i Florejacs,Lleida,Torrefeta i Florejacs,25907,Cataluña
Torregalindo,Burgos,Torregalindo,9387,Castilla y León
Torregamones,Zamora,Torregamones,49221,Castilla y León
Torregrossa,Lleida,Torregrossa,25230,Cataluña
Torrehermosa,Zaragoza,Torrehermosa,50259,Aragón
Torreiglesias,Segovia,Torreiglesias,40205,Castilla y León
Torrejón de Ardoz,Madrid,Torrejón de Ardoz,28148,Comunidad de Madrid
Torrejón de la Calzada,Madrid,Torrejón de la Calzada,28149,Comunidad de Madrid
Torrejón de Velasco,Madrid,Torrejón de Velasco,28150,Comunidad de Madrid
Torrejón del Rey,Guadalajara,Torrejón del Rey,19280,Castilla-La Mancha
Torrejón el Rubio,Cáceres,Torrejón el Rubio,10190,Extremadura
Torrejoncillo,Cáceres,Torrejoncillo,10189,Extremadura
Torrejoncillo del Rey,Cuenca,Torrejoncillo del Rey,16211,Castilla-La Mancha
Torrelacárcel,Teruel,Torrelacárcel,44226,Aragón
Torrelaguna,Madrid,Torrelaguna,28151,Comunidad de Madrid
Torrelameu,Lleida,Torrelameu,25231,Cataluña
Torrelapaja,Zaragoza,Torrelapaja,50260,Aragón
Torrelara,Burgos,Torrelara,9388,Castilla y León
Torrelavega,Cantabria,Torrelavega,39087,Cantabria
Torrelavit,Barcelona,Torrelavit,8287,Cataluña
Torrella,Valencia,Torrella,46243,Comunidad Valenciana
Torrellas,Zaragoza,Torrellas,50261,Aragón
Torrelles de Foix,Barcelona,Torrelles de Foix,8288,Cataluña
Torrelles de Llobregat,Barcelona,Torrelles de Llobregat,8289,Cataluña
Torrelobatón,Valladolid,Torrelobatón,47171,Castilla y León
Torrelodones,Madrid,Torrelodones,28152,Comunidad de Madrid
Torremanzanas/Torre de les Maçanes (La),Alicante,La Torremanzanas/Torre de les Maçanes,3132,Comunidad Valenciana
Torremayor,Badajoz,Torremayor,6132,Extremadura
Torremejía,Badajoz,Torremejía,6133,Extremadura
Torremenga,Cáceres,Torremenga,10191,Extremadura
Torremocha,Cáceres,Torremocha,10192,Extremadura
Torremocha de Jadraque,Guadalajara,Torremocha de Jadraque,19281,Castilla-La Mancha
