municipio,provincia,municipio_nombre_humano,lat,lon,elevation
Recuerda,Soria,Recuerda,41.47408,-2.9946,901
Rello,Soria,Rello,41.33297,-2.74925,1062
Renieblas,Soria,Renieblas,41.82009,-2.37236,1039
Retortillo de Soria,Soria,Retortillo de Soria,41.31092,-2.98228,1235
Reznos,Soria,Reznos,41.5909,-2.0278,1047
Riba de Escalote (La),Soria,La Riba de Escalote,41.35182,-2.79629,1041
Rioseco de Soria,Soria,Rioseco de Soria,41.64929,-2.87734,1003
Rollamienta,Soria,Rollamienta,41.92592,-2.53125,1144
Royo (El),Soria,El Royo,41.90871,-2.64618,1061
Salduero,Soria,Salduero,41.88946,-2.7967,1099
San Esteban de Gormaz,Soria,San Esteban de Gormaz,41.569174,-3.193594,862
San Felices,Soria,San Felices,41.76157,-2.478603,1082
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe,41.836573,-3.082972,1051
San Pedro Manrique,Soria,San Pedro Manrique,42.0286,-2.23104,1083
Santa Cruz de Yanguas,Soria,Santa Cruz de Yanguas,42.0625,-2.44894,1227
Santa María de Huerta,Soria,Santa María de Huerta,41.26667,-2.16667,809
Santa María de las Hoyas,Soria,Santa María de las Hoyas,41.77145,-3.14172,1074
Serón de Nágima,Soria,Serón de Nágima,41.49562,-2.20162,947
Soliedra,Soria,Soliedra,41.46932,-2.38164,1104
Soria,Soria,Soria,41.76401,-2.46883,1062
Sotillo del Rincón,Soria,Sotillo del Rincón,41.9322,-2.60297,1110
Suellacabras,Soria,Suellacabras,41.85298,-2.22398,1199
Tajahuerce,Soria,Tajahuerce,41.73991,-2.15069,1058
Tajueco,Soria,Tajueco,41.53641,-2.84845,932
Talveila,Soria,Talveila,41.78379,-2.96653,1063
Tardelcuende,Soria,Tardelcuende,41.59402,-2.64439,997
Taroda,Soria,Taroda,41.34798,-2.43318,1025
Tejado,Soria,Tejado,41.58887,-2.26721,989
Torlengua,Soria,Torlengua,41.45483,-2.16183,869
Torreblacos,Soria,Torreblacos,41.66927,-2.87881,975
Torrubia de Soria,Soria,Torrubia de Soria,41.63045,-2.09151,1045
Trévago,Soria,Trévago,41.87365,-2.10201,1043
Ucero,Soria,Ucero,41.71685,-3.05154,967
Vadillo,Soria,Vadillo,41.79111,-3.00845,1105
Valdeavellano de Tera,Soria,Valdeavellano de Tera,41.94229,-2.57634,1139
Valdegeña,Soria,Valdegeña,41.81868,-2.16381,1049
Valdelagua del Cerro,Soria,Valdelagua del Cerro,41.88825,-2.11538,1121
Valdemaluque,Soria,Valdemaluque,41.67376,-3.04643,943
Valdenebro,Soria,Valdenebro,41.57166,-2.96424,941
Valdeprado,Soria,Valdeprado,41.93768,-2.10915,847
Valderrodilla,Soria,Valderrodilla,41.56346,-2.80777,937
Valtajeros,Soria,Valtajeros,41.93808,-2.22289,1251
Velamazán,Soria,Velamazán,41.44894,-2.69934,979
Velilla de la Sierra,Soria,Velilla de la Sierra,41.796173,-2.415301,1043
Velilla de los Ajos,Soria,Velilla de los Ajos,41.49058,-2.25579,1005
Viana de Duero,Soria,Viana de Duero,41.53406,-2.46099,1003
Villaciervos,Soria,Villaciervos,41.76227,-2.62678,1184
Villanueva de Gormaz,Soria,Villanueva de Gormaz,41.4674,-3.06223,968
Villar del Ala,Soria,Villar del Ala,41.91638,-2.56651,1145
Villar del Campo,Soria,Villar del Campo,41.78881,-2.14955,1035
Villar del Río,Soria,Villar del Río,42.07574,-2.35082,1013
Villares de Soria (Los),Soria,Los Villares de Soria,41.86497,-2.3551,1061
Villasayas,Soria,Villasayas,41.35291,-2.61011,1019
Villaseca de Arciel,Soria,Villaseca de Arciel,41.6243,-2.16176,1006
Vinuesa,Soria,Vinuesa,41.91032,-2.76483,1127
Vizmanos,Soria,Vizmanos,42.02342,-2.40869,1212
Vozmediano,Soria,Vozmediano,41.83752,-1.8558,890
Yanguas,Soria,Yanguas,42.10172,-2.33986,981
Yelo,Soria,Yelo,41.21667,-2.51667,1132
Aiguamúrcia,Tarragona,Aiguamúrcia,41.369474,1.392718,445
Albinyana,Tarragona,Albinyana,41.25,1.48333,242
Albiol (L'),Tarragona,L' Albiol,41.25,1.1,732
Alcanar,Tarragona,Alcanar,40.543338,0.479435,65
Alcover,Tarragona,Alcover,41.261938,1.170159,238
Aldea (L'),Tarragona,L' Aldea,41.101515,1.200803,3
Aldover,Tarragona,Aldover,40.87952,0.49996,23
Aleixar (L'),Tarragona,L' Aleixar,41.2,1.05,280
Alfara de Carles,Tarragona,Alfara de Carles,40.87366,0.40017,327
Alforja,Tarragona,Alforja,41.211964,0.975829,376
Alió,Tarragona,Alió,41.29422,1.30585,257
Almoster,Tarragona,Almoster,41.19758,1.11167,278
Altafulla,Tarragona,Altafulla,41.140221,1.377818,23
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,40.774468,0.673399,5
Ampolla (L'),Tarragona,L' Ampolla,40.837611,0.711528,69
Amposta,Tarragona,Amposta,40.709376,0.576342,14
Arboç (L'),Tarragona,L' Arboç,41.266215,1.598773,149
Arbolí,Tarragona,Arbolí,41.236903,0.95696,858
Argentera (L'),Tarragona,L' Argentera,41.13333,0.91667,487
Arnes,Tarragona,Arnes,40.91046,0.26105,508
Ascó,Tarragona,Ascó,41.201087,0.569355,52
Banyeres del Penedès,Tarragona,Banyeres del Penedès,41.28333,1.58333,165
Barberà de la Conca,Tarragona,Barberà de la Conca,41.4,1.23333,440
Batea,Tarragona,Batea,41.093824,0.312068,367
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,41.16365,0.76442,261
Bellvei,Tarragona,Bellvei,41.240003,1.57672,105
Benifallet,Tarragona,Benifallet,40.97422,0.51767,25
Benissanet,Tarragona,Benissanet,41.057798,0.634308,31
Bisbal de Falset (La),Tarragona,La Bisbal de Falset,41.26667,0.71667,373
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès,41.27996,1.488271,190
Blancafort,Tarragona,Blancafort,41.4374,1.15983,422
Bonastre,Tarragona,Bonastre,41.22031,1.43936,162
Borges del Camp (Les),Tarragona,Les Borges del Camp,41.172515,1.019879,248
Bot,Tarragona,Bot,41.00916,0.38392,294
Botarell,Tarragona,Botarell,41.135108,0.98967,182
Bràfim,Tarragona,Bràfim,41.26667,1.33333,255
Cabacés,Tarragona,Cabacés,41.24856,0.73514,356
Cabra del Camp,Tarragona,Cabra del Camp,41.390008,1.330597,483
Calafell,Tarragona,Calafell,41.198646,1.566326,32
Camarles,Tarragona,Camarles,40.767289,0.655257,16
Cambrils,Tarragona,Cambrils,41.074454,1.051729,28
Canonja (La),Tarragona,La Canonja,41.12041,1.184066,37
Capafonts,Tarragona,Capafonts,41.3,1.03333,754
Capçanes,Tarragona,Capçanes,41.1,0.78333,211
Caseres,Tarragona,Caseres,41.042792,0.281738,473
Castellvell del Camp,Tarragona,Castellvell del Camp,41.17549,1.10155,194
Catllar (El),Tarragona,El Catllar,41.175114,1.325218,57
Colldejou,Tarragona,Colldejou,41.0997,0.88717,420
Conesa,Tarragona,Conesa,41.51667,1.3,720
Constantí,Tarragona,Constantí,41.151975,1.217313,72
Corbera d'Ebre,Tarragona,Corbera d'Ebre,41.076299,0.475245,291
Cornudella de Montsant,Tarragona,Cornudella de Montsant,41.262604,0.905964,530
Creixell,Tarragona,Creixell,41.16618,1.44032,31
Cunit,Tarragona,Cunit,41.207675,1.628954,63
Deltebre,Tarragona,Deltebre,40.715528,0.736699,4
Duesaigües,Tarragona,Duesaigües,41.15,0.93333,336
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí,41.396057,1.101078,428
Falset,Tarragona,Falset,41.144655,0.819201,360
Fatarella (La),Tarragona,La Fatarella,41.162257,0.472661,506
Febró (La),Tarragona,La Febró,41.26667,1.0,956
Figuera (La),Tarragona,La Figuera,41.198636,0.708347,412
Figuerola del Camp,Tarragona,Figuerola del Camp,41.36229,1.25968,455
Flix,Tarragona,Flix,41.22734,0.545154,91
Forès,Tarragona,Forès,41.48333,1.23333,604
Freginals,Tarragona,Freginals,40.67133,0.51966,130
Galera (La),Tarragona,La Galera,40.68149,0.46342,116
Gandesa,Tarragona,Gandesa,41.053118,0.439065,376
Garcia,Tarragona,Garcia,41.13333,0.65,27
Garidells (Els),Tarragona,Els Garidells,41.2,1.25,111
Ginestar,Tarragona,Ginestar,41.041093,0.632806,30
Godall,Tarragona,Godall,40.65516,0.46858,175
Gratallops,Tarragona,Gratallops,41.1932,0.77702,317
Guiamets (Els),Tarragona,Els Guiamets,41.1,0.75,213
Horta de Sant Joan,Tarragona,Horta de Sant Joan,40.954704,0.315937,538
Lloar (El),Tarragona,El Lloar,41.194081,0.746224,263
Llorac,Tarragona,Llorac,41.55586,1.33005,699
Llorenç del Penedès,Tarragona,Llorenç del Penedès,41.282014,1.551964,155
Marçà,Tarragona,Marçà,41.1241,0.80607,270
Margalef,Tarragona,Margalef,41.28496,0.75331,370
Mas de Barberans,Tarragona,Mas de Barberans,40.73333,0.36667,360
Masdenverge,Tarragona,Masdenverge,40.716507,0.529586,50
Masllorenç,Tarragona,Masllorenç,41.26667,1.41667,339
Masó (La),Tarragona,La Masó,41.23333,1.21667,113
Maspujols,Tarragona,Maspujols,41.18225,1.04534,220
Masroig (El),Tarragona,El Masroig,41.13333,0.73333,122
Milà (El),Tarragona,El Milà,41.25,1.2,171
Miravet,Tarragona,Miravet,41.0393,0.59665,35
Molar (El),Tarragona,El Molar,41.16321,0.70604,223
Montblanc,Tarragona,Montblanc,41.374752,1.161555,353
Montbrió del Camp,Tarragona,Montbrió del Camp,41.12119,1.005855,137
Montferri,Tarragona,Montferri,41.283331,1.383323,295
Montmell (El),Tarragona,El Montmell,41.326357,1.478225,560
Mont-ral,Tarragona,Mont-ral,41.28333,1.1,747
Mont-roig del Camp,Tarragona,Mont-roig del Camp,41.085955,0.962677,93
Móra d'Ebre,Tarragona,Móra d'Ebre,41.09087,0.640023,45
Móra la Nova,Tarragona,Móra la Nova,41.132197,1.34876,39
Morell (El),Tarragona,El Morell,41.195112,1.225139,77
Morera de Montsant (La),Tarragona,La Morera de Montsant,41.26529,0.84157,746
Nou de Gaià (La),Tarragona,La Nou de Gaià,41.18333,1.38333,80
Nulles,Tarragona,Nulles,41.24893,1.29472,239
Pallaresos (Els),Tarragona,Els Pallaresos,41.16667,1.26667,137
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,41.27169,0.66877,347
Passanant i Belltall,Tarragona,Passanant i Belltall,41.521482,1.195924,664
Paüls,Tarragona,Paüls,40.91667,0.4,269
Perafort,Tarragona,Perafort,41.188207,1.25664,107
Perelló (El),Tarragona,El Perelló,40.87417,0.711902,158
Piles (Les),Tarragona,Les Piles,41.5,1.35,658
Pinell de Brai (El),Tarragona,El Pinell de Brai,41.015438,0.51384,186
Pira,Tarragona,Pira,41.4231,1.20176,402
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,41.346795,1.311297,336
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,41.181467,1.224352,70
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,41.18333,0.35,329
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,41.18333,1.41667,81
Poboleda,Tarragona,Poboleda,41.23483,0.84534,355
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,41.414538,1.339505,590
Pontils,Tarragona,Pontils,41.438366,1.404332,596
Porrera,Tarragona,Porrera,41.18883,0.85608,315
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,41.15659,0.87616,470
Prades,Tarragona,Prades,41.309493,0.992716,959
Prat de Comte,Tarragona,Prat de Comte,40.98333,0.4,341
Pratdip,Tarragona,Pratdip,41.029294,0.898724,125
Puigpelat,Tarragona,Puigpelat,41.281101,1.285044,231
Querol,Tarragona,Querol,41.42293,1.39684,531
Rasquera,Tarragona,Rasquera,41.00266,0.59967,175
Renau,Tarragona,Renau,41.22448,1.31083,168
Reus,Tarragona,Reus,41.151754,1.106127,122
Riba (La),Tarragona,La Riba,41.317816,1.176548,299
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre,41.25198,0.488959,87
Riera de Gaià (La),Tarragona,La Riera de Gaià,41.16667,1.36667,38
Riudecanyes,Tarragona,Riudecanyes,41.131555,0.95009,261
Riudecols,Tarragona,Riudecols,41.168535,0.976655,294
Riudoms,Tarragona,Riudoms,41.137664,1.052205,121
Rocafort de Queralt,Tarragona,Rocafort de Queralt,41.46667,1.28333,597
Roda de Berà,Tarragona,Roda de Berà,41.18728,1.458445,59
Rodonyà,Tarragona,Rodonyà,41.281907,1.39831,317
Roquetes,Tarragona,Roquetes,40.821763,0.500761,16
Rourell (El),Tarragona,El Rourell,41.21667,1.21667,104
Salomó,Tarragona,Salomó,41.22955,1.37445,164
Salou,Tarragona,Salou,41.084789,1.140474,7
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,40.618324,0.590218,22
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,41.293067,1.519856,217
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,40.70563,0.72561,2
Santa Bàrbara,Tarragona,Santa Bàrbara,40.72553,0.48769,75
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,41.533239,1.384694,685
Santa Oliva,Tarragona,Santa Oliva,41.253565,1.554641,99
Sarral,Tarragona,Sarral,41.445038,1.248428,471
Savallà del Comtat,Tarragona,Savallà del Comtat,41.53333,1.3,785
Secuita (La),Tarragona,La Secuita,41.2046,1.27996,173
Selva del Camp (La),Tarragona,La Selva del Camp,41.216227,1.148501,211
Senan,Tarragona,Senan,41.46994,1.08541,619
Sénia (La),Tarragona,La Sénia,40.650125,0.316848,329
Solivella,Tarragona,Solivella,41.45505,1.17824,492
Tarragona,Tarragona,Tarragona,41.101515,1.200803,3
Tivenys,Tarragona,Tivenys,40.90787,0.51236,17
Tivissa,Tarragona,Tivissa,41.042465,0.732312,318
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,41.11667,0.86667,478
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,41.18333,0.63333,245
Torredembarra,Tarragona,Torredembarra,41.142372,1.397307,10
Torroja del Priorat,Tarragona,Torroja del Priorat,41.21667,0.81667,339
Tortosa,Tarragona,Tortosa,40.811095,0.522248,23
Ulldecona,Tarragona,Ulldecona,40.597946,0.44463,142
Ulldemolins,Tarragona,Ulldemolins,41.320104,0.878886,634
Vallclara,Tarragona,Vallclara,41.37958,0.98342,641
Vallfogona de Riucorb,Tarragona,Vallfogona de Riucorb,41.5628,1.23691,569
Vallmoll,Tarragona,Vallmoll,41.243778,1.248641,169
Valls,Tarragona,Valls,41.28999,1.250949,228
Vandellòs i l'Hospitalet de l'Infant,Tarragona,Vandellòs i l'Hospitalet de l'Infant,40.99318,0.92105,17
Vendrell (El),Tarragona,El Vendrell,41.225825,1.543556,52
Vespella de Gaià,Tarragona,Vespella de Gaià,41.209387,1.368754,149
Vilabella,Tarragona,Vilabella,41.247985,1.331121,255
Vilalba dels Arcs,Tarragona,Vilalba dels Arcs,41.11667,0.41667,466
Vilallonga del Camp,Tarragona,Vilallonga del Camp,41.208193,1.205376,118
Vilanova de Prades,Tarragona,Vilanova de Prades,41.3485,0.95667,912
Vilanova d'Escornalbou,Tarragona,Vilanova d'Escornalbou,41.11667,0.93333,297
Vilaplana,Tarragona,Vilaplana,41.228,1.03325,360
Vila-rodona,Tarragona,Vila-rodona,41.311425,1.358527,282
Vila-seca,Tarragona,Vila-seca,41.112013,1.148501,42
Vilaverd,Tarragona,Vilaverd,41.33333,1.18333,248
Vilella Alta (La),Tarragona,La Vilella Alta,41.21667,0.78333,351
Vilella Baixa (La),Tarragona,La Vilella Baixa,41.21667,0.76667,267
Vimbodí i Poblet,Tarragona,Vimbodí i Poblet,41.401423,1.054627,472
Vinebre,Tarragona,Vinebre,41.18464,0.58945,46
Vinyols i els Arcs,Tarragona,Vinyols i els Arcs,41.114021,1.03855,99
Xerta,Tarragona,Xerta,40.906852,0.490609,18
Ababuj,Teruel,Ababuj,40.54908,-0.80758,1371
Abejuela,Teruel,Abejuela,39.91039,-0.89444,1151
Aguatón,Teruel,Aguatón,40.67158,-1.23475,1230
Aguaviva,Teruel,Aguaviva,40.822506,-0.198964,549
Aguilar del Alfambra,Teruel,Aguilar del Alfambra,40.59027,-0.79589,1304
Alacón,Teruel,Alacón,41.023494,-0.697782,689
Alba,Teruel,Alba,40.618477,-1.346557,982
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,41.121018,-0.51191,353
Albarracín,Teruel,Albarracín,40.408367,-1.439763,1186
Albentosa,Teruel,Albentosa,40.10342,-0.76928,953
Alcaine,Teruel,Alcaine,40.95342,-0.70583,660
Alcalá de la Selva,Teruel,Alcalá de la Selva,40.36943,-0.691292,1428
Alcañiz,Teruel,Alcañiz,41.052277,-0.13233,315
Alcorisa,Teruel,Alcorisa,40.892673,-0.381385,626
Alfambra,Teruel,Alfambra,40.547066,-1.033209,1036
Aliaga,Teruel,Aliaga,40.67411,-0.70333,1113
Allepuz,Teruel,Allepuz,40.49295,-0.72478,1457
Alloza,Teruel,Alloza,40.969425,-0.528797,647
Allueva,Teruel,Allueva,40.98533,-1.04258,1193
Almohaja,Teruel,Almohaja,40.60489,-1.438,1192
Alobras,Teruel,Alobras,40.18169,-1.38731,1115
Alpeñés,Teruel,Alpeñés,40.79958,-1.06625,1227
Anadón,Teruel,Anadón,40.98225,-0.98367,1112
Andorra,Teruel,Andorra,40.979071,-0.448771,707
Arcos de las Salinas,Teruel,Arcos de las Salinas,39.98333,-1.03333,1388
Arens de Lledó,Teruel,Arens de Lledó,40.99244,0.27092,362
Argente,Teruel,Argente,40.688245,-1.161872,1236
Ariño,Teruel,Ariño,41.03019,-0.59206,529
Azaila,Teruel,Azaila,41.2912,-0.49414,274
Bádenas,Teruel,Bádenas,41.09216,-1.12241,1000
Báguena,Teruel,Báguena,41.040933,-1.358373,798
Bañón,Teruel,Bañón,40.83825,-1.19091,1126
Barrachina,Teruel,Barrachina,40.89688,-1.13858,1047
Bea,Teruel,Bea,41.03633,-1.14725,1127
Beceite,Teruel,Beceite,40.83162,0.18303,572
Bello,Teruel,Bello,40.92247,-1.499123,1007
Belmonte de San José,Teruel,Belmonte de San José,40.87491,-0.06339,655
Berge,Teruel,Berge,40.85791,-0.42709,726
Bezas,Teruel,Bezas,40.33076,-1.32511,1174
Blancas,Teruel,Blancas,40.827601,-1.481416,1063
Blesa,Teruel,Blesa,41.0515,-0.885,770
Bordón,Teruel,Bordón,40.6865,-0.32216,838
Bronchales,Teruel,Bronchales,40.508005,-1.588983,1582
Bueña,Teruel,Bueña,40.70881,-1.26742,1242
Burbáguena,Teruel,Burbáguena,41.01783,-1.33825,823
Cabra de Mora,Teruel,Cabra de Mora,40.31696,-0.80678,1097
Calaceite,Teruel,Calaceite,41.016096,0.188263,494
Calamocha,Teruel,Calamocha,40.918848,-1.297614,891
Calanda,Teruel,Calanda,40.942323,-0.233183,467
Calomarde,Teruel,Calomarde,40.37264,-1.57434,1311
Camañas,Teruel,Camañas,40.64308,-1.13752,1244
Camarena de la Sierra,Teruel,Camarena de la Sierra,40.15,-1.03333,1311
Camarillas,Teruel,Camarillas,40.61242,-0.75416,1329
Caminreal,Teruel,Caminreal,40.83852,-1.320464,930
Cantavieja,Teruel,Cantavieja,40.524358,-0.405618,1312
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,40.57934,-0.53682,1422
Cañada de Verich (La),Teruel,La Cañada de Verich,40.856445,-0.100266,750
Cañada Vellida,Teruel,Cañada Vellida,40.70811,-0.91489,1302
Cañizar del Olivar,Teruel,Cañizar del Olivar,40.81622,-0.64567,950
Cascante del Río,Teruel,Cascante del Río,40.19652,-1.11414,992
Castejón de Tornos,Teruel,Castejón de Tornos,40.99726,-1.42805,1083
Castel de Cabra,Teruel,Castel de Cabra,40.80255,-0.696,1089
Castellar (El),Teruel,El Castellar,40.36531,-0.81734,1244
Castellote,Teruel,Castellote,40.8,-0.31975,818
Castelnou,Teruel,Castelnou,41.22892,-0.36434,206
Castelserás,Teruel,Castelserás,40.980492,-0.146081,381
Cedrillas,Teruel,Cedrillas,40.43708,-0.8515,1351
Celadas,Teruel,Celadas,40.475346,-1.152271,1129
Cella,Teruel,Cella,40.452055,-1.284032,1036
Cerollera (La),Teruel,La Cerollera,40.824479,-0.081593,731
Codoñera (La),Teruel,La Codoñera,40.93367,-0.08578,495
Corbalán,Teruel,Corbalán,40.40308,-0.98525,1269
Cortes de Aragón,Teruel,Cortes de Aragón,40.97366,-0.83575,926
Cosa,Teruel,Cosa,40.83392,-1.1365,1193
Cretas,Teruel,Cretas,40.92807,0.21166,574
Crivillén,Teruel,Crivillén,40.88325,-0.57666,766
Cuba (La),Teruel,La Cuba,40.59166,-0.29707,871
Cubla,Teruel,Cubla,40.20978,-1.07917,1086
Cucalón,Teruel,Cucalón,41.08608,-1.21475,1035
Cuervo (El),Teruel,El Cuervo,40.153862,-1.347721,1082
Cuevas de Almudén,Teruel,Cuevas de Almudén,40.71342,-0.82958,1276
Cuevas Labradas,Teruel,Cuevas Labradas,40.4535,-1.05008,974
Ejulve,Teruel,Ejulve,40.77633,-0.55344,1111
Escorihuela,Teruel,Escorihuela,40.544,-0.97078,1139
Escucha,Teruel,Escucha,40.794662,-0.81353,1062
Estercuel,Teruel,Estercuel,40.855,-0.63208,836
Ferreruela de Huerva,Teruel,Ferreruela de Huerva,41.06325,-1.2335,1019
Fonfría,Teruel,Fonfría,40.99566,-1.08475,1255
Formiche Alto,Teruel,Formiche Alto,40.32367,-0.89241,1098
Fórnoles,Teruel,Fórnoles,40.89359,-0.00383,712
Fortanete,Teruel,Fortanete,40.50533,-0.52283,1362
Foz-Calanda,Teruel,Foz-Calanda,40.92208,-0.26484,500
Fresneda (La),Teruel,La Fresneda,40.92817,0.07417,561
Frías de Albarracín,Teruel,Frías de Albarracín,40.33754,-1.6147,1463
Fuenferrada,Teruel,Fuenferrada,40.86923,-1.0118,1119
Fuentes Calientes,Teruel,Fuentes Calientes,40.7,-0.96667,1246
Fuentes Claras,Teruel,Fuentes Claras,40.86337,-1.320708,913
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,40.16667,-0.61667,947
Fuentespalda,Teruel,Fuentespalda,40.80666,0.06517,715
Galve,Teruel,Galve,40.65591,-0.88217,1195
Gargallo,Teruel,Gargallo,40.83583,-0.58442,944
Gea de Albarracín,Teruel,Gea de Albarracín,40.411126,-1.347345,1046
Ginebrosa (La),Teruel,La Ginebrosa,40.86992,-0.13525,708
Griegos,Teruel,Griegos,40.42722,-1.71201,1610
Guadalaviar,Teruel,Guadalaviar,40.38824,-1.71803,1529
Gúdar,Teruel,Gúdar,40.44107,-0.72048,1599
Híjar,Teruel,Híjar,41.173267,-0.450245,282
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,40.6905,-0.78542,1216
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja,40.925528,-0.840638,916
Huesa del Común,Teruel,Huesa del Común,41.01053,-0.91882,849
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid,40.482116,-0.319202,1238
Jabaloyas,Teruel,Jabaloyas,40.2401,-1.40886,1406
Jarque de la Val,Teruel,Jarque de la Val,40.70283,-0.80083,1267
Jatiel,Teruel,Jatiel,41.22008,-0.38183,225
Jorcas,Teruel,Jorcas,40.54276,-0.75308,1339
Josa,Teruel,Josa,40.9555,-0.76683,764
Lagueruela,Teruel,Lagueruela,41.0425,-1.19283,1069
Lanzuela,Teruel,Lanzuela,41.0985,-1.20616,1013
Libros,Teruel,Libros,40.16312,-1.2336,776
Lidón,Teruel,Lidón,40.71725,-1.1125,1216
Linares de Mora,Teruel,Linares de Mora,40.32159,-0.57468,1302
Lledó,Teruel,Lledó,40.946449,0.256304,491
Loscos,Teruel,Loscos,41.08108,-1.04433,982
Maicas,Teruel,Maicas,40.96708,-0.89041,964
Manzanera,Teruel,Manzanera,40.05,-0.83333,1031
Martín del Río,Teruel,Martín del Río,40.84459,-0.89549,917
Mas de las Matas,Teruel,Mas de las Matas,40.835063,-0.243754,508
Mata de los Olmos (La),Teruel,La Mata de los Olmos,40.86592,-0.52116,910
Mazaleón,Teruel,Mazaleón,41.05056,0.1029,361
Mezquita de Jarque,Teruel,Mezquita de Jarque,40.721,-0.867,1262
Mirambel,Teruel,Mirambel,40.58733,-0.34266,915
Miravete de la Sierra,Teruel,Miravete de la Sierra,40.56705,-0.70855,1328
Molinos,Teruel,Molinos,40.809772,-0.473838,1019
Monforte de Moyuela,Teruel,Monforte de Moyuela,41.05512,-1.01411,999
Monreal del Campo,Teruel,Monreal del Campo,40.786628,-1.356604,951
Monroyo,Teruel,Monroyo,40.78775,-0.0355,887
Montalbán,Teruel,Montalbán,40.832512,-0.800781,841
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,40.45656,-0.81781,1455
Monterde de Albarracín,Teruel,Monterde de Albarracín,40.49708,-1.49216,1281
Mora de Rubielos,Teruel,Mora de Rubielos,40.250698,-0.754244,1038
Moscardón,Teruel,Moscardón,40.33295,-1.53683,1399
Mosqueruela,Teruel,Mosqueruela,40.361854,-0.448223,1480
Muniesa,Teruel,Muniesa,41.030997,-0.810257,795
Noguera de Albarracín,Teruel,Noguera de Albarracín,40.45851,-1.62562,1437
Nogueras,Teruel,Nogueras,41.13475,-1.06708,862
Nogueruelas,Teruel,Nogueruelas,40.23622,-0.63606,1135
Obón,Teruel,Obón,40.9045,-0.723,691
Odón,Teruel,Odón,40.88417,-1.56792,1092
Ojos Negros,Teruel,Ojos Negros,40.7375,-1.49875,1145
Olba,Teruel,Olba,40.13333,-0.61667,659
Oliete,Teruel,Oliete,40.99791,-0.67429,563
Olmos (Los),Teruel,Los Olmos,40.8775,-0.48741,861
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,40.549611,-1.651701,1426
Orrios,Teruel,Orrios,40.58945,-0.98614,1057
Palomar de Arroyos,Teruel,Palomar de Arroyos,40.77911,-0.75056,1182
Pancrudo,Teruel,Pancrudo,40.76223,-1.02967,1243
Parras de Castellote (Las),Teruel,Las Parras de Castellote,40.77544,-0.24426,699
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,40.75616,0.03983,776
Peracense,Teruel,Peracense,40.641,-1.47075,1225
Peralejos,Teruel,Peralejos,40.48433,-1.03408,1014
Perales del Alfambra,Teruel,Perales del Alfambra,40.633985,-1.000572,1169
Pitarque,Teruel,Pitarque,40.6485,-0.59324,1008
Plou,Teruel,Plou,40.99274,-0.85441,916
Pobo (El),Teruel,El Pobo,40.508,-0.861,1397
Portellada (La),Teruel,La Portellada,40.882,0.05476,577
Pozondón,Teruel,Pozondón,40.56112,-1.47033,1411
Pozuel del Campo,Teruel,Pozuel del Campo,40.77125,-1.50575,1125
Puebla de Híjar (La),Teruel,La Puebla de Híjar,41.22216,-0.44091,249
Puebla de Valverde (La),Teruel,La Puebla de Valverde,40.22409,-0.92783,1108
Puertomingalvo,Teruel,Puertomingalvo,40.2643,-0.45756,1412
Ráfales,Teruel,Ráfales,40.8377,0.01923,623
Rillo,Teruel,Rillo,40.72233,-0.99622,1263
Riodeva,Teruel,Riodeva,40.11667,-1.15,952
Ródenas,Teruel,Ródenas,40.64076,-1.51617,1369
Royuela,Teruel,Royuela,40.24645,-0.85871,990
Rubiales,Teruel,Rubiales,40.27624,-1.27166,1162
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,40.77058,-1.21291,1244
Rubielos de Mora,Teruel,Rubielos de Mora,40.190643,-0.653767,941
Salcedillo,Teruel,Salcedillo,40.962,-1.00433,1183
Saldón,Teruel,Saldón,40.32513,-1.42782,1400
