municipio,provincia,municipio_nombre_humano,lat,lon,elevation
Mecerreyes,Burgos,Mecerreyes,42.09536,-3.57393,987
Medina de Pomar,Burgos,Medina de Pomar,42.930478,-3.48517,585
Melgar de Fernamental,Burgos,Melgar de Fernamental,42.40407,-4.243837,803
Merindad de Cuesta-Urria,Burgos,Merindad de Cuesta-Urria,42.845481,-3.426259,548
Merindad de Montija,Burgos,Merindad de Montija,43.06106,-3.48217,695
Merindad de Río Ubierna,Burgos,Merindad de Río Ubierna,42.59358,-3.681353,1046
Merindad de Sotoscueva,Burgos,Merindad de Sotoscueva,43.02907,-3.64511,747
Merindad de Valdeporres,Burgos,Merindad de Valdeporres,43.077473,-3.789763,1319
Merindad de Valdivielso,Burgos,Merindad de Valdivielso,42.82363,-3.54439,579
Milagros,Burgos,Milagros,41.575,-3.69907,847
Miranda de Ebro,Burgos,Miranda de Ebro,42.686895,-2.9424,466
Miraveche,Burgos,Miraveche,42.67396,-3.19947,806
Modúbar de la Emparedada,Burgos,Modúbar de la Emparedada,42.26118,-3.65965,879
Monasterio de la Sierra,Burgos,Monasterio de la Sierra,42.0518,-3.19314,1173
Monasterio de Rodilla,Burgos,Monasterio de Rodilla,42.45776,-3.46966,876
Moncalvillo,Burgos,Moncalvillo,41.95413,-3.19886,1063
Monterrubio de la Demanda,Burgos,Monterrubio de la Demanda,42.14894,-3.11335,1207
Montorio,Burgos,Montorio,42.58469,-3.77724,957
Moradillo de Roa,Burgos,Moradillo de Roa,41.55164,-3.79118,922
Nava de Roa,Burgos,Nava de Roa,41.61326,-3.96442,791
Navas de Bureba,Burgos,Navas de Bureba,42.6809,-3.32698,750
Nebreda,Burgos,Nebreda,41.96881,-3.6343,916
Neila,Burgos,Neila,42.06016,-2.99691,1187
Olmedillo de Roa,Burgos,Olmedillo de Roa,41.78362,-3.9342,847
Olmillos de Muñó,Burgos,Olmillos de Muñó,42.20322,-3.93911,811
Oña,Burgos,Oña,42.734,-3.41459,583
Oquillas,Burgos,Oquillas,41.83085,-3.70564,903
Orbaneja Riopico,Burgos,Orbaneja Riopico,42.36083,-3.58223,923
Padilla de Abajo,Burgos,Padilla de Abajo,42.40774,-4.17652,798
Padilla de Arriba,Burgos,Padilla de Arriba,42.43803,-4.19094,821
Padrones de Bureba,Burgos,Padrones de Bureba,42.70582,-3.53296,774
Palacios de la Sierra,Burgos,Palacios de la Sierra,41.96392,-3.12788,1065
Palacios de Riopisuerga,Burgos,Palacios de Riopisuerga,42.34395,-4.25686,777
Palazuelos de la Sierra,Burgos,Palazuelos de la Sierra,42.21162,-3.46014,1110
Palazuelos de Muñó,Burgos,Palazuelos de Muñó,42.19692,-3.98984,785
Pampliega,Burgos,Pampliega,42.20582,-3.98666,807
Pancorbo,Burgos,Pancorbo,42.629676,-3.111785,636
Pardilla,Burgos,Pardilla,41.55183,-3.71089,885
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,42.72464,-3.23942,722
Pedrosa de Duero,Burgos,Pedrosa de Duero,41.71289,-3.98804,838
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,42.416015,-3.841172,896
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,42.44208,-3.9719,946
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,42.24918,-4.19849,773
Peñaranda de Duero,Burgos,Peñaranda de Duero,41.68849,-3.47863,859
Peral de Arlanza,Burgos,Peral de Arlanza,42.064475,-4.067068,856
Piérnigas,Burgos,Piérnigas,42.5903,-3.41337,737
Pineda de la Sierra,Burgos,Pineda de la Sierra,42.2156,-3.2969,1207
Pineda Trasmonte,Burgos,Pineda Trasmonte,41.9092,-3.69566,954
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,41.91791,-3.30371,1086
Pinilla de los Moros,Burgos,Pinilla de los Moros,42.06815,-3.32706,968
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,41.87324,-3.61971,936
Poza de la Sal,Burgos,Poza de la Sal,42.66542,-3.5014,757
Prádanos de Bureba,Burgos,Prádanos de Bureba,42.50264,-3.34752,758
Pradoluengo,Burgos,Pradoluengo,42.323726,-3.200385,963
Presencio,Burgos,Presencio,42.18656,-3.90135,816
Puebla de Arganzón (La),Burgos,La Puebla de Arganzón,42.76622,-2.83059,479
Puentedura,Burgos,Puentedura,42.04134,-3.58227,862
Quemada,Burgos,Quemada,41.70073,-3.57476,838
Quintana del Pidio,Burgos,Quintana del Pidio,41.75886,-3.75121,847
Quintanabureba,Burgos,Quintanabureba,42.58665,-3.36684,692
Quintanaélez,Burgos,Quintanaélez,42.66921,-3.29877,714
Quintanaortuño,Burgos,Quintanaortuño,42.45,-3.68333,864
Quintanapalla,Burgos,Quintanapalla,42.40914,-3.53296,919
Quintanar de la Sierra,Burgos,Quintanar de la Sierra,41.986702,-3.031937,1130
Quintanavides,Burgos,Quintanavides,42.48084,-3.42449,813
Quintanilla de la Mata,Burgos,Quintanilla de la Mata,41.98855,-3.76756,879
Quintanilla del Agua y Tordueles,Burgos,Quintanilla del Agua y Tordueles,42.051315,-3.645675,905
Quintanilla del Coco,Burgos,Quintanilla del Coco,41.98333,-3.51667,951
Quintanilla San García,Burgos,Quintanilla San García,42.5485,-3.19321,730
Quintanilla Vivar,Burgos,Quintanilla Vivar,42.41585,-3.68849,849
Quintanillas (Las),Burgos,Las Quintanillas,42.3725,-3.843889,842
Rabanera del Pinar,Burgos,Rabanera del Pinar,41.89375,-3.19665,1096
Rábanos,Burgos,Rábanos,42.31971,-3.27029,1175
Rabé de las Calzadas,Burgos,Rabé de las Calzadas,42.34065,-3.83414,830
Rebolledo de la Torre,Burgos,Rebolledo de la Torre,42.68931,-4.22693,948
Redecilla del Camino,Burgos,Redecilla del Camino,42.43804,-3.06547,742
Redecilla del Campo,Burgos,Redecilla del Campo,42.46675,-3.11531,743
Regumiel de la Sierra,Burgos,Regumiel de la Sierra,41.955008,-2.989327,1127
Reinoso,Burgos,Reinoso,42.50915,-3.38466,889
Retuerta,Burgos,Retuerta,42.03316,-3.49918,904
Revilla del Campo,Burgos,Revilla del Campo,42.21081,-3.54289,939
Revilla Vallejera,Burgos,Revilla Vallejera,42.14674,-4.13379,790
Revilla y Ahedo (La),Burgos,La Revilla y Ahedo,41.99754,-3.35232,1028
Revillarruz,Burgos,Revillarruz,42.23006,-3.65246,884
Rezmondo,Burgos,Rezmondo,42.51565,-4.23877,827
Riocavado de la Sierra,Burgos,Riocavado de la Sierra,42.15209,-3.19759,1139
Roa,Burgos,Roa,41.696705,-3.929606,806
Rojas,Burgos,Rojas,42.57781,-3.44195,720
Royuela de Río Franco,Burgos,Royuela de Río Franco,42.00217,-3.95547,836
Rubena,Burgos,Rubena,42.38746,-3.57485,912
Rublacedo de Abajo,Burgos,Rublacedo de Abajo,42.55332,-3.50236,803
Rucandio,Burgos,Rucandio,42.7511,-3.54166,788
Salas de Bureba,Burgos,Salas de Bureba,42.6919,-3.47359,640
Salas de los Infantes,Burgos,Salas de los Infantes,42.018566,-3.280383,971
Saldaña de Burgos,Burgos,Saldaña de Burgos,42.25838,-3.69707,862
Salinillas de Bureba,Burgos,Salinillas de Bureba,42.55243,-3.38753,897
San Adrián de Juarros,Burgos,San Adrián de Juarros,42.27427,-3.47551,1041
San Juan del Monte,Burgos,San Juan del Monte,41.68313,-3.52337,850
San Mamés de Burgos,Burgos,San Mamés de Burgos,42.33685,-3.79397,842
San Martín de Rubiales,Burgos,San Martín de Rubiales,41.64191,-3.99134,793
San Millán de Lara,Burgos,San Millán de Lara,42.13621,-3.34515,1096
San Vicente del Valle,Burgos,San Vicente del Valle,42.33756,-3.1621,977
Santa Cecilia,Burgos,Santa Cecilia,42.05225,-3.80345,843
Santa Cruz de la Salceda,Burgos,Santa Cruz de la Salceda,41.59591,-3.59317,903
Santa Cruz del Valle Urbión,Burgos,Santa Cruz del Valle Urbión,42.30558,-3.2214,959
Santa Gadea del Cid,Burgos,Santa Gadea del Cid,42.71531,-3.05885,502
Santa Inés,Burgos,Santa Inés,42.04013,-3.70322,863
Santa María del Campo,Burgos,Santa María del Campo,42.132034,-3.972097,813
Santa María del Invierno,Burgos,Santa María del Invierno,42.44288,-3.43782,850
Santa María del Mercadillo,Burgos,Santa María del Mercadillo,41.869547,-3.558141,957
Santa María Rivarredonda,Burgos,Santa María Rivarredonda,42.64048,-3.18046,689
Santa Olalla de Bureba,Burgos,Santa Olalla de Bureba,42.47721,-3.44109,854
Santibáñez de Esgueva,Burgos,Santibáñez de Esgueva,41.83143,-3.75316,891
Santibáñez del Val,Burgos,Santibáñez del Val,41.97354,-3.48142,939
Santo Domingo de Silos,Burgos,Santo Domingo de Silos,41.964,-3.4174,1022
Sargentes de la Lora,Burgos,Sargentes de la Lora,42.76917,-3.87278,1016
Sarracín,Burgos,Sarracín,42.25813,-3.68608,860
Sasamón,Burgos,Sasamón,42.41687,-4.04288,820
Sequera de Haza (La),Burgos,La Sequera de Haza,41.56398,-3.81715,864
Solarana,Burgos,Solarana,41.97936,-3.66828,887
Sordillos,Burgos,Sordillos,42.46197,-4.10726,821
Sotillo de la Ribera,Burgos,Sotillo de la Ribera,41.77717,-3.82525,846
Sotragero,Burgos,Sotragero,42.40996,-3.71312,847
Sotresgudo,Burgos,Sotresgudo,42.57935,-4.17725,871
Susinos del Páramo,Burgos,Susinos del Páramo,42.47108,-3.92555,909
Tamarón,Burgos,Tamarón,42.27386,-3.99154,818
Tardajos,Burgos,Tardajos,42.34909,-3.817,824
Tejada,Burgos,Tejada,41.95249,-3.53514,1081
Terradillos de Esgueva,Burgos,Terradillos de Esgueva,41.81885,-3.84318,869
Tinieblas de la Sierra,Burgos,Tinieblas de la Sierra,42.185188,-3.363838,1202
Tobar,Burgos,Tobar,42.349774,-3.671651,873
Tordómar,Burgos,Tordómar,42.0463,-3.86514,821
Torrecilla del Monte,Burgos,Torrecilla del Monte,42.0949,-3.69356,944
Torregalindo,Burgos,Torregalindo,41.58299,-3.75222,834
Torrelara,Burgos,Torrelara,42.16673,-3.51689,1016
Torrepadre,Burgos,Torrepadre,42.04388,-3.93701,795
Torresandino,Burgos,Torresandino,41.8292,-3.90981,862
Tórtoles de Esgueva,Burgos,Tórtoles de Esgueva,41.81611,-4.024,849
Tosantos,Burgos,Tosantos,42.41368,-3.24286,821
Trespaderne,Burgos,Trespaderne,42.802778,-3.388634,555
Tubilla del Agua,Burgos,Tubilla del Agua,42.70932,-3.80116,779
Tubilla del Lago,Burgos,Tubilla del Lago,41.80154,-3.58626,892
Úrbel del Castillo,Burgos,Úrbel del Castillo,42.62,-3.843611,940
Vadocondes,Burgos,Vadocondes,41.63924,-3.57378,812
Valdeande,Burgos,Valdeande,41.83302,-3.52792,944
Valdezate,Burgos,Valdezate,41.60232,-3.93045,828
Valdorros,Burgos,Valdorros,42.170454,-3.723172,910
Vallarta de Bureba,Burgos,Vallarta de Bureba,42.58864,-3.20457,721
Valle de las Navas,Burgos,Valle de las Navas,42.468059,-3.578369,892
Valle de Losa,Burgos,Valle de Losa,42.993245,-3.247164,643
Valle de Manzanedo,Burgos,Valle de Manzanedo,42.89818,-3.71242,607
Valle de Mena,Burgos,Valle de Mena,43.08464,-3.30194,339
Valle de Oca,Burgos,Valle de Oca,42.445,-3.323543,843
Valle de Santibáñez,Burgos,Valle de Santibáñez,42.47735,-3.81911,955
Valle de Sedano,Burgos,Valle de Sedano,42.72837,-3.76035,729
Valle de Tobalina,Burgos,Valle de Tobalina,42.77494,-3.203113,513
Valle de Valdebezana,Burgos,Valle de Valdebezana,42.972281,-3.825262,831
Valle de Valdelaguna,Burgos,Valle de Valdelaguna,42.1004,-3.12917,1202
Valle de Valdelucio,Burgos,Valle de Valdelucio,42.721282,-4.063233,972
Valle de Zamanzas,Burgos,Valle de Zamanzas,42.8566,-3.74635,722
Vallejera,Burgos,Vallejera,42.18431,-4.1549,830
Valles de Palenzuela,Burgos,Valles de Palenzuela,42.12019,-4.0775,807
Valluércanes,Burgos,Valluércanes,42.5722,-3.12113,704
Valmala,Burgos,Valmala,42.3059,-3.25456,991
Vid de Bureba (La),Burgos,La Vid de Bureba,42.63068,-3.30074,698
Vid y Barrios (La),Burgos,La Vid y Barrios,41.629121,-3.488094,824
Vileña,Burgos,Vileña,42.62227,-3.32293,664
Villadiego,Burgos,Villadiego,42.51589,-4.00958,841
Villaescusa de Roa,Burgos,Villaescusa de Roa,41.72727,-4.0172,898
Villaescusa la Sombría,Burgos,Villaescusa la Sombría,42.41518,-3.4184,907
Villaespasa,Burgos,Villaespasa,42.09991,-3.40436,960
Villafranca Montes de Oca,Burgos,Villafranca Montes de Oca,42.38781,-3.30949,954
Villafruela,Burgos,Villafruela,41.91647,-3.9137,912
Villagalijo,Burgos,Villagalijo,42.34872,-3.19203,896
Villagonzalo Pedernales,Burgos,Villagonzalo Pedernales,42.301823,-3.735445,900
Villahoz,Burgos,Villahoz,42.07587,-3.9129,825
Villalba de Duero,Burgos,Villalba de Duero,41.68243,-3.74443,808
Villalbilla de Burgos,Burgos,Villalbilla de Burgos,42.34757,-3.78101,838
Villalbilla de Gumiel,Burgos,Villalbilla de Gumiel,41.80621,-3.62584,919
Villaldemiro,Burgos,Villaldemiro,42.24718,-3.98534,809
Villalmanzo,Burgos,Villalmanzo,42.0484,-3.74195,858
Villamayor de los Montes,Burgos,Villamayor de los Montes,42.10565,-3.76542,891
Villamayor de Treviño,Burgos,Villamayor de Treviño,42.46048,-4.11923,820
Villambistia,Burgos,Villambistia,42.40543,-3.26192,860
Villamedianilla,Burgos,Villamedianilla,42.1607,-4.14592,800
Villamiel de la Sierra,Burgos,Villamiel de la Sierra,42.19124,-3.41771,1149
Villangómez,Burgos,Villangómez,42.17961,-3.77419,850
Villanueva de Argaño,Burgos,Villanueva de Argaño,42.383311,-3.939876,847
Villanueva de Carazo,Burgos,Villanueva de Carazo,41.98275,-3.32428,1057
Villanueva de Gumiel,Burgos,Villanueva de Gumiel,41.73778,-3.62658,844
Villanueva de Teba,Burgos,Villanueva de Teba,42.6489,-3.16313,724
Villaquirán de la Puebla,Burgos,Villaquirán de la Puebla,42.28287,-4.10037,817
Villaquirán de los Infantes,Burgos,Villaquirán de los Infantes,42.22744,-4.00864,812
Villarcayo de Merindad de Castilla la Vieja,Burgos,Villarcayo de Merindad de Castilla la Vieja,42.938933,-3.569492,596
Villariezo,Burgos,Villariezo,42.26965,-3.73272,859
Villasandino,Burgos,Villasandino,42.37072,-4.10975,793
Villasur de Herreros,Burgos,Villasur de Herreros,42.30764,-3.3942,1034
Villatuelda,Burgos,Villatuelda,41.81499,-3.88054,858
Villaverde del Monte,Burgos,Villaverde del Monte,42.16075,-3.81421,850
Villaverde-Mogina,Burgos,Villaverde-Mogina,42.16041,-4.05024,775
Villayerno Morquillas,Burgos,Villayerno Morquillas,42.397322,-3.639835,933
Villazopeque,Burgos,Villazopeque,42.19845,-4.01688,784
Villegas,Burgos,Villegas,42.469444,-4.015278,829
Villoruebo,Burgos,Villoruebo,42.16874,-3.44159,1114
Viloria de Rioja,Burgos,Viloria de Rioja,42.42608,-3.10056,800
Vilviestre del Pinar,Burgos,Vilviestre del Pinar,41.95033,-3.07803,1132
Vizcaínos,Burgos,Vizcaínos,42.10359,-3.26698,1026
Zael,Burgos,Zael,42.10587,-3.82623,845
Zarzosa de Río Pisuerga,Burgos,Zarzosa de Río Pisuerga,42.54613,-4.25638,865
Zazuar,Burgos,Zazuar,41.69528,-3.55451,832
Zuñeda,Burgos,Zuñeda,42.60501,-3.22632,718
Abadía,Cáceres,Abadía,40.25922,-5.97828,453
Abertura,Cáceres,Abertura,39.24352,-5.81394,397
Acebo,Cáceres,Acebo,40.2017,-6.7172,509
Acehúche,Cáceres,Acehúche,39.802203,-6.633267,338
Aceituna,Cáceres,Aceituna,40.15008,-6.33292,480
Ahigal,Cáceres,Ahigal,40.189347,-6.188442,388
Alagón del Río,Cáceres,Alagón del Río,39.97328,-6.316475,259
Albalá,Cáceres,Albalá,39.255859,-6.185592,501
Alcántara,Cáceres,Alcántara,39.716337,-6.883391,260
Alcollarín,Cáceres,Alcollarín,39.2447,-5.73924,314
Alcuéscar,Cáceres,Alcuéscar,39.180525,-6.231699,463
Aldea del Cano,Cáceres,Aldea del Cano,39.288675,-6.319567,399
Aldea del Obispo (La),Cáceres,La Aldea del Obispo,39.570115,-5.921337,447
Aldeacentenera,Cáceres,Aldeacentenera,39.527927,-5.630118,563
Aldeanueva de la Vera,Cáceres,Aldeanueva de la Vera,40.126014,-5.701695,643
Aldeanueva del Camino,Cáceres,Aldeanueva del Camino,40.258999,-5.92897,530
Aldehuela de Jerte,Cáceres,Aldehuela de Jerte,40.01008,-6.239764,261
Alía,Cáceres,Alía,39.448501,-5.217851,579
Aliseda,Cáceres,Aliseda,39.422152,-6.69244,334
Almaraz,Cáceres,Almaraz,39.814166,-5.676165,275
Almoharín,Cáceres,Almoharín,39.175217,-6.041539,294
Arroyo de la Luz,Cáceres,Arroyo de la Luz,39.483506,-6.582844,347
Arroyomolinos,Cáceres,Arroyomolinos,39.185568,-6.162929,402
Arroyomolinos de la Vera,Cáceres,Arroyomolinos de la Vera,40.05277,-5.85111,601
Baños de Montemayor,Cáceres,Baños de Montemayor,40.318803,-5.857728,710
Barrado,Cáceres,Barrado,40.08477,-5.88068,812
Belvís de Monroy,Cáceres,Belvís de Monroy,39.81859,-5.60327,383
Benquerencia,Cáceres,Benquerencia,39.30994,-6.08465,446
Berrocalejo,Cáceres,Berrocalejo,39.81948,-5.34951,379
Berzocana,Cáceres,Berzocana,39.43673,-5.46121,714
Bohonal de Ibor,Cáceres,Bohonal de Ibor,39.78392,-5.480828,340
Botija,Cáceres,Botija,39.345819,-6.074522,422
Brozas,Cáceres,Brozas,39.611341,-6.778873,412
Cabañas del Castillo,Cáceres,Cabañas del Castillo,39.54804,-5.51203,793
Cabezabellosa,Cáceres,Cabezabellosa,40.13763,-6.00086,849
Cabezuela del Valle,Cáceres,Cabezuela del Valle,40.193106,-5.806342,505
Cabrero,Cáceres,Cabrero,40.11324,-5.89293,736
Cáceres,Cáceres,Cáceres,39.464967,-6.377459,462
Cachorrilla,Cáceres,Cachorrilla,39.91557,-6.66909,317
Cadalso,Cáceres,Cadalso,40.23743,-6.54083,434
Calzadilla,Cáceres,Calzadilla,40.06014,-6.53328,358
Caminomorisco,Cáceres,Caminomorisco,40.32719,-6.28923,479
Campillo de Deleitosa,Cáceres,Campillo de Deleitosa,39.70297,-5.57436,500
Campo Lugar,Cáceres,Campo Lugar,39.16761,-5.75336,318
Cañamero,Cáceres,Cañamero,39.380414,-5.38797,610
Cañaveral,Cáceres,Cañaveral,39.793415,-6.389006,364
Carbajo,Cáceres,Carbajo,39.60333,-7.19565,333
Carcaboso,Cáceres,Carcaboso,40.049735,-6.214542,275
Carrascalejo,Cáceres,Carrascalejo,39.647639,-5.216582,591
Casar de Cáceres,Cáceres,Casar de Cáceres,39.561001,-6.417497,369
Casar de Palomero,Cáceres,Casar de Palomero,40.29483,-6.25698,526
Casares de las Hurdes,Cáceres,Casares de las Hurdes,40.43333,-6.28333,583
Casas de Don Antonio,Cáceres,Casas de Don Antonio,39.23578,-6.29143,406
Casas de Don Gómez,Cáceres,Casas de Don Gómez,40.00932,-6.60073,324
Casas de Millán,Cáceres,Casas de Millán,39.817491,-6.329281,474
Casas de Miravete,Cáceres,Casas de Miravete,39.72688,-5.74363,453
Casas del Castañar,Cáceres,Casas del Castañar,40.10785,-5.90509,684
Casas del Monte,Cáceres,Casas del Monte,40.203457,-5.960658,588
Casatejada,Cáceres,Casatejada,39.887505,-5.681793,271
Casillas de Coria,Cáceres,Casillas de Coria,39.96543,-6.63711,245
Castañar de Ibor,Cáceres,Castañar de Ibor,39.628869,-5.417838,654
Ceclavín,Cáceres,Ceclavín,39.821806,-6.772569,332
Cedillo,Cáceres,Cedillo,39.65099,-7.49817,268
Cerezo,Cáceres,Cerezo,40.23678,-6.22764,399
Cilleros,Cáceres,Cilleros,40.113164,-6.792239,452
Collado de la Vera,Cáceres,Collado de la Vera,40.05729,-5.72052,447
Conquista de la Sierra,Cáceres,Conquista de la Sierra,39.3507,-5.73464,442
Coria,Cáceres,Coria,39.98587,-6.533753,268
Cuacos de Yuste,Cáceres,Cuacos de Yuste,40.102726,-5.723831,521
Cumbre (La),Cáceres,La Cumbre,39.4046,-5.97635,481
Deleitosa,Cáceres,Deleitosa,39.643715,-5.646155,559
Descargamaría,Cáceres,Descargamaría,40.30446,-6.48666,518
Eljas,Cáceres,Eljas,40.217155,-6.846111,592
Escurial,Cáceres,Escurial,39.168245,-5.885497,316
Fresnedoso de Ibor,Cáceres,Fresnedoso de Ibor,39.68418,-5.50899,517
Galisteo,Cáceres,Galisteo,39.981585,-6.277335,258
Garciaz,Cáceres,Garciaz,39.41287,-5.62822,660
Garganta la Olla,Cáceres,Garganta la Olla,40.11049,-5.77665,586
Garganta (La),Cáceres,La Garganta,40.32888,-5.82321,1128
Gargantilla,Cáceres,Gargantilla,40.234975,-5.903079,952
Gargüera,Cáceres,Gargüera,40.0613,-5.92782,526
Garrovillas de Alconétar,Cáceres,Garrovillas de Alconétar,39.711388,-6.548226,323
Garvín,Cáceres,Garvín,39.71984,-5.34678,503
Gata,Cáceres,Gata,40.237908,-6.596263,651
Gordo (El),Cáceres,El Gordo,39.8656,-5.34343,326
Granja (La),Cáceres,La Granja,40.15566,-6.88673,414
Guadalupe,Cáceres,Guadalupe,39.452274,-5.327189,641
Guijo de Coria,Cáceres,Guijo de Coria,40.10098,-6.46383,448
Guijo de Galisteo,Cáceres,Guijo de Galisteo,39.972094,-6.377561,285
Guijo de Granadilla,Cáceres,Guijo de Granadilla,40.192985,-6.16374,393
Guijo de Santa Bárbara,Cáceres,Guijo de Santa Bárbara,40.1541,-5.65414,922
Herguijuela,Cáceres,Herguijuela,39.37452,-5.76001,460
Hernán-Pérez,Cáceres,Hernán-Pérez,40.212823,-6.464001,436
Herrera de Alcántara,Cáceres,Herrera de Alcántara,39.63865,-7.40619,264
Herreruela,Cáceres,Herreruela,39.462021,-6.906893,323
Hervás,Cáceres,Hervás,40.272294,-5.862741,670
Higuera,Cáceres,Higuera,39.464967,-6.377459,462
Hinojal,Cáceres,Hinojal,39.708454,-6.356587,342
Holguera,Cáceres,Holguera,39.89814,-6.350222,277
Hoyos,Cáceres,Hoyos,40.163439,-6.724292,542
Huélaga,Cáceres,Huélaga,40.05582,-6.61568,285
Ibahernando,Cáceres,Ibahernando,39.325162,-5.918215,539
Jaraicejo,Cáceres,Jaraicejo,39.664956,-5.814435,490
Jaraíz de la Vera,Cáceres,Jaraíz de la Vera,40.03407,-5.75231,436
Jarandilla de la Vera,Cáceres,Jarandilla de la Vera,40.129322,-5.658795,619
Jarilla,Cáceres,Jarilla,39.12942,-6.15018,351
Jerte,Cáceres,Jerte,40.222299,-5.750755,611
Ladrillar,Cáceres,Ladrillar,40.46576,-6.22427,704
Logrosán,Cáceres,Logrosán,39.336539,-5.490481,481
Losar de la Vera,Cáceres,Losar de la Vera,40.121554,-5.604164,529
Madrigal de la Vera,Cáceres,Madrigal de la Vera,40.14772,-5.368682,386
Madrigalejo,Cáceres,Madrigalejo,39.1372,-5.628575,296
Madroñera,Cáceres,Madroñera,39.424389,-5.758214,585
Majadas,Cáceres,Majadas,39.942646,-5.746874,264
Malpartida de Cáceres,Cáceres,Malpartida de Cáceres,39.445685,-6.509214,369
Malpartida de Plasencia,Cáceres,Malpartida de Plasencia,39.978067,-6.044828,446
Marchagaz,Cáceres,Marchagaz,40.26769,-6.27485,521
Mata de Alcántara,Cáceres,Mata de Alcántara,39.71738,-6.81825,338
Membrío,Cáceres,Membrío,39.526818,-7.053254,332
Mesas de Ibor,Cáceres,Mesas de Ibor,39.75587,-5.54637,484
Miajadas,Cáceres,Miajadas,39.150756,-5.907272,300
Millanes,Cáceres,Millanes,39.84917,-5.58079,372
Mirabel,Cáceres,Mirabel,39.862175,-6.232815,510
Mohedas de Granadilla,Cáceres,Mohedas de Granadilla,40.268579,-6.202347,448
Monroy,Cáceres,Monroy,39.635988,-6.209761,370
Montánchez,Cáceres,Montánchez,39.225626,-6.149893,708
Montehermoso,Cáceres,Montehermoso,40.088083,-6.350407,399
Moraleja,Cáceres,Moraleja,40.068705,-6.658929,263
Morcillo,Cáceres,Morcillo,40.01884,-6.39746,270
Navaconcejo,Cáceres,Navaconcejo,40.177698,-5.830343,464
Navalmoral de la Mata,Cáceres,Navalmoral de la Mata,39.89158,-5.54064,298
Navalvillar de Ibor,Cáceres,Navalvillar de Ibor,39.5839,-5.41328,675
Navas del Madroño,Cáceres,Navas del Madroño,39.621833,-6.653625,438
