municipio,provincia,municipio_nombre_humano,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia
Serón de Nágima,Soria,Serón de Nágima,60.4,7.32,55.98,393
Soliedra,Soria,Soliedra,60.4,7.32,55.98,393
Soria,Soria,Soria,60.4,7.32,55.98,393
Sotillo del Rincón,Soria,Sotillo del Rincón,60.4,7.32,55.98,393
Suellacabras,Soria,Suellacabras,60.4,7.32,55.98,393
Tajahuerce,Soria,Tajahuerce,60.4,7.32,55.98,393
Tajueco,Soria,Tajueco,60.4,7.32,55.98,393
Talveila,Soria,Talveila,60.4,7.32,55.98,393
Tardelcuende,Soria,Tardelcuende,60.4,7.32,55.98,393
Taroda,Soria,Taroda,60.4,7.32,55.98,393
Tejado,Soria,Tejado,60.4,7.32,55.98,393
Torlengua,Soria,Torlengua,60.4,7.32,55.98,393
Torreblacos,Soria,Torreblacos,60.4,7.32,55.98,393
Torrubia de Soria,Soria,Torrubia de Soria,60.4,7.32,55.98,393
Trévago,Soria,Trévago,60.4,7.32,55.98,393
Ucero,Soria,Ucero,60.4,7.32,55.98,393
Vadillo,Soria,Vadillo,60.4,7.32,55.98,393
Valdeavellano de Tera,Soria,Valdeavellano de Tera,60.4,7.32,55.98,393
Valdegeña,Soria,Valdegeña,60.4,7.32,55.98,393
Valdelagua del Cerro,Soria,Valdelagua del Cerro,60.4,7.32,55.98,393
Valdemaluque,Soria,Valdemaluque,60.4,7.32,55.98,393
Valdenebro,Soria,Valdenebro,60.4,7.32,55.98,393
Valdeprado,Soria,Valdeprado,60.4,7.32,55.98,393
Valderrodilla,Soria,Valderrodilla,60.4,7.32,55.98,393
Valtajeros,Soria,Valtajeros,60.4,7.32,55.98,393
Velamazán,Soria,Velamazán,60.4,7.32,55.98,393
Velilla de la Sierra,Soria,Velilla de la Sierra,60.4,7.32,55.98,393
Velilla de los Ajos,Soria,Velilla de los Ajos,60.4,7.32,55.98,393
Viana de Duero,Soria,Viana de Duero,60.4,7.32,55.98,393
Villaciervos,Soria,Villaciervos,60.4,7.32,55.98,393
Villanueva de Gormaz,Soria,Villanueva de Gormaz,60.4,7.32,55.98,393
Villar del Ala,Soria,Villar del Ala,60.4,7.32,55.98,393
Villar del Campo,Soria,Villar del Campo,60.4,7.32,55.98,393
Villar del Río,Soria,Villar del Río,60.4,7.32,55.98,393
Villares de Soria (Los),Soria,Los Villares de Soria,60.4,7.32,55.98,393
Villasayas,Soria,Villasayas,60.4,7.32,55.98,393
Villaseca de Arciel,Soria,Villaseca de Arciel,60.4,7.32,55.98,393
Vinuesa,Soria,Vinuesa,60.4,7.32,55.98,393
Vizmanos,Soria,Vizmanos,60.4,7.32,55.98,393
Vozmediano,Soria,Vozmediano,60.4,7.32,55.98,393
Yanguas,Soria,Yanguas,60.4,7.32,55.98,393
Yelo,Soria,Yelo,60.4,7.32,55.98,393
Aiguamúrcia,Tarragona,Aiguamúrcia,56.53,10.63,50.52,1234
Albinyana,Tarragona,Albinyana,56.53,10.63,50.52,1234
Albiol (L'),Tarragona,L' Albiol,56.53,10.63,50.52,1234
Alcanar,Tarragona,Alcanar,56.53,10.63,50.52,1234
Alcover,Tarragona,Alcover,56.53,10.63,50.52,1234
Aldea (L'),Tarragona,L' Aldea,56.53,10.63,50.52,1234
Aldover,Tarragona,Aldover,56.53,10.63,50.52,1234
Aleixar (L'),Tarragona,L' Aleixar,56.53,10.63,50.52,1234
Alfara de Carles,Tarragona,Alfara de Carles,56.53,10.63,50.52,1234
Alforja,Tarragona,Alforja,56.53,10.63,50.52,1234
Alió,Tarragona,Alió,56.53,10.63,50.52,1234
Almoster,Tarragona,Almoster,56.53,10.63,50.52,1234
Altafulla,Tarragona,Altafulla,56.53,10.63,50.52,1234
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,56.53,10.63,50.52,1234
Ampolla (L'),Tarragona,L' Ampolla,56.53,10.63,50.52,1234
Amposta,Tarragona,Amposta,56.53,10.63,50.52,1234
Arboç (L'),Tarragona,L' Arboç,56.53,10.63,50.52,1234
Arbolí,Tarragona,Arbolí,56.53,10.63,50.52,1234
Argentera (L'),Tarragona,L' Argentera,56.53,10.63,50.52,1234
Arnes,Tarragona,Arnes,56.53,10.63,50.52,1234
Ascó,Tarragona,Ascó,56.53,10.63,50.52,1234
Banyeres del Penedès,Tarragona,Banyeres del Penedès,56.53,10.63,50.52,1234
Barberà de la Conca,Tarragona,Barberà de la Conca,56.53,10.63,50.52,1234
Batea,Tarragona,Batea,56.53,10.63,50.52,1234
Bellmunt del Priorat,Tarragona,Bellmunt del Priorat,56.53,10.63,50.52,1234
Bellvei,Tarragona,Bellvei,56.53,10.63,50.52,1234
Benifallet,Tarragona,Benifallet,56.53,10.63,50.52,1234
Benissanet,Tarragona,Benissanet,56.53,10.63,50.52,1234
Bisbal de Falset (La),Tarragona,La Bisbal de Falset,56.53,10.63,50.52,1234
Bisbal del Penedès (La),Tarragona,La Bisbal del Penedès,56.53,10.63,50.52,1234
Blancafort,Tarragona,Blancafort,56.53,10.63,50.52,1234
Bonastre,Tarragona,Bonastre,56.53,10.63,50.52,1234
Borges del Camp (Les),Tarragona,Les Borges del Camp,56.53,10.63,50.52,1234
Bot,Tarragona,Bot,56.53,10.63,50.52,1234
Botarell,Tarragona,Botarell,56.53,10.63,50.52,1234
Bràfim,Tarragona,Bràfim,56.53,10.63,50.52,1234
Cabacés,Tarragona,Cabacés,56.53,10.63,50.52,1234
Cabra del Camp,Tarragona,Cabra del Camp,56.53,10.63,50.52,1234
Calafell,Tarragona,Calafell,56.53,10.63,50.52,1234
Camarles,Tarragona,Camarles,56.53,10.63,50.52,1234
Cambrils,Tarragona,Cambrils,56.53,10.63,50.52,1234
Canonja (La),Tarragona,La Canonja,56.53,10.63,50.52,1234
Capafonts,Tarragona,Capafonts,56.53,10.63,50.52,1234
Capçanes,Tarragona,Capçanes,56.53,10.63,50.52,1234
Caseres,Tarragona,Caseres,56.53,10.63,50.52,1234
Castellvell del Camp,Tarragona,Castellvell del Camp,56.53,10.63,50.52,1234
Catllar (El),Tarragona,El Catllar,56.53,10.63,50.52,1234
Colldejou,Tarragona,Colldejou,56.53,10.63,50.52,1234
Conesa,Tarragona,Conesa,56.53,10.63,50.52,1234
Constantí,Tarragona,Constantí,56.53,10.63,50.52,1234
Corbera d'Ebre,Tarragona,Corbera d'Ebre,56.53,10.63,50.52,1234
Cornudella de Montsant,Tarragona,Cornudella de Montsant,56.53,10.63,50.52,1234
Creixell,Tarragona,Creixell,56.53,10.63,50.52,1234
Cunit,Tarragona,Cunit,56.53,10.63,50.52,1234
Deltebre,Tarragona,Deltebre,56.53,10.63,50.52,1234
Duesaigües,Tarragona,Duesaigües,56.53,10.63,50.52,1234
Espluga de Francolí (L'),Tarragona,L' Espluga de Francolí,56.53,10.63,50.52,1234
Falset,Tarragona,Falset,56.53,10.63,50.52,1234
Fatarella (La),Tarragona,La Fatarella,56.53,10.63,50.52,1234
Febró (La),Tarragona,La Febró,56.53,10.63,50.52,1234
Figuera (La),Tarragona,La Figuera,56.53,10.63,50.52,1234
Figuerola del Camp,Tarragona,Figuerola del Camp,56.53,10.63,50.52,1234
Flix,Tarragona,Flix,56.53,10.63,50.52,1234
Forès,Tarragona,Forès,56.53,10.63,50.52,1234
Freginals,Tarragona,Freginals,56.53,10.63,50.52,1234
Galera (La),Tarragona,La Galera,56.53,10.63,50.52,1234
Gandesa,Tarragona,Gandesa,56.53,10.63,50.52,1234
Garcia,Tarragona,Garcia,56.53,10.63,50.52,1234
Garidells (Els),Tarragona,Els Garidells,56.53,10.63,50.52,1234
Ginestar,Tarragona,Ginestar,56.53,10.63,50.52,1234
Godall,Tarragona,Godall,56.53,10.63,50.52,1234
Gratallops,Tarragona,Gratallops,56.53,10.63,50.52,1234
Guiamets (Els),Tarragona,Els Guiamets,56.53,10.63,50.52,1234
Horta de Sant Joan,Tarragona,Horta de Sant Joan,56.53,10.63,50.52,1234
Lloar (El),Tarragona,El Lloar,56.53,10.63,50.52,1234
Llorac,Tarragona,Llorac,56.53,10.63,50.52,1234
Llorenç del Penedès,Tarragona,Llorenç del Penedès,56.53,10.63,50.52,1234
Marçà,Tarragona,Marçà,56.53,10.63,50.52,1234
Margalef,Tarragona,Margalef,56.53,10.63,50.52,1234
Mas de Barberans,Tarragona,Mas de Barberans,56.53,10.63,50.52,1234
Masdenverge,Tarragona,Masdenverge,56.53,10.63,50.52,1234
Masllorenç,Tarragona,Masllorenç,56.53,10.63,50.52,1234
Masó (La),Tarragona,La Masó,56.53,10.63,50.52,1234
Maspujols,Tarragona,Maspujols,56.53,10.63,50.52,1234
Masroig (El),Tarragona,El Masroig,56.53,10.63,50.52,1234
Milà (El),Tarragona,El Milà,56.53,10.63,50.52,1234
Miravet,Tarragona,Miravet,56.53,10.63,50.52,1234
Molar (El),Tarragona,El Molar,56.53,10.63,50.52,1234
Montblanc,Tarragona,Montblanc,56.53,10.63,50.52,1234
Montbrió del Camp,Tarragona,Montbrió del Camp,56.53,10.63,50.52,1234
Montferri,Tarragona,Montferri,56.53,10.63,50.52,1234
Montmell (El),Tarragona,El Montmell,56.53,10.63,50.52,1234
Mont-ral,Tarragona,Mont-ral,56.53,10.63,50.52,1234
Mont-roig del Camp,Tarragona,Mont-roig del Camp,56.53,10.63,50.52,1234
Móra d'Ebre,Tarragona,Móra d'Ebre,56.53,10.63,50.52,1234
Móra la Nova,Tarragona,Móra la Nova,56.53,10.63,50.52,1234
Morell (El),Tarragona,El Morell,56.53,10.63,50.52,1234
Morera de Montsant (La),Tarragona,La Morera de Montsant,56.53,10.63,50.52,1234
Nou de Gaià (La),Tarragona,La Nou de Gaià,56.53,10.63,50.52,1234
Nulles,Tarragona,Nulles,56.53,10.63,50.52,1234
Pallaresos (Els),Tarragona,Els Pallaresos,56.53,10.63,50.52,1234
Palma d'Ebre (La),Tarragona,La Palma d'Ebre,56.53,10.63,50.52,1234
Passanant i Belltall,Tarragona,Passanant i Belltall,56.53,10.63,50.52,1234
Paüls,Tarragona,Paüls,56.53,10.63,50.52,1234
Perafort,Tarragona,Perafort,56.53,10.63,50.52,1234
Perelló (El),Tarragona,El Perelló,56.53,10.63,50.52,1234
Piles (Les),Tarragona,Les Piles,56.53,10.63,50.52,1234
Pinell de Brai (El),Tarragona,El Pinell de Brai,56.53,10.63,50.52,1234
Pira,Tarragona,Pira,56.53,10.63,50.52,1234
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,56.53,10.63,50.52,1234
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,56.53,10.63,50.52,1234
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,56.53,10.63,50.52,1234
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,56.53,10.63,50.52,1234
Poboleda,Tarragona,Poboleda,56.53,10.63,50.52,1234
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,56.53,10.63,50.52,1234
Pontils,Tarragona,Pontils,56.53,10.63,50.52,1234
Porrera,Tarragona,Porrera,56.53,10.63,50.52,1234
Pradell de la Teixeta,Tarragona,Pradell de la Teixeta,56.53,10.63,50.52,1234
Prades,Tarragona,Prades,56.53,10.63,50.52,1234
Prat de Comte,Tarragona,Prat de Comte,56.53,10.63,50.52,1234
Pratdip,Tarragona,Pratdip,56.53,10.63,50.52,1234
Puigpelat,Tarragona,Puigpelat,56.53,10.63,50.52,1234
Querol,Tarragona,Querol,56.53,10.63,50.52,1234
Rasquera,Tarragona,Rasquera,56.53,10.63,50.52,1234
Renau,Tarragona,Renau,56.53,10.63,50.52,1234
Reus,Tarragona,Reus,56.53,10.63,50.52,1234
Riba (La),Tarragona,La Riba,56.53,10.63,50.52,1234
Riba-roja d'Ebre,Tarragona,Riba-roja d'Ebre,56.53,10.63,50.52,1234
Riera de Gaià (La),Tarragona,La Riera de Gaià,56.53,10.63,50.52,1234
Riudecanyes,Tarragona,Riudecanyes,56.53,10.63,50.52,1234
Riudecols,Tarragona,Riudecols,56.53,10.63,50.52,1234
Riudoms,Tarragona,Riudoms,56.53,10.63,50.52,1234
Rocafort de Queralt,Tarragona,Rocafort de Queralt,56.53,10.63,50.52,1234
Roda de Berà,Tarragona,Roda de Berà,56.53,10.63,50.52,1234
Rodonyà,Tarragona,Rodonyà,56.53,10.63,50.52,1234
Roquetes,Tarragona,Roquetes,56.53,10.63,50.52,1234
Rourell (El),Tarragona,El Rourell,56.53,10.63,50.52,1234
Salomó,Tarragona,Salomó,56.53,10.63,50.52,1234
Salou,Tarragona,Salou,56.53,10.63,50.52,1234
Sant Carles de la Ràpita,Tarragona,Sant Carles de la Ràpita,56.53,10.63,50.52,1234
Sant Jaume dels Domenys,Tarragona,Sant Jaume dels Domenys,56.53,10.63,50.52,1234
Sant Jaume d'Enveja,Tarragona,Sant Jaume d'Enveja,56.53,10.63,50.52,1234
Santa Bàrbara,Tarragona,Santa Bàrbara,56.53,10.63,50.52,1234
Santa Coloma de Queralt,Tarragona,Santa Coloma de Queralt,56.53,10.63,50.52,1234
Santa Oliva,Tarragona,Santa Oliva,56.53,10.63,50.52,1234
Sarral,Tarragona,Sarral,56.53,10.63,50.52,1234
Savallà del Comtat,Tarragona,Savallà del Comtat,56.53,10.63,50.52,1234
Secuita (La),Tarragona,La Secuita,56.53,10.63,50.52,1234
Selva del Camp (La),Tarragona,La Selva del Camp,56.53,10.63,50.52,1234
Senan,Tarragona,Senan,56.53,10.63,50.52,1234
Sénia (La),Tarragona,La Sénia,56.53,10.63,50.52,1234
Solivella,Tarragona,Solivella,56.53,10.63,50.52,1234
Tarragona,Tarragona,Tarragona,56.53,10.63,50.52,1234
Tivenys,Tarragona,Tivenys,56.53,10.63,50.52,1234
Tivissa,Tarragona,Tivissa,56.53,10.63,50.52,1234
Torre de Fontaubella (La),Tarragona,La Torre de Fontaubella,56.53,10.63,50.52,1234
Torre de l'Espanyol (La),Tarragona,La Torre de l'Espanyol,56.53,10.63,50.52,1234
Torredembarra,Tarragona,Torredembarra,56.53,10.63,50.52,1234
Torroja del Priorat,Tarragona,Torroja del Priorat,56.53,10.63,50.52,1234
Tortosa,Tarragona,Tortosa,56.53,10.63,50.52,1234
Ulldecona,Tarragona,Ulldecona,56.53,10.63,50.52,1234
Ulldemolins,Tarragona,Ulldemolins,56.53,10.63,50.52,1234
Vallclara,Tarragona,Vallclara,56.53,10.63,50.52,1234
Vallfogona de Riucorb,Tarragona,Vallfogona de Riucorb,56.53,10.63,50.52,1234
Vallmoll,Tarragona,Vallmoll,56.53,10.63,50.52,1234
Valls,Tarragona,Valls,56.53,10.63,50.52,1234
Vandellòs i l'Hospitalet de l'Infant,Tarragona,Vandellòs i l'Hospitalet de l'Infant,56.53,10.63,50.52,1234
Vendrell (El),Tarragona,El Vendrell,56.53,10.63,50.52,1234
Vespella de Gaià,Tarragona,Vespella de Gaià,56.53,10.63,50.52,1234
Vilabella,Tarragona,Vilabella,56.53,10.63,50.52,1234
Vilalba dels Arcs,Tarragona,Vilalba dels Arcs,56.53,10.63,50.52,1234
Vilallonga del Camp,Tarragona,Vilallonga del Camp,56.53,10.63,50.52,1234
Vilanova de Prades,Tarragona,Vilanova de Prades,56.53,10.63,50.52,1234
Vilanova d'Escornalbou,Tarragona,Vilanova d'Escornalbou,56.53,10.63,50.52,1234
Vilaplana,Tarragona,Vilaplana,56.53,10.63,50.52,1234
Vila-rodona,Tarragona,Vila-rodona,56.53,10.63,50.52,1234
Vila-seca,Tarragona,Vila-seca,56.53,10.63,50.52,1234
Vilaverd,Tarragona,Vilaverd,56.53,10.63,50.52,1234
Vilella Alta (La),Tarragona,La Vilella Alta,56.53,10.63,50.52,1234
Vilella Baixa (La),Tarragona,La Vilella Baixa,56.53,10.63,50.52,1234
Vimbodí i Poblet,Tarragona,Vimbodí i Poblet,56.53,10.63,50.52,1234
Vinebre,Tarragona,Vinebre,56.53,10.63,50.52,1234
Vinyols i els Arcs,Tarragona,Vinyols i els Arcs,56.53,10.63,50.52,1234
Xerta,Tarragona,Xerta,56.53,10.63,50.52,1234
Ababuj,Teruel,Ababuj,57.96,9.07,52.7,425
Abejuela,Teruel,Abejuela,57.96,9.07,52.7,425
Aguatón,Teruel,Aguatón,57.96,9.07,52.7,425
Aguaviva,Teruel,Aguaviva,57.96,9.07,52.7,425
Aguilar del Alfambra,Teruel,Aguilar del Alfambra,57.96,9.07,52.7,425
Alacón,Teruel,Alacón,57.96,9.07,52.7,425
Alba,Teruel,Alba,57.96,9.07,52.7,425
Albalate del Arzobispo,Teruel,Albalate del Arzobispo,57.96,9.07,52.7,425
Albarracín,Teruel,Albarracín,57.96,9.07,52.7,425
Albentosa,Teruel,Albentosa,57.96,9.07,52.7,425
Alcaine,Teruel,Alcaine,57.96,9.07,52.7,425
Alcalá de la Selva,Teruel,Alcalá de la Selva,57.96,9.07,52.7,425
Alcañiz,Teruel,Alcañiz,57.96,9.07,52.7,425
Alcorisa,Teruel,Alcorisa,57.96,9.07,52.7,425
Alfambra,Teruel,Alfambra,57.96,9.07,52.7,425
Aliaga,Teruel,Aliaga,57.96,9.07,52.7,425
Allepuz,Teruel,Allepuz,57.96,9.07,52.7,425
Alloza,Teruel,Alloza,57.96,9.07,52.7,425
Allueva,Teruel,Allueva,57.96,9.07,52.7,425
Almohaja,Teruel,Almohaja,57.96,9.07,52.7,425
Alobras,Teruel,Alobras,57.96,9.07,52.7,425
Alpeñés,Teruel,Alpeñés,57.96,9.07,52.7,425
Anadón,Teruel,Anadón,57.96,9.07,52.7,425
Andorra,Teruel,Andorra,57.96,9.07,52.7,425
Arcos de las Salinas,Teruel,Arcos de las Salinas,57.96,9.07,52.7,425
Arens de Lledó,Teruel,Arens de Lledó,57.96,9.07,52.7,425
Argente,Teruel,Argente,57.96,9.07,52.7,425
Ariño,Teruel,Ariño,57.96,9.07,52.7,425
Azaila,Teruel,Azaila,57.96,9.07,52.7,425
Bádenas,Teruel,Bádenas,57.96,9.07,52.7,425
Báguena,Teruel,Báguena,57.96,9.07,52.7,425
Bañón,Teruel,Bañón,57.96,9.07,52.7,425
Barrachina,Teruel,Barrachina,57.96,9.07,52.7,425
Bea,Teruel,Bea,57.96,9.07,52.7,425
Beceite,Teruel,Beceite,57.96,9.07,52.7,425
Bello,Teruel,Bello,57.96,9.07,52.7,425
Belmonte de San José,Teruel,Belmonte de San José,57.96,9.07,52.7,425
Berge,Teruel,Berge,57.96,9.07,52.7,425
Bezas,Teruel,Bezas,57.96,9.07,52.7,425
Blancas,Teruel,Blancas,57.96,9.07,52.7,425
Blesa,Teruel,Blesa,57.96,9.07,52.7,425
Bordón,Teruel,Bordón,57.96,9.07,52.7,425
Bronchales,Teruel,Bronchales,57.96,9.07,52.7,425
Bueña,Teruel,Bueña,57.96,9.07,52.7,425
Burbáguena,Teruel,Burbáguena,57.96,9.07,52.7,425
Cabra de Mora,Teruel,Cabra de Mora,57.96,9.07,52.7,425
Calaceite,Teruel,Calaceite,57.96,9.07,52.7,425
Calamocha,Teruel,Calamocha,57.96,9.07,52.7,425
Calanda,Teruel,Calanda,57.96,9.07,52.7,425
Calomarde,Teruel,Calomarde,57.96,9.07,52.7,425
Camañas,Teruel,Camañas,57.96,9.07,52.7,425
Camarena de la Sierra,Teruel,Camarena de la Sierra,57.96,9.07,52.7,425
Camarillas,Teruel,Camarillas,57.96,9.07,52.7,425
Caminreal,Teruel,Caminreal,57.96,9.07,52.7,425
Cantavieja,Teruel,Cantavieja,57.96,9.07,52.7,425
Cañada de Benatanduz,Teruel,Cañada de Benatanduz,57.96,9.07,52.7,425
Cañada de Verich (La),Teruel,La Cañada de Verich,57.96,9.07,52.7,425
Cañada Vellida,Teruel,Cañada Vellida,57.96,9.07,52.7,425
Cañizar del Olivar,Teruel,Cañizar del Olivar,57.96,9.07,52.7,425
Cascante del Río,Teruel,Cascante del Río,57.96,9.07,52.7,425
Castejón de Tornos,Teruel,Castejón de Tornos,57.96,9.07,52.7,425
Castel de Cabra,Teruel,Castel de Cabra,57.96,9.07,52.7,425
Castellar (El),Teruel,El Castellar,57.96,9.07,52.7,425
Castellote,Teruel,Castellote,57.96,9.07,52.7,425
Castelnou,Teruel,Castelnou,57.96,9.07,52.7,425
Castelserás,Teruel,Castelserás,57.96,9.07,52.7,425
Cedrillas,Teruel,Cedrillas,57.96,9.07,52.7,425
Celadas,Teruel,Celadas,57.96,9.07,52.7,425
Cella,Teruel,Cella,57.96,9.07,52.7,425
Cerollera (La),Teruel,La Cerollera,57.96,9.07,52.7,425
Codoñera (La),Teruel,La Codoñera,57.96,9.07,52.7,425
Corbalán,Teruel,Corbalán,57.96,9.07,52.7,425
Cortes de Aragón,Teruel,Cortes de Aragón,57.96,9.07,52.7,425
Cosa,Teruel,Cosa,57.96,9.07,52.7,425
Cretas,Teruel,Cretas,57.96,9.07,52.7,425
Crivillén,Teruel,Crivillén,57.96,9.07,52.7,425
Cuba (La),Teruel,La Cuba,57.96,9.07,52.7,425
Cubla,Teruel,Cubla,57.96,9.07,52.7,425
Cucalón,Teruel,Cucalón,57.96,9.07,52.7,425
Cuervo (El),Teruel,El Cuervo,57.96,9.07,52.7,425
Cuevas de Almudén,Teruel,Cuevas de Almudén,57.96,9.07,52.7,425
Cuevas Labradas,Teruel,Cuevas Labradas,57.96,9.07,52.7,425
Ejulve,Teruel,Ejulve,57.96,9.07,52.7,425
Escorihuela,Teruel,Escorihuela,57.96,9.07,52.7,425
Escucha,Teruel,Escucha,57.96,9.07,52.7,425
Estercuel,Teruel,Estercuel,57.96,9.07,52.7,425
Ferreruela de Huerva,Teruel,Ferreruela de Huerva,57.96,9.07,52.7,425
Fonfría,Teruel,Fonfría,57.96,9.07,52.7,425
Formiche Alto,Teruel,Formiche Alto,57.96,9.07,52.7,425
Fórnoles,Teruel,Fórnoles,57.96,9.07,52.7,425
Fortanete,Teruel,Fortanete,57.96,9.07,52.7,425
Foz-Calanda,Teruel,Foz-Calanda,57.96,9.07,52.7,425
Fresneda (La),Teruel,La Fresneda,57.96,9.07,52.7,425
Frías de Albarracín,Teruel,Frías de Albarracín,57.96,9.07,52.7,425
Fuenferrada,Teruel,Fuenferrada,57.96,9.07,52.7,425
Fuentes Calientes,Teruel,Fuentes Calientes,57.96,9.07,52.7,425
Fuentes Claras,Teruel,Fuentes Claras,57.96,9.07,52.7,425
Fuentes de Rubielos,Teruel,Fuentes de Rubielos,57.96,9.07,52.7,425
Fuentespalda,Teruel,Fuentespalda,57.96,9.07,52.7,425
Galve,Teruel,Galve,57.96,9.07,52.7,425
Gargallo,Teruel,Gargallo,57.96,9.07,52.7,425
Gea de Albarracín,Teruel,Gea de Albarracín,57.96,9.07,52.7,425
Ginebrosa (La),Teruel,La Ginebrosa,57.96,9.07,52.7,425
Griegos,Teruel,Griegos,57.96,9.07,52.7,425
Guadalaviar,Teruel,Guadalaviar,57.96,9.07,52.7,425
Gúdar,Teruel,Gúdar,57.96,9.07,52.7,425
Híjar,Teruel,Híjar,57.96,9.07,52.7,425
Hinojosa de Jarque,Teruel,Hinojosa de Jarque,57.96,9.07,52.7,425
Hoz de la Vieja (La),Teruel,La Hoz de la Vieja,57.96,9.07,52.7,425
Huesa del Común,Teruel,Huesa del Común,57.96,9.07,52.7,425
Iglesuela del Cid (La),Teruel,La Iglesuela del Cid,57.96,9.07,52.7,425
Jabaloyas,Teruel,Jabaloyas,57.96,9.07,52.7,425
Jarque de la Val,Teruel,Jarque de la Val,57.96,9.07,52.7,425
Jatiel,Teruel,Jatiel,57.96,9.07,52.7,425
Jorcas,Teruel,Jorcas,57.96,9.07,52.7,425
Josa,Teruel,Josa,57.96,9.07,52.7,425
Lagueruela,Teruel,Lagueruela,57.96,9.07,52.7,425
Lanzuela,Teruel,Lanzuela,57.96,9.07,52.7,425
Libros,Teruel,Libros,57.96,9.07,52.7,425
Lidón,Teruel,Lidón,57.96,9.07,52.7,425
Linares de Mora,Teruel,Linares de Mora,57.96,9.07,52.7,425
Lledó,Teruel,Lledó,57.96,9.07,52.7,425
Loscos,Teruel,Loscos,57.96,9.07,52.7,425
Maicas,Teruel,Maicas,57.96,9.07,52.7,425
Manzanera,Teruel,Manzanera,57.96,9.07,52.7,425
Martín del Río,Teruel,Martín del Río,57.96,9.07,52.7,425
Mas de las Matas,Teruel,Mas de las Matas,57.96,9.07,52.7,425
Mata de los Olmos (La),Teruel,La Mata de los Olmos,57.96,9.07,52.7,425
Mazaleón,Teruel,Mazaleón,57.96,9.07,52.7,425
Mezquita de Jarque,Teruel,Mezquita de Jarque,57.96,9.07,52.7,425
Mirambel,Teruel,Mirambel,57.96,9.07,52.7,425
Miravete de la Sierra,Teruel,Miravete de la Sierra,57.96,9.07,52.7,425
Molinos,Teruel,Molinos,57.96,9.07,52.7,425
Monforte de Moyuela,Teruel,Monforte de Moyuela,57.96,9.07,52.7,425
Monreal del Campo,Teruel,Monreal del Campo,57.96,9.07,52.7,425
Monroyo,Teruel,Monroyo,57.96,9.07,52.7,425
Montalbán,Teruel,Montalbán,57.96,9.07,52.7,425
Monteagudo del Castillo,Teruel,Monteagudo del Castillo,57.96,9.07,52.7,425
Monterde de Albarracín,Teruel,Monterde de Albarracín,57.96,9.07,52.7,425
Mora de Rubielos,Teruel,Mora de Rubielos,57.96,9.07,52.7,425
Moscardón,Teruel,Moscardón,57.96,9.07,52.7,425
Mosqueruela,Teruel,Mosqueruela,57.96,9.07,52.7,425
Muniesa,Teruel,Muniesa,57.96,9.07,52.7,425
Noguera de Albarracín,Teruel,Noguera de Albarracín,57.96,9.07,52.7,425
Nogueras,Teruel,Nogueras,57.96,9.07,52.7,425
Nogueruelas,Teruel,Nogueruelas,57.96,9.07,52.7,425
Obón,Teruel,Obón,57.96,9.07,52.7,425
Odón,Teruel,Odón,57.96,9.07,52.7,425
Ojos Negros,Teruel,Ojos Negros,57.96,9.07,52.7,425
Olba,Teruel,Olba,57.96,9.07,52.7,425
Oliete,Teruel,Oliete,57.96,9.07,52.7,425
Olmos (Los),Teruel,Los Olmos,57.96,9.07,52.7,425
Orihuela del Tremedal,Teruel,Orihuela del Tremedal,57.96,9.07,52.7,425
Orrios,Teruel,Orrios,57.96,9.07,52.7,425
Palomar de Arroyos,Teruel,Palomar de Arroyos,57.96,9.07,52.7,425
Pancrudo,Teruel,Pancrudo,57.96,9.07,52.7,425
Parras de Castellote (Las),Teruel,Las Parras de Castellote,57.96,9.07,52.7,425
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,57.96,9.07,52.7,425
Peracense,Teruel,Peracense,57.96,9.07,52.7,425
Peralejos,Teruel,Peralejos,57.96,9.07,52.7,425
Perales del Alfambra,Teruel,Perales del Alfambra,57.96,9.07,52.7,425
Pitarque,Teruel,Pitarque,57.96,9.07,52.7,425
Plou,Teruel,Plou,57.96,9.07,52.7,425
Pobo (El),Teruel,El Pobo,57.96,9.07,52.7,425
Portellada (La),Teruel,La Portellada,57.96,9.07,52.7,425
Pozondón,Teruel,Pozondón,57.96,9.07,52.7,425
Pozuel del Campo,Teruel,Pozuel del Campo,57.96,9.07,52.7,425
Puebla de Híjar (La),Teruel,La Puebla de Híjar,57.96,9.07,52.7,425
Puebla de Valverde (La),Teruel,La Puebla de Valverde,57.96,9.07,52.7,425
Puertomingalvo,Teruel,Puertomingalvo,57.96,9.07,52.7,425
Ráfales,Teruel,Ráfales,57.96,9.07,52.7,425
Rillo,Teruel,Rillo,57.96,9.07,52.7,425
Riodeva,Teruel,Riodeva,57.96,9.07,52.7,425
Ródenas,Teruel,Ródenas,57.96,9.07,52.7,425
Royuela,Teruel,Royuela,57.96,9.07,52.7,425
Rubiales,Teruel,Rubiales,57.96,9.07,52.7,425
