municipio,provincia,municipio_nombre_humano,tasa_actividad_provincia,tasa_paro_provincia,tasa_empleo_provincia,num_empleos_provincia
Bularros,Ávila,Bularros,52.78,14.86,44.94,374
Burgohondo,Ávila,Burgohondo,52.78,14.86,44.94,374
Cabezas de Alambre,Ávila,Cabezas de Alambre,52.78,14.86,44.94,374
Cabezas del Pozo,Ávila,Cabezas del Pozo,52.78,14.86,44.94,374
Cabezas del Villar,Ávila,Cabezas del Villar,52.78,14.86,44.94,374
Cabizuela,Ávila,Cabizuela,52.78,14.86,44.94,374
Canales,Ávila,Canales,52.78,14.86,44.94,374
Candeleda,Ávila,Candeleda,52.78,14.86,44.94,374
Cantiveros,Ávila,Cantiveros,52.78,14.86,44.94,374
Cardeñosa,Ávila,Cardeñosa,52.78,14.86,44.94,374
Carrera (La),Ávila,La Carrera,52.78,14.86,44.94,374
Casas del Puerto,Ávila,Casas del Puerto,52.78,14.86,44.94,374
Casasola,Ávila,Casasola,52.78,14.86,44.94,374
Casavieja,Ávila,Casavieja,52.78,14.86,44.94,374
Casillas,Ávila,Casillas,52.78,14.86,44.94,374
Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,52.78,14.86,44.94,374
Cebreros,Ávila,Cebreros,52.78,14.86,44.94,374
Cepeda la Mora,Ávila,Cepeda la Mora,52.78,14.86,44.94,374
Chamartín,Ávila,Chamartín,52.78,14.86,44.94,374
Cillán,Ávila,Cillán,52.78,14.86,44.94,374
Cisla,Ávila,Cisla,52.78,14.86,44.94,374
Colilla (La),Ávila,La Colilla,52.78,14.86,44.94,374
Collado de Contreras,Ávila,Collado de Contreras,52.78,14.86,44.94,374
Collado del Mirón,Ávila,Collado del Mirón,52.78,14.86,44.94,374
Constanzana,Ávila,Constanzana,52.78,14.86,44.94,374
Crespos,Ávila,Crespos,52.78,14.86,44.94,374
Cuevas del Valle,Ávila,Cuevas del Valle,52.78,14.86,44.94,374
Diego del Carpio,Ávila,Diego del Carpio,52.78,14.86,44.94,374
Donjimeno,Ávila,Donjimeno,52.78,14.86,44.94,374
Donvidas,Ávila,Donvidas,52.78,14.86,44.94,374
Espinosa de los Caballeros,Ávila,Espinosa de los Caballeros,52.78,14.86,44.94,374
Flores de Ávila,Ávila,Flores de Ávila,52.78,14.86,44.94,374
Fontiveros,Ávila,Fontiveros,52.78,14.86,44.94,374
Fresnedilla,Ávila,Fresnedilla,52.78,14.86,44.94,374
Fresno (El),Ávila,El Fresno,52.78,14.86,44.94,374
Fuente el Saúz,Ávila,Fuente el Saúz,52.78,14.86,44.94,374
Fuentes de Año,Ávila,Fuentes de Año,52.78,14.86,44.94,374
Gallegos de Altamiros,Ávila,Gallegos de Altamiros,52.78,14.86,44.94,374
Gallegos de Sobrinos,Ávila,Gallegos de Sobrinos,52.78,14.86,44.94,374
Garganta del Villar,Ávila,Garganta del Villar,52.78,14.86,44.94,374
Gavilanes,Ávila,Gavilanes,52.78,14.86,44.94,374
Gemuño,Ávila,Gemuño,52.78,14.86,44.94,374
Gil García,Ávila,Gil García,52.78,14.86,44.94,374
Gilbuena,Ávila,Gilbuena,52.78,14.86,44.94,374
Gimialcón,Ávila,Gimialcón,52.78,14.86,44.94,374
Gotarrendura,Ávila,Gotarrendura,52.78,14.86,44.94,374
Grandes y San Martín,Ávila,Grandes y San Martín,52.78,14.86,44.94,374
Guisando,Ávila,Guisando,52.78,14.86,44.94,374
Gutierre-Muñoz,Ávila,Gutierre-Muñoz,52.78,14.86,44.94,374
Hernansancho,Ávila,Hernansancho,52.78,14.86,44.94,374
Herradón de Pinares,Ávila,Herradón de Pinares,52.78,14.86,44.94,374
Herreros de Suso,Ávila,Herreros de Suso,52.78,14.86,44.94,374
Higuera de las Dueñas,Ávila,Higuera de las Dueñas,52.78,14.86,44.94,374
Hija de Dios (La),Ávila,La Hija de Dios,52.78,14.86,44.94,374
Horcajada (La),Ávila,La Horcajada,52.78,14.86,44.94,374
Horcajo de las Torres,Ávila,Horcajo de las Torres,52.78,14.86,44.94,374
Hornillo (El),Ávila,El Hornillo,52.78,14.86,44.94,374
Hoyo de Pinares (El),Ávila,El Hoyo de Pinares,52.78,14.86,44.94,374
Hoyocasero,Ávila,Hoyocasero,52.78,14.86,44.94,374
Hoyorredondo,Ávila,Hoyorredondo,52.78,14.86,44.94,374
Hoyos de Miguel Muñoz,Ávila,Hoyos de Miguel Muñoz,52.78,14.86,44.94,374
Hoyos del Collado,Ávila,Hoyos del Collado,52.78,14.86,44.94,374
Hoyos del Espino,Ávila,Hoyos del Espino,52.78,14.86,44.94,374
Hurtumpascual,Ávila,Hurtumpascual,52.78,14.86,44.94,374
Junciana,Ávila,Junciana,52.78,14.86,44.94,374
Langa,Ávila,Langa,52.78,14.86,44.94,374
Lanzahíta,Ávila,Lanzahíta,52.78,14.86,44.94,374
Llanos de Tormes (Los),Ávila,Los Llanos de Tormes,52.78,14.86,44.94,374
Losar del Barco (El),Ávila,El Losar del Barco,52.78,14.86,44.94,374
Madrigal de las Altas Torres,Ávila,Madrigal de las Altas Torres,52.78,14.86,44.94,374
Maello,Ávila,Maello,52.78,14.86,44.94,374
Malpartida de Corneja,Ávila,Malpartida de Corneja,52.78,14.86,44.94,374
Mamblas,Ávila,Mamblas,52.78,14.86,44.94,374
Mancera de Arriba,Ávila,Mancera de Arriba,52.78,14.86,44.94,374
Manjabálago y Ortigosa de Rioalmar,Ávila,Manjabálago y Ortigosa de Rioalmar,52.78,14.86,44.94,374
Marlín,Ávila,Marlín,52.78,14.86,44.94,374
Martiherrero,Ávila,Martiherrero,52.78,14.86,44.94,374
Martínez,Ávila,Martínez,52.78,14.86,44.94,374
Mediana de Voltoya,Ávila,Mediana de Voltoya,52.78,14.86,44.94,374
Medinilla,Ávila,Medinilla,52.78,14.86,44.94,374
Mengamuñoz,Ávila,Mengamuñoz,52.78,14.86,44.94,374
Mesegar de Corneja,Ávila,Mesegar de Corneja,52.78,14.86,44.94,374
Mijares,Ávila,Mijares,52.78,14.86,44.94,374
Mingorría,Ávila,Mingorría,52.78,14.86,44.94,374
Mirón (El),Ávila,El Mirón,52.78,14.86,44.94,374
Mironcillo,Ávila,Mironcillo,52.78,14.86,44.94,374
Mirueña de los Infanzones,Ávila,Mirueña de los Infanzones,52.78,14.86,44.94,374
Mombeltrán,Ávila,Mombeltrán,52.78,14.86,44.94,374
Monsalupe,Ávila,Monsalupe,52.78,14.86,44.94,374
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,52.78,14.86,44.94,374
Muñana,Ávila,Muñana,52.78,14.86,44.94,374
Muñico,Ávila,Muñico,52.78,14.86,44.94,374
Muñogalindo,Ávila,Muñogalindo,52.78,14.86,44.94,374
Muñogrande,Ávila,Muñogrande,52.78,14.86,44.94,374
Muñomer del Peco,Ávila,Muñomer del Peco,52.78,14.86,44.94,374
Muñopepe,Ávila,Muñopepe,52.78,14.86,44.94,374
Muñosancho,Ávila,Muñosancho,52.78,14.86,44.94,374
Muñotello,Ávila,Muñotello,52.78,14.86,44.94,374
Narrillos del Álamo,Ávila,Narrillos del Álamo,52.78,14.86,44.94,374
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,52.78,14.86,44.94,374
Narros de Saldueña,Ávila,Narros de Saldueña,52.78,14.86,44.94,374
Narros del Castillo,Ávila,Narros del Castillo,52.78,14.86,44.94,374
Narros del Puerto,Ávila,Narros del Puerto,52.78,14.86,44.94,374
Nava de Arévalo,Ávila,Nava de Arévalo,52.78,14.86,44.94,374
Nava del Barco,Ávila,Nava del Barco,52.78,14.86,44.94,374
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,52.78,14.86,44.94,374
Navadijos,Ávila,Navadijos,52.78,14.86,44.94,374
Navaescurial,Ávila,Navaescurial,52.78,14.86,44.94,374
Navahondilla,Ávila,Navahondilla,52.78,14.86,44.94,374
Navalacruz,Ávila,Navalacruz,52.78,14.86,44.94,374
Navalmoral,Ávila,Navalmoral,52.78,14.86,44.94,374
Navalonguilla,Ávila,Navalonguilla,52.78,14.86,44.94,374
Navalosa,Ávila,Navalosa,52.78,14.86,44.94,374
Navalperal de Pinares,Ávila,Navalperal de Pinares,52.78,14.86,44.94,374
Navalperal de Tormes,Ávila,Navalperal de Tormes,52.78,14.86,44.94,374
Navaluenga,Ávila,Navaluenga,52.78,14.86,44.94,374
Navaquesera,Ávila,Navaquesera,52.78,14.86,44.94,374
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,52.78,14.86,44.94,374
Navarredondilla,Ávila,Navarredondilla,52.78,14.86,44.94,374
Navarrevisca,Ávila,Navarrevisca,52.78,14.86,44.94,374
Navas del Marqués (Las),Ávila,Las Navas del Marqués,52.78,14.86,44.94,374
Navatalgordo,Ávila,Navatalgordo,52.78,14.86,44.94,374
Navatejares,Ávila,Navatejares,52.78,14.86,44.94,374
Neila de San Miguel,Ávila,Neila de San Miguel,52.78,14.86,44.94,374
Niharra,Ávila,Niharra,52.78,14.86,44.94,374
Ojos-Albos,Ávila,Ojos-Albos,52.78,14.86,44.94,374
Orbita,Ávila,Orbita,52.78,14.86,44.94,374
Oso (El),Ávila,El Oso,52.78,14.86,44.94,374
Padiernos,Ávila,Padiernos,52.78,14.86,44.94,374
Pajares de Adaja,Ávila,Pajares de Adaja,52.78,14.86,44.94,374
Palacios de Goda,Ávila,Palacios de Goda,52.78,14.86,44.94,374
Papatrigo,Ávila,Papatrigo,52.78,14.86,44.94,374
Parral (El),Ávila,El Parral,52.78,14.86,44.94,374
Pascualcobo,Ávila,Pascualcobo,52.78,14.86,44.94,374
Pedro Bernardo,Ávila,Pedro Bernardo,52.78,14.86,44.94,374
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,52.78,14.86,44.94,374
Peguerinos,Ávila,Peguerinos,52.78,14.86,44.94,374
Peñalba de Ávila,Ávila,Peñalba de Ávila,52.78,14.86,44.94,374
Piedrahíta,Ávila,Piedrahíta,52.78,14.86,44.94,374
Piedralaves,Ávila,Piedralaves,52.78,14.86,44.94,374
Poveda,Ávila,Poveda,52.78,14.86,44.94,374
Poyales del Hoyo,Ávila,Poyales del Hoyo,52.78,14.86,44.94,374
Pozanco,Ávila,Pozanco,52.78,14.86,44.94,374
Pradosegar,Ávila,Pradosegar,52.78,14.86,44.94,374
Puerto Castilla,Ávila,Puerto Castilla,52.78,14.86,44.94,374
Rasueros,Ávila,Rasueros,52.78,14.86,44.94,374
Riocabado,Ávila,Riocabado,52.78,14.86,44.94,374
Riofrío,Ávila,Riofrío,52.78,14.86,44.94,374
Rivilla de Barajas,Ávila,Rivilla de Barajas,52.78,14.86,44.94,374
Salobral,Ávila,Salobral,52.78,14.86,44.94,374
Salvadiós,Ávila,Salvadiós,52.78,14.86,44.94,374
San Bartolomé de Béjar,Ávila,San Bartolomé de Béjar,52.78,14.86,44.94,374
San Bartolomé de Corneja,Ávila,San Bartolomé de Corneja,52.78,14.86,44.94,374
San Bartolomé de Pinares,Ávila,San Bartolomé de Pinares,52.78,14.86,44.94,374
San Esteban de los Patos,Ávila,San Esteban de los Patos,52.78,14.86,44.94,374
San Esteban de Zapardiel,Ávila,San Esteban de Zapardiel,52.78,14.86,44.94,374
San Esteban del Valle,Ávila,San Esteban del Valle,52.78,14.86,44.94,374
San García de Ingelmos,Ávila,San García de Ingelmos,52.78,14.86,44.94,374
San Juan de Gredos,Ávila,San Juan de Gredos,52.78,14.86,44.94,374
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,52.78,14.86,44.94,374
San Juan de la Nava,Ávila,San Juan de la Nava,52.78,14.86,44.94,374
San Juan del Molinillo,Ávila,San Juan del Molinillo,52.78,14.86,44.94,374
San Juan del Olmo,Ávila,San Juan del Olmo,52.78,14.86,44.94,374
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,52.78,14.86,44.94,374
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,52.78,14.86,44.94,374
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,52.78,14.86,44.94,374
San Miguel de Corneja,Ávila,San Miguel de Corneja,52.78,14.86,44.94,374
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,52.78,14.86,44.94,374
San Pascual,Ávila,San Pascual,52.78,14.86,44.94,374
San Pedro del Arroyo,Ávila,San Pedro del Arroyo,52.78,14.86,44.94,374
San Vicente de Arévalo,Ávila,San Vicente de Arévalo,52.78,14.86,44.94,374
Sanchidrián,Ávila,Sanchidrián,52.78,14.86,44.94,374
Sanchorreja,Ávila,Sanchorreja,52.78,14.86,44.94,374
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,52.78,14.86,44.94,374
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,52.78,14.86,44.94,374
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,52.78,14.86,44.94,374
Santa María del Arroyo,Ávila,Santa María del Arroyo,52.78,14.86,44.94,374
Santa María del Berrocal,Ávila,Santa María del Berrocal,52.78,14.86,44.94,374
Santa María del Cubillo,Ávila,Santa María del Cubillo,52.78,14.86,44.94,374
Santa María del Tiétar,Ávila,Santa María del Tiétar,52.78,14.86,44.94,374
Santiago del Collado,Ávila,Santiago del Collado,52.78,14.86,44.94,374
Santiago del Tormes,Ávila,Santiago del Tormes,52.78,14.86,44.94,374
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,52.78,14.86,44.94,374
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,52.78,14.86,44.94,374
Serrada (La),Ávila,La Serrada,52.78,14.86,44.94,374
Serranillos,Ávila,Serranillos,52.78,14.86,44.94,374
Sigeres,Ávila,Sigeres,52.78,14.86,44.94,374
Sinlabajos,Ávila,Sinlabajos,52.78,14.86,44.94,374
Solana de Ávila,Ávila,Solana de Ávila,52.78,14.86,44.94,374
Solana de Rioalmar,Ávila,Solana de Rioalmar,52.78,14.86,44.94,374
Solosancho,Ávila,Solosancho,52.78,14.86,44.94,374
Sotalbo,Ávila,Sotalbo,52.78,14.86,44.94,374
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,52.78,14.86,44.94,374
Tiemblo (El),Ávila,El Tiemblo,52.78,14.86,44.94,374
Tiñosillos,Ávila,Tiñosillos,52.78,14.86,44.94,374
Tolbaños,Ávila,Tolbaños,52.78,14.86,44.94,374
Tormellas,Ávila,Tormellas,52.78,14.86,44.94,374
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,52.78,14.86,44.94,374
Torre (La),Ávila,La Torre,52.78,14.86,44.94,374
Tórtoles,Ávila,Tórtoles,52.78,14.86,44.94,374
Umbrías,Ávila,Umbrías,52.78,14.86,44.94,374
Vadillo de la Sierra,Ávila,Vadillo de la Sierra,52.78,14.86,44.94,374
Valdecasa,Ávila,Valdecasa,52.78,14.86,44.94,374
Vega de Santa María,Ávila,Vega de Santa María,52.78,14.86,44.94,374
Velayos,Ávila,Velayos,52.78,14.86,44.94,374
Villaflor,Ávila,Villaflor,52.78,14.86,44.94,374
Villafranca de la Sierra,Ávila,Villafranca de la Sierra,52.78,14.86,44.94,374
Villanueva de Ávila,Ávila,Villanueva de Ávila,52.78,14.86,44.94,374
Villanueva de Gómez,Ávila,Villanueva de Gómez,52.78,14.86,44.94,374
Villanueva del Aceral,Ávila,Villanueva del Aceral,52.78,14.86,44.94,374
Villanueva del Campillo,Ávila,Villanueva del Campillo,52.78,14.86,44.94,374
Villar de Corneja,Ávila,Villar de Corneja,52.78,14.86,44.94,374
Villarejo del Valle,Ávila,Villarejo del Valle,52.78,14.86,44.94,374
Villatoro,Ávila,Villatoro,52.78,14.86,44.94,374
Viñegra de Moraña,Ávila,Viñegra de Moraña,52.78,14.86,44.94,374
Vita,Ávila,Vita,52.78,14.86,44.94,374
Zapardiel de la Cañada,Ávila,Zapardiel de la Cañada,52.78,14.86,44.94,374
Zapardiel de la Ribera,Ávila,Zapardiel de la Ribera,52.78,14.86,44.94,374
Acedera,Badajoz,Acedera,56.6,16.14,47.46,534
Aceuchal,Badajoz,Aceuchal,56.6,16.14,47.46,534
Ahillones,Badajoz,Ahillones,56.6,16.14,47.46,534
Alange,Badajoz,Alange,56.6,16.14,47.46,534
Albuera (La),Badajoz,La Albuera,56.6,16.14,47.46,534
Alburquerque,Badajoz,Alburquerque,56.6,16.14,47.46,534
Alconchel,Badajoz,Alconchel,56.6,16.14,47.46,534
Alconera,Badajoz,Alconera,56.6,16.14,47.46,534
Aljucén,Badajoz,Aljucén,56.6,16.14,47.46,534
Almendral,Badajoz,Almendral,56.6,16.14,47.46,534
Almendralejo,Badajoz,Almendralejo,56.6,16.14,47.46,534
Arroyo de San Serván,Badajoz,Arroyo de San Serván,56.6,16.14,47.46,534
Atalaya,Badajoz,Atalaya,56.6,16.14,47.46,534
Azuaga,Badajoz,Azuaga,56.6,16.14,47.46,534
Badajoz,Badajoz,Badajoz,56.6,16.14,47.46,534
Barcarrota,Badajoz,Barcarrota,56.6,16.14,47.46,534
Baterno,Badajoz,Baterno,56.6,16.14,47.46,534
Benquerencia de la Serena,Badajoz,Benquerencia de la Serena,56.6,16.14,47.46,534
Berlanga,Badajoz,Berlanga,56.6,16.14,47.46,534
Bienvenida,Badajoz,Bienvenida,56.6,16.14,47.46,534
Bodonal de la Sierra,Badajoz,Bodonal de la Sierra,56.6,16.14,47.46,534
Burguillos del Cerro,Badajoz,Burguillos del Cerro,56.6,16.14,47.46,534
Cabeza del Buey,Badajoz,Cabeza del Buey,56.6,16.14,47.46,534
Cabeza la Vaca,Badajoz,Cabeza la Vaca,56.6,16.14,47.46,534
Calamonte,Badajoz,Calamonte,56.6,16.14,47.46,534
Calera de León,Badajoz,Calera de León,56.6,16.14,47.46,534
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,56.6,16.14,47.46,534
Campanario,Badajoz,Campanario,56.6,16.14,47.46,534
Campillo de Llerena,Badajoz,Campillo de Llerena,56.6,16.14,47.46,534
Capilla,Badajoz,Capilla,56.6,16.14,47.46,534
Carmonita,Badajoz,Carmonita,56.6,16.14,47.46,534
Carrascalejo (El),Badajoz,El Carrascalejo,56.6,16.14,47.46,534
Casas de Don Pedro,Badajoz,Casas de Don Pedro,56.6,16.14,47.46,534
Casas de Reina,Badajoz,Casas de Reina,56.6,16.14,47.46,534
Castilblanco,Badajoz,Castilblanco,56.6,16.14,47.46,534
Castuera,Badajoz,Castuera,56.6,16.14,47.46,534
Cheles,Badajoz,Cheles,56.6,16.14,47.46,534
Codosera (La),Badajoz,La Codosera,56.6,16.14,47.46,534
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,56.6,16.14,47.46,534
Coronada (La),Badajoz,La Coronada,56.6,16.14,47.46,534
Corte de Peleas,Badajoz,Corte de Peleas,56.6,16.14,47.46,534
Cristina,Badajoz,Cristina,56.6,16.14,47.46,534
Don Álvaro,Badajoz,Don Álvaro,56.6,16.14,47.46,534
Don Benito,Badajoz,Don Benito,56.6,16.14,47.46,534
Entrín Bajo,Badajoz,Entrín Bajo,56.6,16.14,47.46,534
Esparragalejo,Badajoz,Esparragalejo,56.6,16.14,47.46,534
Esparragosa de la Serena,Badajoz,Esparragosa de la Serena,56.6,16.14,47.46,534
Esparragosa de Lares,Badajoz,Esparragosa de Lares,56.6,16.14,47.46,534
Feria,Badajoz,Feria,56.6,16.14,47.46,534
Fregenal de la Sierra,Badajoz,Fregenal de la Sierra,56.6,16.14,47.46,534
Fuenlabrada de los Montes,Badajoz,Fuenlabrada de los Montes,56.6,16.14,47.46,534
Fuente de Cantos,Badajoz,Fuente de Cantos,56.6,16.14,47.46,534
Fuente del Arco,Badajoz,Fuente del Arco,56.6,16.14,47.46,534
Fuente del Maestre,Badajoz,Fuente del Maestre,56.6,16.14,47.46,534
Fuentes de León,Badajoz,Fuentes de León,56.6,16.14,47.46,534
Garbayuela,Badajoz,Garbayuela,56.6,16.14,47.46,534
Garlitos,Badajoz,Garlitos,56.6,16.14,47.46,534
Garrovilla (La),Badajoz,La Garrovilla,56.6,16.14,47.46,534
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa,56.6,16.14,47.46,534
Guadiana,Badajoz,Guadiana,56.6,16.14,47.46,534
Guareña,Badajoz,Guareña,56.6,16.14,47.46,534
Haba (La),Badajoz,La Haba,56.6,16.14,47.46,534
Helechosa de los Montes,Badajoz,Helechosa de los Montes,56.6,16.14,47.46,534
Herrera del Duque,Badajoz,Herrera del Duque,56.6,16.14,47.46,534
Higuera de la Serena,Badajoz,Higuera de la Serena,56.6,16.14,47.46,534
Higuera de Llerena,Badajoz,Higuera de Llerena,56.6,16.14,47.46,534
Higuera de Vargas,Badajoz,Higuera de Vargas,56.6,16.14,47.46,534
Higuera la Real,Badajoz,Higuera la Real,56.6,16.14,47.46,534
Hinojosa del Valle,Badajoz,Hinojosa del Valle,56.6,16.14,47.46,534
Hornachos,Badajoz,Hornachos,56.6,16.14,47.46,534
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros,56.6,16.14,47.46,534
Lapa (La),Badajoz,La Lapa,56.6,16.14,47.46,534
Llera,Badajoz,Llera,56.6,16.14,47.46,534
Llerena,Badajoz,Llerena,56.6,16.14,47.46,534
Lobón,Badajoz,Lobón,56.6,16.14,47.46,534
Magacela,Badajoz,Magacela,56.6,16.14,47.46,534
Maguilla,Badajoz,Maguilla,56.6,16.14,47.46,534
Malcocinado,Badajoz,Malcocinado,56.6,16.14,47.46,534
Malpartida de la Serena,Badajoz,Malpartida de la Serena,56.6,16.14,47.46,534
Manchita,Badajoz,Manchita,56.6,16.14,47.46,534
Medellín,Badajoz,Medellín,56.6,16.14,47.46,534
Medina de las Torres,Badajoz,Medina de las Torres,56.6,16.14,47.46,534
Mengabril,Badajoz,Mengabril,56.6,16.14,47.46,534
Mérida,Badajoz,Mérida,56.6,16.14,47.46,534
Mirandilla,Badajoz,Mirandilla,56.6,16.14,47.46,534
Monesterio,Badajoz,Monesterio,56.6,16.14,47.46,534
Montemolín,Badajoz,Montemolín,56.6,16.14,47.46,534
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,56.6,16.14,47.46,534
Montijo,Badajoz,Montijo,56.6,16.14,47.46,534
Morera (La),Badajoz,La Morera,56.6,16.14,47.46,534
Nava de Santiago (La),Badajoz,La Nava de Santiago,56.6,16.14,47.46,534
Navalvillar de Pela,Badajoz,Navalvillar de Pela,56.6,16.14,47.46,534
Nogales,Badajoz,Nogales,56.6,16.14,47.46,534
Oliva de la Frontera,Badajoz,Oliva de la Frontera,56.6,16.14,47.46,534
Oliva de Mérida,Badajoz,Oliva de Mérida,56.6,16.14,47.46,534
Olivenza,Badajoz,Olivenza,56.6,16.14,47.46,534
Orellana de la Sierra,Badajoz,Orellana de la Sierra,56.6,16.14,47.46,534
Orellana la Vieja,Badajoz,Orellana la Vieja,56.6,16.14,47.46,534
Palomas,Badajoz,Palomas,56.6,16.14,47.46,534
Parra (La),Badajoz,La Parra,56.6,16.14,47.46,534
Peñalsordo,Badajoz,Peñalsordo,56.6,16.14,47.46,534
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,56.6,16.14,47.46,534
Puebla de Alcocer,Badajoz,Puebla de Alcocer,56.6,16.14,47.46,534
Puebla de la Calzada,Badajoz,Puebla de la Calzada,56.6,16.14,47.46,534
Puebla de la Reina,Badajoz,Puebla de la Reina,56.6,16.14,47.46,534
Puebla de Obando,Badajoz,Puebla de Obando,56.6,16.14,47.46,534
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,56.6,16.14,47.46,534
Puebla del Maestre,Badajoz,Puebla del Maestre,56.6,16.14,47.46,534
Puebla del Prior,Badajoz,Puebla del Prior,56.6,16.14,47.46,534
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,56.6,16.14,47.46,534
Quintana de la Serena,Badajoz,Quintana de la Serena,56.6,16.14,47.46,534
Reina,Badajoz,Reina,56.6,16.14,47.46,534
Rena,Badajoz,Rena,56.6,16.14,47.46,534
Retamal de Llerena,Badajoz,Retamal de Llerena,56.6,16.14,47.46,534
Ribera del Fresno,Badajoz,Ribera del Fresno,56.6,16.14,47.46,534
Risco,Badajoz,Risco,56.6,16.14,47.46,534
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,56.6,16.14,47.46,534
Salvaleón,Badajoz,Salvaleón,56.6,16.14,47.46,534
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros,56.6,16.14,47.46,534
San Pedro de Mérida,Badajoz,San Pedro de Mérida,56.6,16.14,47.46,534
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara,56.6,16.14,47.46,534
Sancti-Spíritus,Badajoz,Sancti-Spíritus,56.6,16.14,47.46,534
Santa Amalia,Badajoz,Santa Amalia,56.6,16.14,47.46,534
Santa Marta,Badajoz,Santa Marta,56.6,16.14,47.46,534
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,56.6,16.14,47.46,534
Segura de León,Badajoz,Segura de León,56.6,16.14,47.46,534
Siruela,Badajoz,Siruela,56.6,16.14,47.46,534
Solana de los Barros,Badajoz,Solana de los Barros,56.6,16.14,47.46,534
Talarrubias,Badajoz,Talarrubias,56.6,16.14,47.46,534
Talavera la Real,Badajoz,Talavera la Real,56.6,16.14,47.46,534
Táliga,Badajoz,Táliga,56.6,16.14,47.46,534
Tamurejo,Badajoz,Tamurejo,56.6,16.14,47.46,534
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,56.6,16.14,47.46,534
Torremayor,Badajoz,Torremayor,56.6,16.14,47.46,534
Torremejía,Badajoz,Torremejía,56.6,16.14,47.46,534
Trasierra,Badajoz,Trasierra,56.6,16.14,47.46,534
Trujillanos,Badajoz,Trujillanos,56.6,16.14,47.46,534
Usagre,Badajoz,Usagre,56.6,16.14,47.46,534
Valdecaballeros,Badajoz,Valdecaballeros,56.6,16.14,47.46,534
Valdelacalzada,Badajoz,Valdelacalzada,56.6,16.14,47.46,534
Valdetorres,Badajoz,Valdetorres,56.6,16.14,47.46,534
Valencia de las Torres,Badajoz,Valencia de las Torres,56.6,16.14,47.46,534
Valencia del Mombuey,Badajoz,Valencia del Mombuey,56.6,16.14,47.46,534
Valencia del Ventoso,Badajoz,Valencia del Ventoso,56.6,16.14,47.46,534
Valle de la Serena,Badajoz,Valle de la Serena,56.6,16.14,47.46,534
Valle de Matamoros,Badajoz,Valle de Matamoros,56.6,16.14,47.46,534
Valle de Santa Ana,Badajoz,Valle de Santa Ana,56.6,16.14,47.46,534
Valverde de Burguillos,Badajoz,Valverde de Burguillos,56.6,16.14,47.46,534
Valverde de Leganés,Badajoz,Valverde de Leganés,56.6,16.14,47.46,534
Valverde de Llerena,Badajoz,Valverde de Llerena,56.6,16.14,47.46,534
Valverde de Mérida,Badajoz,Valverde de Mérida,56.6,16.14,47.46,534
Villafranca de los Barros,Badajoz,Villafranca de los Barros,56.6,16.14,47.46,534
Villagarcía de la Torre,Badajoz,Villagarcía de la Torre,56.6,16.14,47.46,534
Villagonzalo,Badajoz,Villagonzalo,56.6,16.14,47.46,534
Villalba de los Barros,Badajoz,Villalba de los Barros,56.6,16.14,47.46,534
Villanueva de la Serena,Badajoz,Villanueva de la Serena,56.6,16.14,47.46,534
Villanueva del Fresno,Badajoz,Villanueva del Fresno,56.6,16.14,47.46,534
