codigo_ine,municipio,provincia,comunidad_autonoma,municipio_nombre_humano,linea_costa_provincia,linea_montana_provincia
31130,Iturmendi,Navarra,Comunidad Foral de Navarra,Iturmendi,2,2
48910,Iurreta,Bizkaia,País Vasco,Iurreta,1,2
25113,Ivars d'Urgell,Lleida,Cataluña,Ivars d'Urgell,2,1
25112,Ivars de Noguera,Lleida,Cataluña,Ivars de Noguera,2,1
25114,Ivorra,Lleida,Cataluña,Ivorra,2,1
31131,Iza/Itza,Navarra,Comunidad Foral de Navarra,Iza/Itza,2,2
31132,Izagaondoa,Navarra,Comunidad Foral de Navarra,Izagaondoa,2,2
24084,Izagre,León,Castilla y León,Izagre,2,1
31133,Izalzu/Itzaltzu,Navarra,Comunidad Foral de Navarra,Izalzu/Itzaltzu,2,2
14037,Iznájar,Córdoba,Andalucía,Iznájar,2,2
18105,Iznalloz,Granada,Andalucía,Iznalloz,1,1
29062,Iznate,Málaga,Andalucía,Iznate,1,2
23048,Iznatoraf,Jaén,Andalucía,Iznatoraf,2,2
48050,Izurtza,Bizkaia,País Vasco,Izurtza,1,2
44127,Jabaloyas,Teruel,Aragón,Jabaloyas,2,1
23049,Jabalquinto,Jaén,Andalucía,Jabalquinto,2,2
21043,Jabugo,Huelva,Andalucía,Jabugo,1,0
22130,Jaca,Huesca,Aragón,Jaca,2,1
3080,Jacarilla,Alicante,Comunidad Valenciana,Jacarilla,1,3
19156,Jadraque,Guadalajara,Castilla-La Mancha,Jadraque,0,1
23050,Jaén,Jaén,Andalucía,Jaén,2,2
17085,Jafre,Girona,Cataluña,Jafre,1,1
46142,Jalance,Valencia,Comunidad Valenciana,Jalance,1,0
26081,Jalón de Cameros,La Rioja,La Rioja,Jalón de Cameros,2,2
49096,Jambrina,Zamora,Castilla y León,Jambrina,3,2
23051,Jamilena,Jaén,Andalucía,Jamilena,2,2
12070,Jana (la),Castellón,Comunidad Valenciana,la Jana,1,2
50129,Jaraba,Zaragoza,Aragón,Jaraba,2,1
46144,Jarafuel,Valencia,Comunidad Valenciana,Jarafuel,1,0
10103,Jaraicejo,Cáceres,Extremadura,Jaraicejo,0,3
10104,Jaraíz de la Vera,Cáceres,Extremadura,Jaraíz de la Vera,0,3
9183,Jaramillo de la Fuente,Burgos,Castilla y León,Jaramillo de la Fuente,2,2
9184,Jaramillo Quemado,Burgos,Castilla y León,Jaramillo Quemado,2,2
10105,Jarandilla de la Vera,Cáceres,Extremadura,Jarandilla de la Vera,0,3
10106,Jarilla,Cáceres,Extremadura,Jarilla,0,3
44128,Jarque de la Val,Teruel,Aragón,Jarque de la Val,2,1
50130,Jarque de Moncayo,Zaragoza,Aragón,Jarque de Moncayo,2,1
22131,Jasa,Huesca,Aragón,Jasa,2,1
18106,Játar,Granada,Andalucía,Játar,1,1
44129,Jatiel,Teruel,Aragón,Jatiel,2,1
50131,Jaulín,Zaragoza,Aragón,Jaulín,2,1
31134,Jaurrieta,Navarra,Comunidad Foral de Navarra,Jaurrieta,2,2
3082,Jávea/Xàbia,Alicante,Comunidad Valenciana,Jávea/Xàbia,1,3
31135,Javier,Navarra,Comunidad Foral de Navarra,Javier,2,2
18107,Jayena,Granada,Andalucía,Jayena,1,1
11020,Jerez de la Frontera,Cádiz,Andalucía,Jerez de la Frontera,1,0
6070,Jerez de los Caballeros,Badajoz,Extremadura,Jerez de los Caballeros,3,0
18108,Jérez del Marquesado,Granada,Andalucía,Jérez del Marquesado,1,1
12071,Jérica,Castellón,Comunidad Valenciana,Jérica,1,2
10107,Jerte,Cáceres,Extremadura,Jerte,0,3
18109,Jete,Granada,Andalucía,Jete,1,1
3083,Jijona/Xixona,Alicante,Comunidad Valenciana,Jijona/Xixona,1,3
23052,Jimena,Jaén,Andalucía,Jimena,2,2
11021,Jimena de la Frontera,Cádiz,Andalucía,Jimena de la Frontera,1,0
29063,Jimera de Líbar,Málaga,Andalucía,Jimera de Líbar,1,2
19157,Jirueque,Guadalajara,Castilla-La Mancha,Jirueque,0,1
24086,Joarilla de las Matas,León,Castilla y León,Joarilla de las Matas,2,1
23053,Jódar,Jaén,Andalucía,Jódar,2,2
17086,Jonquera (La),Girona,Cataluña,La Jonquera,1,1
8103,Jorba,Barcelona,Cataluña,Jorba,1,2
44130,Jorcas,Teruel,Aragón,Jorcas,2,1
2041,Jorquera,Albacete,Castilla-La Mancha,Jorquera,2,2
44131,Josa,Teruel,Aragón,Josa,2,1
25910,Josa i Tuixén,Lleida,Cataluña,Josa i Tuixén,2,1
50132,Joyosa (La),Zaragoza,Aragón,La Joyosa,2,1
40105,Juarros de Riomoros,Segovia,Castilla y León,Juarros de Riomoros,3,1
40106,Juarros de Voltoya,Segovia,Castilla y León,Juarros de Voltoya,3,1
29064,Jubrique,Málaga,Andalucía,Jubrique,1,2
17087,Juià,Girona,Cataluña,Juià,1,1
30022,Jumilla,Murcia,Región de Murcia,Jumilla,1,2
18111,Jun,Granada,Andalucía,Jun,1,1
5108,Junciana,Ávila,Castilla y León,Junciana,0,1
25118,Juncosa,Lleida,Cataluña,Juncosa,2,1
25119,Juneda,Lleida,Cataluña,Juneda,2,1
9189,Junta de Traslaloma,Burgos,Castilla y León,Junta de Traslaloma,2,2
9190,Junta de Villalba de Losa,Burgos,Castilla y León,Junta de Villalba de Losa,2,2
9191,Jurisdicción de Lara,Burgos,Castilla y León,Jurisdicción de Lara,2,2
9192,Jurisdicción de San Zadornil,Burgos,Castilla y León,Jurisdicción de San Zadornil,2,2
31136,Juslapeña,Navarra,Comunidad Foral de Navarra,Juslapeña,2,2
49097,Justel,Zamora,Castilla y León,Justel,3,2
18112,Juviles,Granada,Andalucía,Juviles,1,1
37167,Juzbado,Salamanca,Castilla y León,Juzbado,0,2
29065,Júzcar,Málaga,Andalucía,Júzcar,1,2
48022,Karrantza Harana/Valle de Carranza,Bizkaia,País Vasco,Karrantza Harana/Valle de Carranza,1,2
48907,Kortezubi,Bizkaia,País Vasco,Kortezubi,1,2
1019,Kripan,Álava,País Vasco,Kripan,2,2
1020,Kuartango,Álava,País Vasco,Kuartango,2,2
40107,Labajos,Segovia,Castilla y León,Labajos,3,1
1028,Labastida/Bastida,Álava,País Vasco,Labastida/Bastida,2,2
13050,Labores (Las),Ciudad Real,Castilla-La Mancha,Las Labores,3,2
22133,Labuerda,Huesca,Aragón,Labuerda,2,1
18115,Láchar,Granada,Andalucía,Láchar,1,1
10108,Ladrillar,Cáceres,Extremadura,Ladrillar,0,3
45082,Lagartera,Toledo,Castilla-La Mancha,Lagartera,0,2
34091,Lagartos,Palencia,Castilla y León,Lagartos,2,2
50133,Lagata,Zaragoza,Aragón,Lagata,2,1
1030,Lagrán,Álava,País Vasco,Lagrán,2,2
1031,Laguardia,Álava,País Vasco,Laguardia,2,2
44132,Lagueruela,Teruel,Aragón,Lagueruela,2,1
24087,Laguna Dalga,León,Castilla y León,Laguna Dalga,2,1
26082,Laguna de Cameros,La Rioja,La Rioja,Laguna de Cameros,2,2
40108,Laguna de Contreras,Segovia,Castilla y León,Laguna de Contreras,3,1
47076,Laguna de Duero,Valladolid,Castilla y León,Laguna de Duero,3,0
24088,Laguna de Negrillos,León,Castilla y León,Laguna de Negrillos,2,1
16115,Laguna del Marquesado,Cuenca,Castilla-La Mancha,Laguna del Marquesado,2,2
16116,Lagunaseca,Cuenca,Castilla-La Mancha,Lagunaseca,2,2
37168,Lagunilla,Salamanca,Castilla y León,Lagunilla,0,2
26083,Lagunilla del Jubera,La Rioja,La Rioja,Lagunilla del Jubera,2,2
23040,Lahiguera,Jaén,Andalucía,Lahiguera,2,2
31138,Lakuntza,Navarra,Comunidad Foral de Navarra,Lakuntza,2,2
36024,Lalín,Pontevedra,Galicia,Lalín,1,3
22135,Laluenga,Huesca,Aragón,Laluenga,2,1
22136,Lalueza,Huesca,Aragón,Lalueza,2,1
36025,Lama (A),Pontevedra,Galicia,A Lama,1,3
39034,Lamasón,Cantabria,Cantabria,Lamasón,1,1
31139,Lana,Navarra,Comunidad Foral de Navarra,Lana,2,2
22137,Lanaja,Huesca,Aragón,Lanaja,2,1
27026,Láncara,Lugo,Galicia,Láncara,1,2
1032,Lanciego/Lantziego,Álava,País Vasco,Lanciego/Lantziego,2,2
16117,Landete,Cuenca,Castilla-La Mancha,Landete,2,2
48051,Lanestosa,Bizkaia,País Vasco,Lanestosa,1,2
5109,Langa,Ávila,Castilla y León,Langa,0,1
42103,Langa de Duero,Soria,Castilla y León,Langa de Duero,3,1
50134,Langa del Castillo,Zaragoza,Aragón,Langa del Castillo,2,1
47077,Langayo,Valladolid,Castilla y León,Langayo,3,0
33031,Langreo,Asturias,Principado de Asturias,Langreo,1,1
40109,Languilla,Segovia,Castilla y León,Languilla,3,1
18116,Lanjarón,Granada,Andalucía,Lanjarón,1,1
34092,Lantadilla,Palencia,Castilla y León,Lantadilla,2,2
1902,Lantarón,Álava,País Vasco,Lantarón,2,2
18117,Lanteira,Granada,Andalucía,Lanteira,1,1
41052,Lantejuela,Sevilla,Andalucía,Lantejuela,2,0
31140,Lantz,Navarra,Comunidad Foral de Navarra,Lantz,2,2
5110,Lanzahíta,Ávila,Castilla y León,Lanzahíta,0,1
44133,Lanzuela,Teruel,Aragón,Lanzuela,2,1
6071,Lapa (La),Badajoz,Extremadura,La Lapa,3,0
22139,Laperdiguera,Huesca,Aragón,Laperdiguera,2,1
31141,Lapoblación,Navarra,Comunidad Foral de Navarra,Lapoblación,2,2
1033,Lapuebla de Labarca,Álava,País Vasco,Lapuebla de Labarca,2,2
15041,Laracha (A),A Coruña,Galicia,A Laracha,1,3
26084,Lardero,La Rioja,La Rioja,Lardero,2,2
39035,Laredo,Cantabria,Cantabria,Laredo,1,1
32038,Larouco,Ourense,Galicia,Larouco,2,2
4056,Laroya,Almería,Andalucía,Laroya,1,2
48052,Larrabetzu,Bizkaia,País Vasco,Larrabetzu,1,2
31142,Larraga,Navarra,Comunidad Foral de Navarra,Larraga,2,2
31143,Larraona,Navarra,Comunidad Foral de Navarra,Larraona,2,2
20048,Larraul,Gipuzkoa,País Vasco,Larraul,1,2
31144,Larraun,Navarra,Comunidad Foral de Navarra,Larraun,2,2
37169,Larrodrigo,Salamanca,Castilla y León,Larrodrigo,0,2
23054,Larva,Jaén,Andalucía,Larva,2,2
20902,Lasarte-Oria,Gipuzkoa,País Vasco,Lasarte-Oria,1,2
22141,Lascellas-Ponzano,Huesca,Aragón,Lascellas-Ponzano,2,1
22142,Lascuarre,Huesca,Aragón,Lascuarre,2,1
22143,Laspaúles,Huesca,Aragón,Laspaúles,2,1
22144,Laspuña,Huesca,Aragón,Laspuña,2,1
40110,Lastras de Cuéllar,Segovia,Castilla y León,Lastras de Cuéllar,3,1
40111,Lastras del Pozo,Segovia,Castilla y León,Lastras del Pozo,3,1
40112,Lastrilla (La),Segovia,Castilla y León,La Lastrilla,3,1
1036,Laudio/Llodio,Álava,País Vasco,Laudio/Llodio,2,2
4057,Láujar de Andarax,Almería,Andalucía,Láujar de Andarax,1,2
48053,Laukiz,Bizkaia,País Vasco,Laukiz,1,2
33032,Laviana,Asturias,Principado de Asturias,Laviana,1,1
15040,Laxe,A Coruña,Galicia,Laxe,1,3
50135,Layana,Zaragoza,Aragón,Layana,2,1
45083,Layos,Toledo,Castilla-La Mancha,Layos,0,2
32039,Laza,Ourense,Galicia,Laza,2,2
31145,Lazagurría,Navarra,Comunidad Foral de Navarra,Lazagurría,2,2
20049,Lazkao,Gipuzkoa,País Vasco,Lazkao,1,2
20050,Leaburu,Gipuzkoa,País Vasco,Leaburu,1,2
31146,Leache/Leatxe,Navarra,Comunidad Foral de Navarra,Leache/Leatxe,2,2
41053,Lebrija,Sevilla,Andalucía,Lebrija,2,0
50136,Lécera,Zaragoza,Aragón,Lécera,2,1
50138,Lechón,Zaragoza,Aragón,Lechón,2,1
50137,Leciñena,Zaragoza,Aragón,Leciñena,2,1
18119,Lecrín,Granada,Andalucía,Lecrín,1,1
19159,Ledanca,Guadalajara,Castilla-La Mancha,Ledanca,0,1
16118,Ledaña,Cuenca,Castilla-La Mancha,Ledaña,2,2
37170,Ledesma,Salamanca,Castilla y León,Ledesma,0,2
26086,Ledesma de la Cogolla,La Rioja,La Rioja,Ledesma de la Cogolla,2,2
34094,Ledigos,Palencia,Castilla y León,Ledigos,2,2
37171,Ledrada,Salamanca,Castilla y León,Ledrada,0,2
28074,Leganés,Madrid,Comunidad de Madrid,Leganés,3,2
16119,Leganiel,Cuenca,Castilla-La Mancha,Leganiel,2,2
31147,Legarda,Navarra,Comunidad Foral de Navarra,Legarda,2,2
31148,Legaria,Navarra,Comunidad Foral de Navarra,Legaria,2,2
20051,Legazpi,Gipuzkoa,País Vasco,Legazpi,1,2
20052,Legorreta,Gipuzkoa,País Vasco,Legorreta,1,2
1058,Legutio,Álava,País Vasco,Legutio,2,2
20068,Leintz-Gatzaga,Gipuzkoa,País Vasco,Leintz-Gatzaga,1,2
48054,Leioa,Bizkaia,País Vasco,Leioa,1,2
32040,Leiro,Ourense,Galicia,Leiro,2,2
31149,Leitza,Navarra,Comunidad Foral de Navarra,Leitza,2,2
26087,Leiva,La Rioja,La Rioja,Leiva,2,2
48057,Lekeitio,Bizkaia,País Vasco,Lekeitio,1,2
31908,Lekunberri,Navarra,Comunidad Foral de Navarra,Lekunberri,2,2
48055,Lemoa,Bizkaia,País Vasco,Lemoa,1,2
48056,Lemoiz,Bizkaia,País Vasco,Lemoiz,1,2
33033,Lena,Asturias,Principado de Asturias,Lena,1,1
18120,Lentegí,Granada,Andalucía,Lentegí,1,1
24089,León,León,Castilla y León,León,2,1
31150,Leoz/Leotz,Navarra,Comunidad Foral de Navarra,Leoz/Leotz,2,2
21044,Lepe,Huelva,Andalucía,Lepe,1,0
31151,Lerga,Navarra,Comunidad Foral de Navarra,Lerga,2,2
31152,Lerín,Navarra,Comunidad Foral de Navarra,Lerín,2,2
9194,Lerma,Burgos,Castilla y León,Lerma,2,2
25121,Les,Lleida,Cataluña,Les,2,1
31153,Lesaka,Navarra,Comunidad Foral de Navarra,Lesaka,2,2
2042,Letur,Albacete,Castilla-La Mancha,Letur,2,2
50139,Letux,Zaragoza,Aragón,Letux,2,1
1034,Leza,Álava,País Vasco,Leza,2,2
26088,Leza de Río Leza,La Rioja,La Rioja,Leza de Río Leza,2,2
48081,Lezama,Bizkaia,País Vasco,Lezama,1,2
31154,Lezaun,Navarra,Comunidad Foral de Navarra,Lezaun,2,2
20053,Lezo,Gipuzkoa,País Vasco,Lezo,1,2
2043,Lezuza,Albacete,Castilla-La Mancha,Lezuza,2,2
30023,Librilla,Murcia,Región de Murcia,Librilla,1,2
44135,Libros,Teruel,Aragón,Libros,2,1
42105,Liceras,Soria,Castilla y León,Liceras,3,1
44136,Lidón,Teruel,Aragón,Lidón,2,1
31155,Liédena,Navarra,Comunidad Foral de Navarra,Liédena,2,2
39036,Liendo,Cantabria,Cantabria,Liendo,1,1
39037,Liérganes,Cantabria,Cantabria,Liérganes,1,1
2044,Liétor,Albacete,Castilla-La Mancha,Liétor,2,2
4058,Líjar,Almería,Andalucía,Líjar,1,2
45084,Lillo,Toledo,Castilla-La Mancha,Lillo,0,2
39038,Limpias,Cantabria,Cantabria,Limpias,1,1
23055,Linares,Jaén,Andalucía,Linares,2,2
21045,Linares de la Sierra,Huelva,Andalucía,Linares de la Sierra,1,0
44137,Linares de Mora,Teruel,Aragón,Linares de Mora,2,1
37172,Linares de Riofrío,Salamanca,Castilla y León,Linares de Riofrío,0,2
11022,Línea de la Concepción (La),Cádiz,Andalucía,La Línea de la Concepción,1,0
25122,Linyola,Lleida,Cataluña,Linyola,2,1
50140,Litago,Zaragoza,Aragón,Litago,2,1
50141,Lituénigo,Zaragoza,Aragón,Lituénigo,2,1
20054,Lizartza,Gipuzkoa,País Vasco,Lizartza,1,2
31156,Lizoáin-Arriasgoiti,Navarra,Comunidad Foral de Navarra,Lizoáin-Arriasgoiti,2,2
8104,Llacuna (La),Barcelona,Cataluña,La Llacuna,1,2
17088,Lladó,Girona,Cataluña,Lladó,1,1
25123,Lladorre,Lleida,Cataluña,Lladorre,2,1
25124,Lladurs,Lleida,Cataluña,Lladurs,2,1
8105,Llagosta (La),Barcelona,Cataluña,La Llagosta,1,2
17089,Llagostera,Girona,Cataluña,Llagostera,1,1
24092,Llamas de la Ribera,León,Castilla y León,Llamas de la Ribera,2,1
17090,Llambilles,Girona,Cataluña,Llambilles,1,1
17091,Llanars,Girona,Cataluña,Llanars,1,1
17092,Llançà,Girona,Cataluña,Llançà,1,1
33035,Llanera,Asturias,Principado de Asturias,Llanera,1,1
46154,Llanera de Ranes,Valencia,Comunidad Valenciana,Llanera de Ranes,1,0
33036,Llanes,Asturias,Principado de Asturias,Llanes,1,1
9195,Llano de Bureba,Burgos,Castilla y León,Llano de Bureba,2,2
47079,Llano de Olmedo,Valladolid,Castilla y León,Llano de Olmedo,3,0
38024,Llanos de Aridane (Los),Santa Cruz de Tenerife,Islas Canarias,Los Llanos de Aridane,1,2
5113,Llanos de Tormes (Los),Ávila,Castilla y León,Los Llanos de Tormes,0,1
13904,Llanos del Caudillo,Ciudad Real,Castilla-La Mancha,Llanos del Caudillo,3,2
25125,Llardecans,Lleida,Cataluña,Llardecans,2,1
46155,Llaurí,Valencia,Comunidad Valenciana,Llaurí,1,0
25126,Llavorsí,Lleida,Cataluña,Llavorsí,2,1
44141,Lledó,Teruel,Aragón,Lledó,2,1
25120,Lleida,Lleida,Cataluña,Lleida,2,1
6073,Llera,Badajoz,Extremadura,Llera,3,0
6074,Llerena,Badajoz,Extremadura,Llerena,3,0
17093,Llers,Girona,Cataluña,Llers,1,1
25127,Lles de Cerdanya,Lleida,Cataluña,Lles de Cerdanya,2,1
3085,Llíber,Alicante,Comunidad Valenciana,Llíber,1,3
8107,Lliçà d'Amunt,Barcelona,Cataluña,Lliçà d'Amunt,1,2
8108,Lliçà de Vall,Barcelona,Cataluña,Lliçà de Vall,1,2
25128,Llimiana,Lleida,Cataluña,Llimiana,2,1
8106,Llinars del Vallès,Barcelona,Cataluña,Llinars del Vallès,1,2
46147,Llíria,Valencia,Comunidad Valenciana,Llíria,1,0
17094,Llívia,Girona,Cataluña,Llívia,1,1
43072,Lloar (El),Tarragona,Cataluña,El Lloar,1,2
25129,Llobera,Lleida,Cataluña,Llobera,2,1
46151,Llocnou d'En Fenollet,Valencia,Comunidad Valenciana,Llocnou d'En Fenollet,1,0
46152,Llocnou de la Corona,Valencia,Comunidad Valenciana,Llocnou de la Corona,1,0
46153,Llocnou de Sant Jeroni,Valencia,Comunidad Valenciana,Llocnou de Sant Jeroni,1,0
46156,Llombai,Valencia,Comunidad Valenciana,Llombai,1,0
43073,Llorac,Tarragona,Cataluña,Llorac,1,2
43074,Llorenç del Penedès,Tarragona,Cataluña,Llorenç del Penedès,1,2
17095,Lloret de Mar,Girona,Cataluña,Lloret de Mar,1,1
7028,Lloret de Vistalegre,Illes Balears,Islas Baleares,Lloret de Vistalegre,1,2
12074,Llosa (la),Castellón,Comunidad Valenciana,la Llosa,1,2
46157,Llosa de Ranes (la),Valencia,Comunidad Valenciana,la Llosa de Ranes,1,0
7029,Lloseta,Illes Balears,Islas Baleares,Lloseta,1,2
17096,Llosses (Les),Girona,Cataluña,Les Llosses,1,1
7030,Llubí,Illes Balears,Islas Baleares,Llubí,1,2
8109,Lluçà,Barcelona,Cataluña,Lluçà,1,2
12072,Llucena/Lucena del Cid,Castellón,Comunidad Valenciana,Llucena/Lucena del Cid,1,2
7031,Llucmajor,Illes Balears,Islas Baleares,Llucmajor,1,2
46150,Llutxent,Valencia,Comunidad Valenciana,Llutxent,1,0
22149,Loarre,Huesca,Aragón,Loarre,2,1
32041,Lobeira,Ourense,Galicia,Lobeira,2,2
50142,Lobera de Onsella,Zaragoza,Aragón,Lobera de Onsella,2,1
32042,Lobios,Ourense,Galicia,Lobios,2,2
6072,Lobón,Badajoz,Extremadura,Lobón,3,0
18121,Lobras,Granada,Andalucía,Lobras,1,1
31157,Lodosa,Navarra,Comunidad Foral de Navarra,Lodosa,2,2
28075,Loeches,Madrid,Comunidad de Madrid,Loeches,3,2
26089,Logroño,La Rioja,La Rioja,Logroño,2,2
10109,Logrosán,Cáceres,Extremadura,Logrosán,0,3
48903,Loiu,Bizkaia,País Vasco,Loiu,1,2
18122,Loja,Granada,Andalucía,Loja,1,1
34903,Loma de Ucieza,Palencia,Castilla y León,Loma de Ucieza,2,2
34096,Lomas,Palencia,Castilla y León,Lomas,2,2
45085,Lominchar,Toledo,Castilla-La Mancha,Lominchar,0,2
47078,Lomoviejo,Valladolid,Castilla y León,Lomoviejo,3,0
50143,Longares,Zaragoza,Aragón,Longares,2,1
50144,Longás,Zaragoza,Aragón,Longás,2,1
31158,Lónguida/Longida,Navarra,Comunidad Foral de Navarra,Lónguida/Longida,2,2
23056,Lopera,Jaén,Andalucía,Lopera,2,2
22150,Loporzano,Huesca,Aragón,Loporzano,2,1
41054,Lora de Estepa,Sevilla,Andalucía,Lora de Estepa,2,0
41055,Lora del Río,Sevilla,Andalucía,Lora del Río,2,0
19160,Loranca de Tajuña,Guadalajara,Castilla-La Mancha,Loranca de Tajuña,0,1
30024,Lorca,Murcia,Región de Murcia,Lorca,1,2
3084,Lorcha/Orxa (L'),Alicante,Comunidad Valenciana,L' Lorcha/Orxa,1,3
46148,Loriguilla,Valencia,Comunidad Valenciana,Loriguilla,1,0
30025,Lorquí,Murcia,Región de Murcia,Lorquí,1,2
40113,Losa (La),Segovia,Castilla y León,La Losa,3,1
46149,Losa del Obispo,Valencia,Comunidad Valenciana,Losa del Obispo,1,0
49098,Losacino,Zamora,Castilla y León,Losacino,3,2
49099,Losacio,Zamora,Castilla y León,Losacio,3,2
10110,Losar de la Vera,Cáceres,Extremadura,Losar de la Vera,0,3
5112,Losar del Barco (El),Ávila,Castilla y León,El Losar del Barco,0,1
22151,Loscorrales,Huesca,Aragón,Loscorrales,2,1
44138,Loscos,Teruel,Aragón,Loscos,2,1
42106,Losilla (La),Soria,Castilla y León,La Losilla,3,1
27027,Lourenzá,Lugo,Galicia,Lourenzá,1,2
15042,Lousame,A Coruña,Galicia,Lousame,1,3
28076,Lozoya,Madrid,Comunidad de Madrid,Lozoya,3,2
28901,Lozoyuela-Navas-Sieteiglesias,Madrid,Comunidad de Madrid,Lozoyuela-Navas-Sieteiglesias,3,2
49100,Lubián,Zamora,Castilla y León,Lubián,3,2
4059,Lubrín,Almería,Andalucía,Lubrín,1,2
4060,Lucainena de las Torres,Almería,Andalucía,Lucainena de las Torres,1,2
4061,Lúcar,Almería,Andalucía,Lúcar,1,2
14038,Lucena,Córdoba,Andalucía,Lucena,2,2
50146,Lucena de Jalón,Zaragoza,Aragón,Lucena de Jalón,2,1
21046,Lucena del Puerto,Huelva,Andalucía,Lucena del Puerto,1,0
50147,Luceni,Zaragoza,Aragón,Luceni,2,1
13051,Luciana,Ciudad Real,Castilla-La Mancha,Luciana,3,2
24090,Lucillo,León,Castilla y León,Lucillo,2,1
45086,Lucillos,Toledo,Castilla-La Mancha,Lucillos,0,2
12073,Ludiente,Castellón,Comunidad Valenciana,Ludiente,1,2
49101,Luelmo,Zamora,Castilla y León,Luelmo,3,2
39039,Luena,Cantabria,Cantabria,Luena,1,1
50148,Luesia,Zaragoza,Aragón,Luesia,2,1
50149,Luesma,Zaragoza,Aragón,Luesma,2,1
27028,Lugo,Lugo,Galicia,Lugo,1,2
18123,Lugros,Granada,Andalucía,Lugros,1,1
41056,Luisiana (La),Sevilla,Andalucía,La Luisiana,2,0
18124,Lújar,Granada,Andalucía,Lújar,1,1
31159,Lumbier,Navarra,Comunidad Foral de Navarra,Lumbier,2,2
37173,Lumbrales,Salamanca,Castilla y León,Lumbrales,0,2
26091,Lumbreras de Cameros,La Rioja,La Rioja,Lumbreras de Cameros,2,2
50150,Lumpiaque,Zaragoza,Aragón,Lumpiaque,2,1
50151,Luna,Zaragoza,Aragón,Luna,2,1
19161,Lupiana,Guadalajara,Castilla-La Mancha,Lupiana,0,1
22905,Lupiñén-Ortilla,Huesca,Aragón,Lupiñén-Ortilla,2,1
23057,Lupión,Jaén,Andalucía,Lupión,2,2
14039,Luque,Córdoba,Andalucía,Luque,2,2
31160,Luquin,Navarra,Comunidad Foral de Navarra,Luquin,2,2
24091,Luyego,León,Castilla y León,Luyego,2,1
19162,Luzaga,Guadalajara,Castilla-La Mancha,Luzaga,0,1
31248,Luzaide/Valcarlos,Navarra,Comunidad Foral de Navarra,Luzaide/Valcarlos,2,2
19163,Luzón,Guadalajara,Castilla-La Mancha,Luzón,0,1
4062,Macael,Almería,Andalucía,Macael,1,2
17102,Maçanet de Cabrenys,Girona,Cataluña,Maçanet de Cabrenys,1,1
17103,Maçanet de la Selva,Girona,Cataluña,Maçanet de la Selva,1,1
46158,Macastre,Valencia,Comunidad Valenciana,Macastre,1,0
32043,Maceda,Ourense,Galicia,Maceda,2,2
37175,Machacón,Salamanca,Castilla y León,Machacón,0,2
29066,Macharaviaya,Málaga,Andalucía,Macharaviaya,1,2
37174,Macotera,Salamanca,Castilla y León,Macotera,0,2
28078,Madarcos,Madrid,Comunidad de Madrid,Madarcos,3,2
49102,Maderal (El),Zamora,Castilla y León,El Maderal,3,2
40115,Maderuelo,Segovia,Castilla y León,Maderuelo,3,1
17097,Madremanya,Girona,Cataluña,Madremanya,1,1
28079,Madrid,Madrid,Comunidad de Madrid,Madrid,3,2
49103,Madridanos,Zamora,Castilla y León,Madridanos,3,2
45087,Madridejos,Toledo,Castilla-La Mancha,Madridejos,0,2
10111,Madrigal de la Vera,Cáceres,Extremadura,Madrigal de la Vera,0,3
5114,Madrigal de las Altas Torres,Ávila,Castilla y León,Madrigal de las Altas Torres,0,1
9196,Madrigal del Monte,Burgos,Castilla y León,Madrigal del Monte,2,2
10112,Madrigalejo,Cáceres,Extremadura,Madrigalejo,0,3
9197,Madrigalejo del Monte,Burgos,Castilla y León,Madrigalejo del Monte,2,2
2045,Madrigueras,Albacete,Castilla-La Mancha,Madrigueras,2,2
37176,Madroñal,Salamanca,Castilla y León,Madroñal,0,2
10113,Madroñera,Cáceres,Extremadura,Madroñera,0,3
41057,Madroño (El),Sevilla,Andalucía,El Madroño,2,0
50152,Maella,Zaragoza,Aragón,Maella,2,1
5115,Maello,Ávila,Castilla y León,Maello,0,1
6075,Magacela,Badajoz,Extremadura,Magacela,3,0
50153,Magallón,Zaragoza,Aragón,Magallón,2,1
45088,Magán,Toledo,Castilla-La Mancha,Magán,0,2
42107,Magaña,Soria,Castilla y León,Magaña,3,1
24093,Magaz de Cepeda,León,Castilla y León,Magaz de Cepeda,2,1
34098,Magaz de Pisuerga,Palencia,Castilla y León,Magaz de Pisuerga,2,2
6076,Maguilla,Badajoz,Extremadura,Maguilla,3,0
9198,Mahamud,Burgos,Castilla y León,Mahamud,2,2
49104,Mahide,Zamora,Castilla y León,Mahide,3,2
2046,Mahora,Albacete,Castilla-La Mancha,Mahora,2,2
17098,Maià de Montcal,Girona,Cataluña,Maià de Montcal,1,1
25133,Maials,Lleida,Cataluña,Maials,2,1
44142,Maicas,Teruel,Aragón,Maicas,2,1
37177,Maíllo (El),Salamanca,Castilla y León,El Maíllo,0,2
50154,Mainar,Zaragoza,Aragón,Mainar,2,1
49105,Maire de Castroponce,Zamora,Castilla y León,Maire de Castroponce,3,2
41058,Mairena del Alcor,Sevilla,Andalucía,Mairena del Alcor,2,0
41059,Mairena del Aljarafe,Sevilla,Andalucía,Mairena del Aljarafe,2,0
28080,Majadahonda,Madrid,Comunidad de Madrid,Majadahonda,3,2
10114,Majadas,Cáceres,Extremadura,Majadas,0,3
16121,Majadas (Las),Cuenca,Castilla-La Mancha,Las Majadas,2,2
