municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia
Robleda-Cervantes,Zamora,Robleda-Cervantes,-,-,3.25,2,1151.0,118790,5.0,497
Robledillo de Gata,Cáceres,Robledillo de Gata,685.97,3,-,0,1132.0,119586,6.0,497
Robledillo de la Jara,Madrid,Robledillo de la Jara,1105.6,7,9.47,1,3314.0,343514,16.0,1414
Robledillo de la Vera,Cáceres,Robledillo de la Vera,933.7,6,11.43,1,1132.0,119586,6.0,497
Robledillo de Mohernando,Guadalajara,Robledillo de Mohernando,341.03,3,-,0,1372.0,146012,8.0,691
Robledillo de Trujillo,Cáceres,Robledillo de Trujillo,242.01,6,-,0,1132.0,119586,6.0,497
Robledo,Albacete,Robledo,562.89,10,-,0,1300.0,152281,7.0,659
Robledo (El),Ciudad Real,El Robledo,588.99,11,1.67,1,936.0,96893,5.0,461
Robledo de Chavela,Madrid,Robledo de Chavela,1368.04,112,7.32,3,3314.0,343514,16.0,1414
Robledo de Corpes,Guadalajara,Robledo de Corpes,289.17,2,-,0,1372.0,146012,8.0,691
Robledo del Mazo,Toledo,Robledo del Mazo,-,-,-,0,1023.0,103420,7.0,582
Robledollano,Cáceres,Robledollano,686.67,2,-,0,1132.0,119586,6.0,497
Robliza de Cojos,Salamanca,Robliza de Cojos,-,-,-,0,1673.0,156058,9.0,801
Robregordo,Madrid,Robregordo,825.33,3,-,0,3314.0,343514,16.0,1414
Robres,Huesca,Robres,218.42,2,-,0,1513.0,123979,8.0,636
Robres del Castillo,La Rioja,Robres del Castillo,71.71,1,-,0,1457.0,148105,8.0,703
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,614.55,5,-,0,1149.0,126096,7.0,530
Roca del Vallès (La),Barcelona,La Roca del Vallès,1989.08,197,10.74,6,2946.0,272259,16.0,1367
Rocafort,Valencia,Rocafort,1904.31,132,15.61,16,1445.0,163450,11.0,1042
Rocafort de Queralt,Tarragona,Rocafort de Queralt,-,-,-,0,1552.0,140182,9.0,736
Rociana del Condado,Huelva,Rociana del Condado,835.69,36,-,0,1299.0,122249,10.0,761
Roda (La),Albacete,La Roda,692.45,389,4.69,1,1300.0,152281,7.0,659
Roda de Andalucía (La),Sevilla,La Roda de Andalucía,-,-,9.09,1,1611.0,162042,10.0,821
Roda de Berà,Tarragona,Roda de Berà,3108.13,452,12.33,13,1552.0,140182,9.0,736
Roda de Eresma,Segovia,Roda de Eresma,-,-,-,0,1329.0,133270,9.0,790
Roda de Ter,Barcelona,Roda de Ter,1432.67,70,-,0,2946.0,272259,16.0,1367
Rodeiro,Pontevedra,Rodeiro,242.3,13,-,0,1893.0,193302,9.0,818
Ródenas,Teruel,Ródenas,-,-,5.45,1,1068.0,103002,6.0,501
Rodezno,La Rioja,Rodezno,781.18,17,-,0,1457.0,148105,8.0,703
Rodonyà,Tarragona,Rodonyà,-,-,-,0,1552.0,140182,9.0,736
Roelos de Sayago,Zamora,Roelos de Sayago,-,-,-,0,1151.0,118790,5.0,497
Rois,A Coruña,Rois,1161.72,34,-,0,1583.0,156959,8.0,666
Rojales,Alicante,Rojales,1902.15,232,7.2,7,1663.0,176931,9.0,845
Rojas,Burgos,Rojas,292.78,3,-,0,1445.0,138383,8.0,633
Rollamienta,Soria,Rollamienta,-,-,-,0,1288.0,129163,7.0,604
Rollán,Salamanca,Rollán,-,-,-,0,1673.0,156058,9.0,801
Romana (La),Alicante,La Romana,1385.18,112,9.0,1,1663.0,176931,9.0,845
Romangordo,Cáceres,Romangordo,666.87,4,-,0,1132.0,119586,6.0,497
Romanillos de Atienza,Guadalajara,Romanillos de Atienza,0,0,-,0,1372.0,146012,8.0,691
Romanones,Guadalajara,Romanones,242.72,2,-,0,1372.0,146012,8.0,691
Romanos,Zaragoza,Romanos,-,-,-,0,1674.0,154117,9.0,720
Romanzado,Navarra,Romanzado,381.1,2,7.19,1,1691.0,164441,10.0,981
Romeral (El),Toledo,El Romeral,-,-,-,0,1023.0,103420,7.0,582
Roncal/Erronkari,Navarra,Roncal/Erronkari,-,-,-,0,1691.0,164441,10.0,981
Ronda,Málaga,Ronda,1512.33,544,-,62,2630.0,301594,11.0,1055
Ronquillo (El),Sevilla,El Ronquillo,-,-,15.28,2,1611.0,162042,10.0,821
Roperuelos del Páramo,León,Roperuelos del Páramo,543.75,4,-,0,1237.0,130467,6.0,586
Roquetas de Mar,Almería,Roquetas de Mar,1575.84,2564,7.43,327,1168.0,109377,8.0,668
Roquetes,Tarragona,Roquetes,795.0,164,6.75,2,1552.0,140182,9.0,736
Rosal (O),Pontevedra,O Rosal,1064.91,161,5.23,5,1893.0,193302,9.0,818
Rosal de la Frontera,Huelva,Rosal de la Frontera,574.25,9,-,0,1299.0,122249,10.0,761
Rosalejo,Cáceres,Rosalejo,1182.8,1,-,0,1132.0,119586,6.0,497
Rosario (El),Santa Cruz de Tenerife,El Rosario,1788.83,146,11.44,21,1906.0,174893,10.0,793
Roses,Girona,Roses,3498.73,1849,12.24,9,2169.0,193575,11.0,941
Rosinos de la Requejada,Zamora,Rosinos de la Requejada,-,-,-,0,1151.0,118790,5.0,497
Rossell,Castellón,Rossell,-,-,-,0,1133.0,115966,8.0,653
Rosselló,Lleida,Rosselló,1078.31,76,6.79,3,1159.0,114344,7.0,654
Rota,Cádiz,Rota,2504.79,306,-,187,1593.0,158397,9.0,712
Rotglà i Corberà,Valencia,Rotglà i Corberà,361.12,30,-,0,1445.0,163450,11.0,1042
Ròtova,Valencia,Ròtova,-,-,-,0,1445.0,163450,11.0,1042
Roturas,Valladolid,Roturas,-,-,-,0,1497.0,151208,8.0,668
Rourell (El),Tarragona,El Rourell,-,-,-,0,1552.0,140182,9.0,736
Royo (El),Soria,El Royo,-,-,9.99,1,1288.0,129163,7.0,604
Royuela,Teruel,Royuela,-,-,-,0,1068.0,103002,6.0,501
Royuela de Río Franco,Burgos,Royuela de Río Franco,161.9,2,-,0,1445.0,138383,8.0,633
Rozalén del Monte,Cuenca,Rozalén del Monte,473.36,2,-,0,1139.0,119313,8.0,608
Rozas de Madrid (Las),Madrid,Las Rozas de Madrid,4526.59,540,12.4,145,3314.0,343514,16.0,1414
Rozas de Puerto Real,Madrid,Rozas de Puerto Real,793.09,12,-,0,3314.0,343514,16.0,1414
Rozas de Valdearroyo (Las),Cantabria,Las Rozas de Valdearroyo,-,-,-,0,1737.0,156073,11.0,881
Rúa (A),Ourense,A Rúa,527.75,50,3.81,3,1434.0,156580,6.0,564
Ruanes,Cáceres,Ruanes,0,0,-,0,1132.0,119586,6.0,497
Rubena,Burgos,Rubena,681.51,3,-,0,1445.0,138383,8.0,633
Rubí,Barcelona,Rubí,1926.12,895,10.6,47,2946.0,272259,16.0,1367
Rubí de Bracamonte,Valladolid,Rubí de Bracamonte,-,-,-,0,1497.0,151208,8.0,668
Rubiá,Ourense,Rubiá,549.97,9,-,0,1434.0,156580,6.0,564
Rubiales,Teruel,Rubiales,-,-,-,0,1068.0,103002,6.0,501
Rubielos de la Cérida,Teruel,Rubielos de la Cérida,-,-,-,0,1068.0,103002,6.0,501
Rubielos de Mora,Teruel,Rubielos de Mora,-,-,4.91,8,1068.0,103002,6.0,501
Rubió,Barcelona,Rubió,721.11,1,-,0,2946.0,272259,16.0,1367
Rubio (El),Sevilla,El Rubio,-,-,5.4,1,1611.0,162042,10.0,821
Rubite,Granada,Rubite,1339.34,32,6.53,2,1691.0,181669,8.0,760
Rublacedo de Abajo,Burgos,Rublacedo de Abajo,123.69,7,-,0,1445.0,138383,8.0,633
Rucandio,Burgos,Rucandio,450.62,2,-,0,1445.0,138383,8.0,633
Rueda,Valladolid,Rueda,-,-,-,0,1497.0,151208,8.0,668
Rueda de Jalón,Zaragoza,Rueda de Jalón,-,-,-,0,1674.0,154117,9.0,720
Rueda de la Sierra,Guadalajara,Rueda de la Sierra,253.76,8,-,0,1372.0,146012,8.0,691
Ruente,Cantabria,Ruente,255.56,30,-,0,1737.0,156073,11.0,881
Ruesca,Zaragoza,Ruesca,-,-,-,0,1674.0,154117,9.0,720
Ruesga,Cantabria,Ruesga,423.08,43,-,0,1737.0,156073,11.0,881
Rugat,Valencia,Rugat,-,-,-,0,1445.0,163450,11.0,1042
Ruidera,Ciudad Real,Ruidera,1288.46,22,5.14,3,936.0,96893,5.0,461
Ruiloba,Cantabria,Ruiloba,1342.53,42,14.44,1,1737.0,156073,11.0,881
Rupià,Girona,Rupià,3035.71,9,5.33,1,2169.0,193575,11.0,941
Rupit i Pruit,Barcelona,Rupit i Pruit,2106.8,14,-,0,2946.0,272259,16.0,1367
Rus,Jaén,Rus,616.26,15,5.56,3,989.0,105216,6.0,496
Rute,Córdoba,Rute,796.12,122,4.63,6,1405.0,141657,7.0,645
Sabadell,Barcelona,Sabadell,2255.78,3037,10.98,154,2946.0,272259,16.0,1367
Sabero,León,Sabero,460.71,21,-,0,1237.0,130467,6.0,586
Sabiñán,Zaragoza,Sabiñán,-,-,-,0,1674.0,154117,9.0,720
Sabiñánigo,Huesca,Sabiñánigo,1173.83,311,7.6,33,1513.0,123979,8.0,636
Sabiote,Jaén,Sabiote,525.07,24,2.89,2,989.0,105216,6.0,496
Sacañet,Castellón,Sacañet,0,0,2.69,1,1133.0,115966,8.0,653
Sacecorbo,Guadalajara,Sacecorbo,258.33,2,-,0,1372.0,146012,8.0,691
Saceda-Trasierra,Cuenca,Saceda-Trasierra,0,0,-,0,1139.0,119313,8.0,608
Sacedón,Guadalajara,Sacedón,1187.75,73,4.74,9,1372.0,146012,8.0,691
Saceruela,Ciudad Real,Saceruela,376.08,5,-,0,936.0,96893,5.0,461
Sacramenia,Segovia,Sacramenia,611.46,4,-,0,1329.0,133270,9.0,790
Sada,Navarra,Sada,-,-,-,0,1691.0,164441,10.0,981
Sada,A Coruña,Sada,1347.49,355,7.35,10,1583.0,156959,8.0,666
Sádaba,Zaragoza,Sádaba,-,-,-,0,1674.0,154117,9.0,720
Saelices,Cuenca,Saelices,512.16,25,-,0,1139.0,119313,8.0,608
Saelices de la Sal,Guadalajara,Saelices de la Sal,427.88,1,-,0,1372.0,146012,8.0,691
Saelices de Mayorga,Valladolid,Saelices de Mayorga,-,-,-,0,1497.0,151208,8.0,668
Saelices el Chico,Salamanca,Saelices el Chico,-,-,-,0,1673.0,156058,9.0,801
Sagàs,Barcelona,Sagàs,-,-,-,0,2946.0,272259,16.0,1367
Sagra,Alicante,Sagra,1038.39,29,-,0,1663.0,176931,9.0,845
Sagrada (La),Salamanca,La Sagrada,-,-,-,0,1673.0,156058,9.0,801
Sagunto/Sagunt,Valencia,Sagunto/Sagunt,-,-,-,0,1445.0,163450,11.0,1042
Sahagún,León,Sahagún,559.42,43,-,0,1237.0,130467,6.0,586
Sahugo (El),Salamanca,El Sahugo,-,-,-,0,1673.0,156058,9.0,801
Sahún,Huesca,Sahún,660.41,5,-,0,1513.0,123979,8.0,636
Sajazarra,La Rioja,Sajazarra,879.56,19,-,0,1457.0,148105,8.0,703
Salamanca,Salamanca,Salamanca,2237.04,6764,9.63,1558,1673.0,156058,9.0,801
Salar,Granada,Salar,519.98,22,4.0,1,1691.0,181669,8.0,760
Salares,Málaga,Salares,900.84,28,4.0,1,2630.0,301594,11.0,1055
Salas,Asturias,Salas,839.13,111,11.07,4,1568.0,139373,9.0,672
Salas Altas,Huesca,Salas Altas,937.01,3,-,0,1513.0,123979,8.0,636
Salas Bajas,Huesca,Salas Bajas,704.7,3,-,0,1513.0,123979,8.0,636
Salas de Bureba,Burgos,Salas de Bureba,271.3,3,-,0,1445.0,138383,8.0,633
Salas de los Infantes,Burgos,Salas de los Infantes,846.26,42,4.41,6,1445.0,138383,8.0,633
Salàs de Pallars,Lleida,Salàs de Pallars,-,-,-,0,1159.0,114344,7.0,654
Salce,Zamora,Salce,-,-,-,0,1151.0,118790,5.0,497
Salceda de Caselas,Pontevedra,Salceda de Caselas,922.74,80,4.74,2,1893.0,193302,9.0,818
Salcedillo,Teruel,Salcedillo,-,-,-,0,1068.0,103002,6.0,501
Saldaña,Palencia,Saldaña,709.34,51,4.05,4,1352.0,128845,7.0,499
Saldaña de Burgos,Burgos,Saldaña de Burgos,0,0,5.58,1,1445.0,138383,8.0,633
Saldeana,Salamanca,Saldeana,-,-,-,0,1673.0,156058,9.0,801
Saldes,Barcelona,Saldes,1337.79,5,-,0,2946.0,272259,16.0,1367
Saldías,Navarra,Saldías,452.92,5,-,0,1691.0,164441,10.0,981
Saldón,Teruel,Saldón,-,-,-,0,1068.0,103002,6.0,501
Salduero,Soria,Salduero,-,-,-,0,1288.0,129163,7.0,604
Salem,Valencia,Salem,-,-,-,0,1445.0,163450,11.0,1042
Sales de Llierca,Girona,Sales de Llierca,0,0,-,0,2169.0,193575,11.0,941
Salillas,Huesca,Salillas,505.11,2,-,0,1513.0,123979,8.0,636
Salillas de Jalón,Zaragoza,Salillas de Jalón,-,-,-,0,1674.0,154117,9.0,720
Salinas,Alicante,Salinas,750.17,58,-,0,1663.0,176931,9.0,845
Salinas de Oro/Jaitz,Navarra,Salinas de Oro/Jaitz,-,-,-,0,1691.0,164441,10.0,981
Salinas de Pisuerga,Palencia,Salinas de Pisuerga,737.82,21,3.57,1,1352.0,128845,7.0,499
Salinas del Manzano,Cuenca,Salinas del Manzano,528.09,2,-,0,1139.0,119313,8.0,608
Salines (Ses),Illes Balears,Ses Salines,2448.1,70,-,0,3139.0,358810,14.0,1392
Salinillas de Bureba,Burgos,Salinillas de Bureba,280.0,1,-,0,1445.0,138383,8.0,633
Sallent,Barcelona,Sallent,1251.81,119,8.17,1,2946.0,272259,16.0,1367
Sallent de Gállego,Huesca,Sallent de Gállego,2924.73,37,16.3,8,1513.0,123979,8.0,636
Salmerón,Guadalajara,Salmerón,315.27,9,-,0,1372.0,146012,8.0,691
Salmeroncillos,Cuenca,Salmeroncillos,185.71,1,-,0,1139.0,119313,8.0,608
Salmoral,Salamanca,Salmoral,-,-,-,0,1673.0,156058,9.0,801
Salobral,Ávila,Salobral,0,0,-,0,1022.0,99417,6.0,520
Salobre,Albacete,Salobre,469.06,9,-,0,1300.0,152281,7.0,659
Salobreña,Granada,Salobreña,1271.93,553,7.41,49,1691.0,181669,8.0,760
Salomó,Tarragona,Salomó,-,-,-,0,1552.0,140182,9.0,736
Salorino,Cáceres,Salorino,184.03,9,-,0,1132.0,119586,6.0,497
Salou,Tarragona,Salou,2077.79,1891,11.46,49,1552.0,140182,9.0,736
Salt,Girona,Salt,1445.71,270,7.96,5,2169.0,193575,11.0,941
Salteras,Sevilla,Salteras,1010.9,48,8.7,3,1611.0,162042,10.0,821
Salvacañete,Cuenca,Salvacañete,395.84,7,-,0,1139.0,119313,8.0,608
Salvadiós,Ávila,Salvadiós,282.35,1,-,0,1022.0,99417,6.0,520
Salvador de Zapardiel,Valladolid,Salvador de Zapardiel,-,-,-,0,1497.0,151208,8.0,668
Salvaleón,Badajoz,Salvaleón,403.63,9,-,0,1149.0,126096,7.0,530
Salvaterra de Miño,Pontevedra,Salvaterra de Miño,885.62,86,5.17,5,1893.0,193302,9.0,818
Salvatierra de Esca,Zaragoza,Salvatierra de Esca,-,-,-,0,1674.0,154117,9.0,720
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros,437.94,10,2.5,1,1149.0,126096,7.0,530
Salvatierra de Santiago,Cáceres,Salvatierra de Santiago,305.29,3,-,0,1132.0,119586,6.0,497
Salvatierra de Tormes,Salamanca,Salvatierra de Tormes,-,-,-,0,1673.0,156058,9.0,801
Salzadella (La),Castellón,La Salzadella,-,-,-,0,1133.0,115966,8.0,653
Samaniego,Álava,Samaniego,973.6,11,-,0,2564.0,242404,12.0,986
Samboal,Segovia,Samboal,-,-,-,0,1329.0,133270,9.0,790
Samir de los Caños,Zamora,Samir de los Caños,-,-,-,0,1151.0,118790,5.0,497
Samos,Lugo,Samos,565.42,13,-,0,1159.0,119979,7.0,588
Samper de Calanda,Teruel,Samper de Calanda,-,-,3.0,1,1068.0,103002,6.0,501
Samper del Salz,Zaragoza,Samper del Salz,-,-,-,0,1674.0,154117,9.0,720
San Adrián,Navarra,San Adrián,1137.58,27,6.76,2,1691.0,164441,10.0,981
San Adrián de Juarros,Burgos,San Adrián de Juarros,816.67,1,-,0,1445.0,138383,8.0,633
San Adrián del Valle,León,San Adrián del Valle,216.59,7,-,0,1237.0,130467,6.0,586
San Agustín,Teruel,San Agustín,559.0,9,10.62,1,1068.0,103002,6.0,501
San Agustín del Guadalix,Madrid,San Agustín del Guadalix,2547.54,32,-,0,3314.0,343514,16.0,1414
San Agustín del Pozo,Zamora,San Agustín del Pozo,-,-,-,0,1151.0,118790,5.0,497
San Amaro,Ourense,San Amaro,421.97,16,-,0,1434.0,156580,6.0,564
San Andrés del Congosto,Guadalajara,San Andrés del Congosto,240.0,1,-,0,1372.0,146012,8.0,691
San Andrés del Rabanedo,León,San Andrés del Rabanedo,996.14,526,5.96,22,1237.0,130467,6.0,586
San Andrés del Rey,Guadalajara,San Andrés del Rey,400.62,1,-,0,1372.0,146012,8.0,691
San Andrés y Sauces,Santa Cruz de Tenerife,San Andrés y Sauces,-,-,8.0,1,1906.0,174893,10.0,793
San Antonio de Benagéber,Valencia,San Antonio de Benagéber,2015.95,61,8.79,13,1445.0,163450,11.0,1042
San Asensio,La Rioja,San Asensio,473.94,23,-,0,1457.0,148105,8.0,703
San Bartolomé,Las Palmas,San Bartolomé,2193.34,125,9.44,1,1743.0,159907,11.0,830
San Bartolomé de Béjar,Ávila,San Bartolomé de Béjar,201.48,3,-,0,1022.0,99417,6.0,520
San Bartolomé de Corneja,Ávila,San Bartolomé de Corneja,533.01,5,-,0,1022.0,99417,6.0,520
San Bartolomé de la Torre,Huelva,San Bartolomé de la Torre,926.52,24,-,0,1299.0,122249,10.0,761
San Bartolomé de las Abiertas,Toledo,San Bartolomé de las Abiertas,-,-,-,0,1023.0,103420,7.0,582
San Bartolomé de Pinares,Ávila,San Bartolomé de Pinares,537.35,9,-,0,1022.0,99417,6.0,520
San Bartolomé de Tirajana,Las Palmas,San Bartolomé de Tirajana,4379.17,800,16.55,516,1743.0,159907,11.0,830
San Carlos del Valle,Ciudad Real,San Carlos del Valle,487.74,9,-,0,936.0,96893,5.0,461
San Cebrián de Campos,Palencia,San Cebrián de Campos,429.61,8,-,0,1352.0,128845,7.0,499
San Cebrián de Castro,Zamora,San Cebrián de Castro,-,-,-,0,1151.0,118790,5.0,497
San Cebrián de Mazote,Valladolid,San Cebrián de Mazote,-,-,-,0,1497.0,151208,8.0,668
San Cebrián de Mudá,Palencia,San Cebrián de Mudá,409.03,8,-,0,1352.0,128845,7.0,499
San Cibrao das Viñas,Ourense,San Cibrao das Viñas,750.79,157,4.43,3,1434.0,156580,6.0,564
San Clemente,Cuenca,San Clemente,1753.93,83,32.15,2,1139.0,119313,8.0,608
San Cristóbal de Boedo,Palencia,San Cristóbal de Boedo,0,0,-,0,1352.0,128845,7.0,499
San Cristóbal de Cuéllar,Segovia,San Cristóbal de Cuéllar,-,-,-,0,1329.0,133270,9.0,790
San Cristóbal de Entreviñas,Zamora,San Cristóbal de Entreviñas,-,-,-,0,1151.0,118790,5.0,497
San Cristóbal de la Cuesta,Salamanca,San Cristóbal de la Cuesta,533.33,97,6.6,1,1673.0,156058,9.0,801
San Cristóbal de La Laguna,Santa Cruz de Tenerife,San Cristóbal de La Laguna,1337.68,784,8.63,96,1906.0,174893,10.0,793
San Cristóbal de la Polantera,León,San Cristóbal de la Polantera,244.99,8,-,0,1237.0,130467,6.0,586
San Cristóbal de la Vega,Segovia,San Cristóbal de la Vega,-,-,2.99,1,1329.0,133270,9.0,790
San Cristóbal de Segovia,Segovia,San Cristóbal de Segovia,1305.78,30,5.98,2,1329.0,133270,9.0,790
San Cristovo de Cea,Ourense,San Cristovo de Cea,521.68,42,-,0,1434.0,156580,6.0,564
San Emiliano,León,San Emiliano,409.96,14,-,0,1237.0,130467,6.0,586
San Esteban de Gormaz,Soria,San Esteban de Gormaz,-,-,5.68,2,1288.0,129163,7.0,604
San Esteban de la Sierra,Salamanca,San Esteban de la Sierra,-,-,3.0,2,1673.0,156058,9.0,801
San Esteban de Litera,Huesca,San Esteban de Litera,394.98,9,2.59,1,1513.0,123979,8.0,636
San Esteban de los Patos,Ávila,San Esteban de los Patos,427.85,3,-,0,1022.0,99417,6.0,520
San Esteban de Nogales,León,San Esteban de Nogales,705.46,2,-,0,1237.0,130467,6.0,586
San Esteban de Zapardiel,Ávila,San Esteban de Zapardiel,0,0,-,0,1022.0,99417,6.0,520
San Esteban del Molar,Zamora,San Esteban del Molar,399,1,-,0,1151.0,118790,5.0,497
San Esteban del Valle,Ávila,San Esteban del Valle,613.09,8,-,0,1022.0,99417,6.0,520
San Felices,Soria,San Felices,-,-,-,0,1288.0,129163,7.0,604
San Felices de Buelna,Cantabria,San Felices de Buelna,-,-,4.66,2,1737.0,156073,11.0,881
San Felices de los Gallegos,Salamanca,San Felices de los Gallegos,-,-,-,0,1673.0,156058,9.0,801
San Fernando,Cádiz,San Fernando,1534.75,543,7.82,48,1593.0,158397,9.0,712
San Fernando de Henares,Madrid,San Fernando de Henares,2220.22,143,9.91,10,3314.0,343514,16.0,1414
San Fulgencio,Alicante,San Fulgencio,1921.13,349,12.84,2,1663.0,176931,9.0,845
San García de Ingelmos,Ávila,San García de Ingelmos,145.24,2,-,0,1022.0,99417,6.0,520
San Isidro,Alicante,San Isidro,795.31,49,-,0,1663.0,176931,9.0,845
San Javier,Murcia,San Javier,1643.48,1468,6.88,66,1148.0,119550,9.0,792
San José del Valle,Cádiz,San José del Valle,1111.56,28,3.2,2,1593.0,158397,9.0,712
San Juan de Aznalfarache,Sevilla,San Juan de Aznalfarache,950.66,167,8.2,27,1611.0,162042,10.0,821
San Juan de Gredos,Ávila,San Juan de Gredos,761.55,14,7.5,1,1022.0,99417,6.0,520
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,596.65,4,-,0,1022.0,99417,6.0,520
San Juan de la Nava,Ávila,San Juan de la Nava,570.44,3,-,0,1022.0,99417,6.0,520
San Juan de la Rambla,Santa Cruz de Tenerife,San Juan de la Rambla,-,-,8.14,2,1906.0,174893,10.0,793
San Juan de Plan,Huesca,San Juan de Plan,2000.0,1,-,0,1513.0,123979,8.0,636
San Juan del Molinillo,Ávila,San Juan del Molinillo,823.44,6,-,0,1022.0,99417,6.0,520
San Juan del Monte,Burgos,San Juan del Monte,277.97,8,-,0,1445.0,138383,8.0,633
San Juan del Olmo,Ávila,San Juan del Olmo,384.73,4,-,0,1022.0,99417,6.0,520
San Juan del Puerto,Huelva,San Juan del Puerto,842.19,64,6.01,2,1299.0,122249,10.0,761
San Justo,Zamora,San Justo,-,-,3.61,2,1151.0,118790,5.0,497
San Justo de la Vega,León,San Justo de la Vega,457.09,21,-,0,1237.0,130467,6.0,586
San Leonardo de Yagüe,Soria,San Leonardo de Yagüe,-,-,6.41,14,1288.0,129163,7.0,604
San Llorente,Valladolid,San Llorente,-,-,-,0,1497.0,151208,8.0,668
San Lorenzo de Calatrava,Ciudad Real,San Lorenzo de Calatrava,205.56,1,-,0,936.0,96893,5.0,461
San Lorenzo de El Escorial,Madrid,San Lorenzo de El Escorial,2355.53,223,10.0,44,3314.0,343514,16.0,1414
San Lorenzo de la Parrilla,Cuenca,San Lorenzo de la Parrilla,378.38,3,-,0,1139.0,119313,8.0,608
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,0,0,-,0,1022.0,99417,6.0,520
San Mamés de Burgos,Burgos,San Mamés de Burgos,621.03,9,-,0,1445.0,138383,8.0,633
San Mamés de Campos,Palencia,San Mamés de Campos,0,0,-,0,1352.0,128845,7.0,499
San Martín de Boniches,Cuenca,San Martín de Boniches,0,0,-,0,1139.0,119313,8.0,608
San Martín de la Vega,Madrid,San Martín de la Vega,1508.69,107,10.46,2,3314.0,343514,16.0,1414
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,639.97,8,-,0,1022.0,99417,6.0,520
San Martín de la Virgen de Moncayo,Zaragoza,San Martín de la Virgen de Moncayo,825.0,5,-,0,1674.0,154117,9.0,720
San Martín de Montalbán,Toledo,San Martín de Montalbán,-,-,-,0,1023.0,103420,7.0,582
San Martín de Oscos,Asturias,San Martín de Oscos,3543.25,7,-,0,1568.0,139373,9.0,672
San Martín de Pusa,Toledo,San Martín de Pusa,-,-,-,0,1023.0,103420,7.0,582
San Martín de Rubiales,Burgos,San Martín de Rubiales,210.32,3,3.33,1,1445.0,138383,8.0,633
San Martín de Trevejo,Cáceres,San Martín de Trevejo,634.79,9,-,0,1132.0,119586,6.0,497
San Martín de Unx,Navarra,San Martín de Unx,702.9,13,-,0,1691.0,164441,10.0,981
San Martín de Valdeiglesias,Madrid,San Martín de Valdeiglesias,1153.29,169,9.34,9,3314.0,343514,16.0,1414
San Martín de Valderaduey,Zamora,San Martín de Valderaduey,-,-,-,0,1151.0,118790,5.0,497
San Martín de Valvení,Valladolid,San Martín de Valvení,-,-,-,0,1497.0,151208,8.0,668
San Martín del Castañar,Salamanca,San Martín del Castañar,-,-,13.73,2,1673.0,156058,9.0,801
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,940.19,6,-,0,1022.0,99417,6.0,520
San Martín del Rey Aurelio,Asturias,San Martín del Rey Aurelio,679.67,333,4.95,7,1568.0,139373,9.0,672
San Martín del Río,Teruel,San Martín del Río,-,-,-,0,1068.0,103002,6.0,501
San Martín del Tesorillo,Cádiz,San Martín del Tesorillo,2302.86,48,11.71,3,1593.0,158397,9.0,712
San Martín y Mudrián,Segovia,San Martín y Mudrián,145.63,1,-,0,1329.0,133270,9.0,790
San Mateo de Gállego,Zaragoza,San Mateo de Gállego,936.91,61,5.8,5,1674.0,154117,9.0,720
San Miguel de Abona,Santa Cruz de Tenerife,San Miguel de Abona,2119.08,586,8.71,19,1906.0,174893,10.0,793
San Miguel de Aguayo,Cantabria,San Miguel de Aguayo,-,-,-,0,1737.0,156073,11.0,881
San Miguel de Bernuy,Segovia,San Miguel de Bernuy,-,-,-,0,1329.0,133270,9.0,790
San Miguel de Corneja,Ávila,San Miguel de Corneja,2057.84,1,-,0,1022.0,99417,6.0,520
San Miguel de la Ribera,Zamora,San Miguel de la Ribera,-,-,-,0,1151.0,118790,5.0,497
San Miguel de Salinas,Alicante,San Miguel de Salinas,2326.46,572,6.9,9,1663.0,176931,9.0,845
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,129.03,1,-,0,1022.0,99417,6.0,520
San Miguel de Valero,Salamanca,San Miguel de Valero,-,-,-,0,1673.0,156058,9.0,801
San Miguel del Arroyo,Valladolid,San Miguel del Arroyo,-,-,-,0,1497.0,151208,8.0,668
San Miguel del Cinca,Huesca,San Miguel del Cinca,264.38,5,-,0,1513.0,123979,8.0,636
San Miguel del Pino,Valladolid,San Miguel del Pino,-,-,-,0,1497.0,151208,8.0,668
San Miguel del Robledo,Salamanca,San Miguel del Robledo,-,-,-,0,1673.0,156058,9.0,801
San Miguel del Valle,Zamora,San Miguel del Valle,-,-,-,0,1151.0,118790,5.0,497
San Millán de la Cogolla,La Rioja,San Millán de la Cogolla,637.03,6,-,0,1457.0,148105,8.0,703
San Millán de Lara,Burgos,San Millán de Lara,1098.16,4,-,0,1445.0,138383,8.0,633
San Millán de los Caballeros,León,San Millán de los Caballeros,697.2,6,-,0,1237.0,130467,6.0,586
San Millán de Yécora,La Rioja,San Millán de Yécora,0,0,-,0,1457.0,148105,8.0,703
