municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta,precio_m2_alquiler,num_casas_alquiler,precio_m2_venta_provincia,precio_medio_venta_provincia,precio_m2_alquiler_provincia,precio_medio_alquiler_provincia
Aldea de San Nicolás (La),Las Palmas,La Aldea de San Nicolás,-,-,-,0,1743.0,159907,11.0,830
Aldea del Cano,Cáceres,Aldea del Cano,261.36,25,-,0,1132.0,119586,6.0,497
Aldea del Fresno,Madrid,Aldea del Fresno,2185.29,44,7.22,1,3314.0,343514,16.0,1414
Aldea del Obispo,Salamanca,Aldea del Obispo,330.58,3,-,0,1673.0,156058,9.0,801
Aldea del Obispo (La),Cáceres,La Aldea del Obispo,-,-,-,0,1132.0,119586,6.0,497
Aldea del Rey,Ciudad Real,Aldea del Rey,317.96,14,5.16,1,936.0,96893,5.0,461
Aldea en Cabo,Toledo,Aldea en Cabo,-,-,-,0,1023.0,103420,7.0,582
Aldea Real,Segovia,Aldea Real,194.25,3,-,0,1329.0,133270,9.0,790
Aldeacentenera,Cáceres,Aldeacentenera,337.4,19,3.8,1,1132.0,119586,6.0,497
Aldeacipreste,Salamanca,Aldeacipreste,208.11,8,-,0,1673.0,156058,9.0,801
Aldeadávila de la Ribera,Salamanca,Aldeadávila de la Ribera,597.66,14,-,0,1673.0,156058,9.0,801
Aldealafuente,Soria,Aldealafuente,-,-,-,0,1288.0,129163,7.0,604
Aldealcorvo,Segovia,Aldealcorvo,-,-,-,0,1329.0,133270,9.0,790
Aldealengua,Salamanca,Aldealengua,964.08,46,-,0,1673.0,156058,9.0,801
Aldealengua de Pedraza,Segovia,Aldealengua de Pedraza,-,-,-,0,1329.0,133270,9.0,790
Aldealengua de Santa María,Segovia,Aldealengua de Santa María,-,-,-,0,1329.0,133270,9.0,790
Aldealices,Soria,Aldealices,-,-,-,0,1288.0,129163,7.0,604
Aldealpozo,Soria,Aldealpozo,-,-,-,0,1288.0,129163,7.0,604
Aldealseñor,Soria,Aldealseñor,-,-,-,0,1288.0,129163,7.0,604
Aldeamayor de San Martín,Valladolid,Aldeamayor de San Martín,892.33,86,5.03,2,1497.0,151208,8.0,668
Aldeanueva de Barbarroya,Toledo,Aldeanueva de Barbarroya,-,-,-,0,1023.0,103420,7.0,582
Aldeanueva de Ebro,La Rioja,Aldeanueva de Ebro,892.01,5,-,0,1457.0,148105,8.0,703
Aldeanueva de Figueroa,Salamanca,Aldeanueva de Figueroa,159.1,2,-,0,1673.0,156058,9.0,801
Aldeanueva de Guadalajara,Guadalajara,Aldeanueva de Guadalajara,0,0,-,0,1372.0,146012,8.0,691
Aldeanueva de la Serrezuela,Segovia,Aldeanueva de la Serrezuela,-,-,-,0,1329.0,133270,9.0,790
Aldeanueva de la Sierra,Salamanca,Aldeanueva de la Sierra,358.36,4,-,0,1673.0,156058,9.0,801
Aldeanueva de la Vera,Cáceres,Aldeanueva de la Vera,824.34,46,3.02,2,1132.0,119586,6.0,497
Aldeanueva de San Bartolomé,Toledo,Aldeanueva de San Bartolomé,-,-,-,0,1023.0,103420,7.0,582
Aldeanueva de Santa Cruz,Ávila,Aldeanueva de Santa Cruz,527.07,3,3.83,1,1022.0,99417,6.0,520
Aldeanueva del Camino,Cáceres,Aldeanueva del Camino,311.83,5,-,0,1132.0,119586,6.0,497
Aldeanueva del Codonal,Segovia,Aldeanueva del Codonal,-,-,4.17,1,1329.0,133270,9.0,790
Aldeaquemada,Jaén,Aldeaquemada,668.96,6,1.58,1,989.0,105216,6.0,496
Aldearrodrigo,Salamanca,Aldearrodrigo,0,0,-,0,1673.0,156058,9.0,801
Aldearrubia,Salamanca,Aldearrubia,729.73,17,-,0,1673.0,156058,9.0,801
Aldeaseca,Ávila,Aldeaseca,702.48,1,-,0,1022.0,99417,6.0,520
Aldeaseca de Alba,Salamanca,Aldeaseca de Alba,0,0,-,0,1673.0,156058,9.0,801
Aldeaseca de la Frontera,Salamanca,Aldeaseca de la Frontera,217.87,3,-,0,1673.0,156058,9.0,801
Aldeasoña,Segovia,Aldeasoña,-,-,-,0,1329.0,133270,9.0,790
Aldeatejada,Salamanca,Aldeatejada,1113.42,34,8.05,3,1673.0,156058,9.0,801
Aldeavieja de Tormes,Salamanca,Aldeavieja de Tormes,0,0,-,0,1673.0,156058,9.0,801
Aldehorno,Segovia,Aldehorno,0,0,-,0,1329.0,133270,9.0,790
Aldehuela (La),Ávila,La Aldehuela,564.68,9,-,0,1022.0,99417,6.0,520
Aldehuela de Jerte,Cáceres,Aldehuela de Jerte,-,-,-,0,1132.0,119586,6.0,497
Aldehuela de la Bóveda,Salamanca,Aldehuela de la Bóveda,283.28,4,-,0,1673.0,156058,9.0,801
Aldehuela de Liestos,Zaragoza,Aldehuela de Liestos,-,-,-,0,1674.0,154117,9.0,720
Aldehuela de Periáñez,Soria,Aldehuela de Periáñez,-,-,-,0,1288.0,129163,7.0,604
Aldehuela de Yeltes,Salamanca,Aldehuela de Yeltes,444.03,5,-,0,1673.0,156058,9.0,801
Aldehuela del Codonal,Segovia,Aldehuela del Codonal,-,-,-,0,1329.0,133270,9.0,790
Aldehuelas (Las),Soria,Las Aldehuelas,-,-,-,0,1288.0,129163,7.0,604
Aldeire,Granada,Aldeire,542.17,14,5.71,1,1691.0,181669,8.0,760
Aldeonte,Segovia,Aldeonte,-,-,-,0,1329.0,133270,9.0,790
Aldover,Tarragona,Aldover,-,-,-,0,1552.0,140182,9.0,736
Aledo,Murcia,Aledo,982.35,22,-,0,1148.0,119550,9.0,792
Alegia,Gipuzkoa,Alegia,2827.44,11,-,0,3234.0,289436,16.0,1275
Alegría-Dulantzi,Álava,Alegría-Dulantzi,1675.25,44,8.33,1,2564.0,242404,12.0,986
Aleixar (L'),Tarragona,L' Aleixar,-,-,-,0,1552.0,140182,9.0,736
Alella,Barcelona,Alella,3278.05,214,14.05,19,2946.0,272259,16.0,1367
Alentisque,Soria,Alentisque,-,-,-,0,1288.0,129163,7.0,604
Alerre,Huesca,Alerre,1875.0,1,7.54,1,1513.0,123979,8.0,636
Alesanco,La Rioja,Alesanco,970.68,85,6.62,2,1457.0,148105,8.0,703
Alesón,La Rioja,Alesón,207.51,3,-,0,1457.0,148105,8.0,703
Alfacar,Granada,Alfacar,798.65,123,5.56,1,1691.0,181669,8.0,760
Alfafar,Valencia,Alfafar,1024.45,261,7.08,7,1445.0,163450,11.0,1042
Alfafara,Alicante,Alfafara,609.82,4,-,0,1663.0,176931,9.0,845
Alfajarín,Zaragoza,Alfajarín,963.13,12,-,0,1674.0,154117,9.0,720
Alfambra,Teruel,Alfambra,-,-,-,0,1068.0,103002,6.0,501
Alfamén,Zaragoza,Alfamén,-,-,-,0,1674.0,154117,9.0,720
Alfántega,Huesca,Alfántega,444.98,2,4.17,2,1513.0,123979,8.0,636
Alfara de Carles,Tarragona,Alfara de Carles,-,-,-,0,1552.0,140182,9.0,736
Alfara de la Baronia,Valencia,Alfara de la Baronia,458.82,30,-,0,1445.0,163450,11.0,1042
Alfara del Patriarca,Valencia,Alfara del Patriarca,-,-,9.26,10,1445.0,163450,11.0,1042
Alfaraz de Sayago,Zamora,Alfaraz de Sayago,-,-,-,0,1151.0,118790,5.0,497
Alfarnate,Málaga,Alfarnate,1490.48,15,-,0,2630.0,301594,11.0,1055
Alfarnatejo,Málaga,Alfarnatejo,1230.31,16,11.88,4,2630.0,301594,11.0,1055
Alfaro,La Rioja,Alfaro,775.14,44,5.83,3,1457.0,148105,8.0,703
Alfarp,Valencia,Alfarp,833.33,24,-,0,1445.0,163450,11.0,1042
Alfarràs,Lleida,Alfarràs,-,-,6.0,1,1159.0,114344,7.0,654
Alfarrasí,Valencia,Alfarrasí,-,-,-,0,1445.0,163450,11.0,1042
Alfàs del Pi (L'),Alicante,L' Alfàs del Pi,-,-,-,0,1663.0,176931,9.0,845
Alfauir,Valencia,Alfauir,-,-,-,0,1445.0,163450,11.0,1042
Alfés,Lleida,Alfés,1628.57,1,-,0,1159.0,114344,7.0,654
Alfondeguilla,Castellón,Alfondeguilla,612.31,11,-,0,1133.0,115966,8.0,653
Alforja,Tarragona,Alforja,1035.26,40,-,0,1552.0,140182,9.0,736
Alforque,Zaragoza,Alforque,-,-,-,0,1674.0,154117,9.0,720
Alfoz,Lugo,Alfoz,447.15,18,5.88,1,1159.0,119979,7.0,588
Alfoz de Bricia,Burgos,Alfoz de Bricia,308.03,5,-,0,1445.0,138383,8.0,633
Alfoz de Lloredo,Cantabria,Alfoz de Lloredo,1170.8,135,6.83,2,1737.0,156073,11.0,881
Alfoz de Quintanadueñas,Burgos,Alfoz de Quintanadueñas,968.5,37,-,0,1445.0,138383,8.0,633
Alfoz de Santa Gadea,Burgos,Alfoz de Santa Gadea,277.5,5,-,0,1445.0,138383,8.0,633
Algaba (La),Sevilla,La Algaba,1011.66,111,7.01,2,1611.0,162042,10.0,821
Algadefe,León,Algadefe,233.33,1,-,0,1237.0,130467,6.0,586
Algaida,Illes Balears,Algaida,2232.62,112,-,0,3139.0,358810,14.0,1392
Algámitas,Sevilla,Algámitas,-,-,4.29,1,1611.0,162042,10.0,821
Algar,Cádiz,Algar,841.95,17,4.56,2,1593.0,158397,9.0,712
Algar de Mesa,Guadalajara,Algar de Mesa,0,0,-,0,1372.0,146012,8.0,691
Algar de Palancia,Valencia,Algar de Palancia,-,-,-,0,1445.0,163450,11.0,1042
Algarinejo,Granada,Algarinejo,628.82,24,2.64,2,1691.0,181669,8.0,760
Algarra,Cuenca,Algarra,0,0,-,0,1139.0,119313,8.0,608
Algarrobo,Málaga,Algarrobo,1459.39,127,8.47,6,2630.0,301594,11.0,1055
Algatocín,Málaga,Algatocín,1196.49,7,-,0,2630.0,301594,11.0,1055
Algeciras,Cádiz,Algeciras,1211.89,1160,8.07,225,1593.0,158397,9.0,712
Algemesí,Valencia,Algemesí,636.86,423,5.46,2,1445.0,163450,11.0,1042
Algerri,Lleida,Algerri,203.89,10,-,0,1159.0,114344,7.0,654
Algete,Madrid,Algete,1725.1,125,12.96,22,3314.0,343514,16.0,1414
Algímia d'Alfara,Valencia,Algímia d'Alfara,-,-,-,0,1445.0,163450,11.0,1042
Algimia de Almonacid,Castellón,Algimia de Almonacid,468.34,12,-,0,1133.0,115966,8.0,653
Alginet,Valencia,Alginet,699.72,241,4.31,4,1445.0,163450,11.0,1042
Algodonales,Cádiz,Algodonales,895.1,37,4.91,4,1593.0,158397,9.0,712
Algodre,Zamora,Algodre,-,-,-,0,1151.0,118790,5.0,497
Algora,Guadalajara,Algora,329.45,3,-,0,1372.0,146012,8.0,691
Algorfa,Alicante,Algorfa,2734.38,330,4.97,6,1663.0,176931,9.0,845
Alguaire,Lleida,Alguaire,539.27,63,4.89,1,1159.0,114344,7.0,654
Alguazas,Murcia,Alguazas,543.54,166,2.99,2,1148.0,119550,9.0,792
Algueña,Alicante,Algueña,144.03,65,2.22,1,1663.0,176931,9.0,845
Alhabia,Almería,Alhabia,562.66,11,-,0,1168.0,109377,8.0,668
Alhama de Almería,Almería,Alhama de Almería,859.09,79,5.33,2,1168.0,109377,8.0,668
Alhama de Aragón,Zaragoza,Alhama de Aragón,-,-,-,0,1674.0,154117,9.0,720
Alhama de Granada,Granada,Alhama de Granada,880.78,142,4.14,4,1691.0,181669,8.0,760
Alhama de Murcia,Murcia,Alhama de Murcia,1399.79,354,9.39,10,1148.0,119550,9.0,792
Alhambra,Ciudad Real,Alhambra,373.77,15,-,0,936.0,96893,5.0,461
Alhaurín de la Torre,Málaga,Alhaurín de la Torre,1903.64,857,inf,34,2630.0,301594,11.0,1055
Alhaurín el Grande,Málaga,Alhaurín el Grande,1207.69,541,8.44,25,2630.0,301594,11.0,1055
Alhendín,Granada,Alhendín,1167.93,238,5.18,10,1691.0,181669,8.0,760
Alhóndiga,Guadalajara,Alhóndiga,0,0,-,0,1372.0,146012,8.0,691
Alía,Cáceres,Alía,517.26,20,-,0,1132.0,119586,6.0,497
Aliaga,Teruel,Aliaga,-,-,3.75,1,1068.0,103002,6.0,501
Aliaguilla,Cuenca,Aliaguilla,348.37,13,3.31,1,1139.0,119313,8.0,608
Alicante/Alacant,Alicante,Alicante/Alacant,2539.44,72396,-,0,1663.0,176931,9.0,845
Alicún,Almería,Alicún,345.91,3,-,0,1168.0,109377,8.0,668
Alicún de Ortega,Granada,Alicún de Ortega,0,0,-,0,1691.0,181669,8.0,760
Alija del Infantado,León,Alija del Infantado,421.45,17,-,0,1237.0,130467,6.0,586
Alins,Lleida,Alins,1627.53,16,-,0,1159.0,114344,7.0,654
Alió,Tarragona,Alió,929.49,6,-,0,1552.0,140182,9.0,736
Alique,Guadalajara,Alique,365.02,3,-,0,1372.0,146012,8.0,691
Aliseda,Cáceres,Aliseda,723.93,27,-,0,1132.0,119586,6.0,497
Aliud,Soria,Aliud,-,-,-,0,1288.0,129163,7.0,604
Aljaraque,Huelva,Aljaraque,1296.6,157,5.74,2,1299.0,122249,10.0,761
Aljucén,Badajoz,Aljucén,769.91,2,-,0,1149.0,126096,7.0,530
Alkiza,Gipuzkoa,Alkiza,2173.91,3,-,0,3234.0,289436,16.0,1275
Allande,Asturias,Allande,464.44,22,-,0,1568.0,139373,9.0,672
Allariz,Ourense,Allariz,700.6,128,5.68,3,1434.0,156580,6.0,564
Allepuz,Teruel,Allepuz,-,-,9.03,1,1068.0,103002,6.0,501
Aller,Asturias,Aller,621.75,389,4.42,9,1568.0,139373,9.0,672
Allín/Allin,Navarra,Allín/Allin,577.81,11,-,0,1691.0,164441,10.0,981
Allo,Navarra,Allo,365.38,20,-,0,1691.0,164441,10.0,981
Alloza,Teruel,Alloza,-,-,-,0,1068.0,103002,6.0,501
Allueva,Teruel,Allueva,-,-,-,0,1068.0,103002,6.0,501
Almacelles,Lleida,Almacelles,755.66,46,9.6,1,1159.0,114344,7.0,654
Almáchar,Málaga,Almáchar,974.83,60,-,0,2630.0,301594,11.0,1055
Almadén,Ciudad Real,Almadén,576.16,84,3.57,14,936.0,96893,5.0,461
Almadén de la Plata,Sevilla,Almadén de la Plata,-,-,5.13,3,1611.0,162042,10.0,821
Almadenejos,Ciudad Real,Almadenejos,282.12,5,-,0,936.0,96893,5.0,461
Almadrones,Guadalajara,Almadrones,1043.48,1,-,0,1372.0,146012,8.0,691
Almagro,Ciudad Real,Almagro,450,114,5.38,16,936.0,96893,5.0,461
Almajano,Soria,Almajano,-,-,-,0,1288.0,129163,7.0,604
Almaluez,Soria,Almaluez,-,-,-,0,1288.0,129163,7.0,604
Almansa,Albacete,Almansa,777.25,321,5.29,23,1300.0,152281,7.0,659
Almanza,León,Almanza,336.84,9,-,0,1237.0,130467,6.0,586
Almaraz,Cáceres,Almaraz,583.82,5,5.0,1,1132.0,119586,6.0,497
Almaraz de Duero,Zamora,Almaraz de Duero,-,-,-,0,1151.0,118790,5.0,497
Almarcha (La),Cuenca,La Almarcha,411.95,9,-,0,1139.0,119313,8.0,608
Almargen,Málaga,Almargen,668.43,18,-,0,2630.0,301594,11.0,1055
Almarza,Soria,Almarza,416.56,11,-,0,1288.0,129163,7.0,604
Almarza de Cameros,La Rioja,Almarza de Cameros,344.93,3,-,0,1457.0,148105,8.0,703
Almàssera,Valencia,Almàssera,1216.12,61,8.67,1,1445.0,163450,11.0,1042
Almassora,Castellón,Almassora,-,-,-,0,1133.0,115966,8.0,653
Almatret,Lleida,Almatret,267.3,4,-,0,1159.0,114344,7.0,654
Almazán,Soria,Almazán,-,-,4.69,5,1288.0,129163,7.0,604
Almazul,Soria,Almazul,-,-,-,0,1288.0,129163,7.0,604
Almedíjar,Castellón,Almedíjar,785.85,3,-,0,1133.0,115966,8.0,653
Almedina,Ciudad Real,Almedina,417.79,2,-,0,936.0,96893,5.0,461
Almedinilla,Córdoba,Almedinilla,695.65,22,13.33,1,1405.0,141657,7.0,645
Almegíjar,Granada,Almegíjar,565.9,9,5.07,2,1691.0,181669,8.0,760
Almeida de Sayago,Zamora,Almeida de Sayago,-,-,-,0,1151.0,118790,5.0,497
Almenar,Lleida,Almenar,754.61,24,-,0,1159.0,114344,7.0,654
Almenar de Soria,Soria,Almenar de Soria,-,-,-,0,1288.0,129163,7.0,604
Almenara,Castellón,Almenara,1282.27,158,11.77,15,1133.0,115966,8.0,653
Almenara de Adaja,Valladolid,Almenara de Adaja,-,-,-,0,1497.0,151208,8.0,668
Almenara de Tormes,Salamanca,Almenara de Tormes,793.25,10,-,0,1673.0,156058,9.0,801
Almendra,Salamanca,Almendra,234.94,5,-,0,1673.0,156058,9.0,801
Almendral,Badajoz,Almendral,590.83,20,2.78,2,1149.0,126096,7.0,530
Almendral de la Cañada,Toledo,Almendral de la Cañada,-,-,-,0,1023.0,103420,7.0,582
Almendralejo,Badajoz,Almendralejo,596.15,358,7.9,6,1149.0,126096,7.0,530
Almendro (El),Huelva,El Almendro,564.15,9,-,0,1299.0,122249,10.0,761
Almendros,Cuenca,Almendros,295.71,8,-,0,1139.0,119313,8.0,608
Almensilla,Sevilla,Almensilla,-,-,6.61,6,1611.0,162042,10.0,821
Almería,Almería,Almería,1570.81,2426,-,452,1168.0,109377,8.0,668
Almiserà,Valencia,Almiserà,-,-,-,0,1445.0,163450,11.0,1042
Almochuel,Zaragoza,Almochuel,-,-,-,0,1674.0,154117,9.0,720
Almócita,Almería,Almócita,366.67,1,-,0,1168.0,109377,8.0,668
Almodóvar del Campo,Ciudad Real,Almodóvar del Campo,615.85,78,3.29,5,936.0,96893,5.0,461
Almodóvar del Pinar,Cuenca,Almodóvar del Pinar,758.26,6,-,0,1139.0,119313,8.0,608
Almodóvar del Río,Córdoba,Almodóvar del Río,859.34,171,5.53,7,1405.0,141657,7.0,645
Almogía,Málaga,Almogía,1966.05,97,-,0,2630.0,301594,11.0,1055
Almoguera,Guadalajara,Almoguera,520.24,12,-,0,1372.0,146012,8.0,691
Almohaja,Teruel,Almohaja,-,-,-,0,1068.0,103002,6.0,501
Almoharín,Cáceres,Almoharín,524.81,20,-,0,1132.0,119586,6.0,497
Almoines,Valencia,Almoines,900.0,65,-,0,1445.0,163450,11.0,1042
Almolda (La),Zaragoza,La Almolda,-,-,-,0,1674.0,154117,9.0,720
Almonacid de la Cuba,Zaragoza,Almonacid de la Cuba,-,-,-,0,1674.0,154117,9.0,720
Almonacid de la Sierra,Zaragoza,Almonacid de la Sierra,-,-,-,0,1674.0,154117,9.0,720
Almonacid de Toledo,Toledo,Almonacid de Toledo,-,-,4.2,5,1023.0,103420,7.0,582
Almonacid de Zorita,Guadalajara,Almonacid de Zorita,490.94,26,10.0,1,1372.0,146012,8.0,691
Almonacid del Marquesado,Cuenca,Almonacid del Marquesado,328.25,6,-,0,1139.0,119313,8.0,608
Almonaster la Real,Huelva,Almonaster la Real,772.38,43,11.24,2,1299.0,122249,10.0,761
Almonte,Huelva,Almonte,1877.25,483,11.04,67,1299.0,122249,10.0,761
Almoradí,Alicante,Almoradí,919.83,405,4.8,13,1663.0,176931,9.0,845
Almorox,Toledo,Almorox,914.23,83,3.16,2,1023.0,103420,7.0,582
Almoster,Tarragona,Almoster,2733.32,33,-,0,1552.0,140182,9.0,736
Almudaina,Alicante,Almudaina,284.63,5,-,0,1663.0,176931,9.0,845
Almudévar,Huesca,Almudévar,536.36,20,5.0,1,1513.0,123979,8.0,636
Almunia de Doña Godina (La),Zaragoza,La Almunia de Doña Godina,-,-,6.25,1,1674.0,154117,9.0,720
Almunia de San Juan,Huesca,Almunia de San Juan,575.0,7,-,0,1513.0,123979,8.0,636
Almuniente,Huesca,Almuniente,237.45,7,-,0,1513.0,123979,8.0,636
Almuñécar,Granada,Almuñécar,1663.69,1088,10.21,265,1691.0,181669,8.0,760
Almuradiel,Ciudad Real,Almuradiel,520.63,8,-,0,936.0,96893,5.0,461
Almussafes,Valencia,Almussafes,1065.23,30,-,0,1445.0,163450,11.0,1042
Alobras,Teruel,Alobras,-,-,-,0,1068.0,103002,6.0,501
Alocén,Guadalajara,Alocén,967.61,11,-,0,1372.0,146012,8.0,691
Alonsotegi,Bizkaia,Alonsotegi,2516.6,19,-,0,2853.0,269369,13.0,1124
Álora,Málaga,Álora,1239.92,360,7.35,11,2630.0,301594,11.0,1055
Alòs de Balaguer,Lleida,Alòs de Balaguer,-,-,4.5,1,1159.0,114344,7.0,654
Alosno,Huelva,Alosno,646.01,8,3.11,2,1299.0,122249,10.0,761
Alovera,Guadalajara,Alovera,1530.13,100,-,3,1372.0,146012,8.0,691
Alozaina,Málaga,Alozaina,1272.36,44,6.9,2,2630.0,301594,11.0,1055
Alp,Girona,Alp,2439.12,129,15.21,28,2169.0,193575,11.0,941
Alpandeire,Málaga,Alpandeire,1369.52,5,-,0,2630.0,301594,11.0,1055
Alpanseque,Soria,Alpanseque,-,-,-,0,1288.0,129163,7.0,604
Alpartir,Zaragoza,Alpartir,-,-,-,0,1674.0,154117,9.0,720
Alpedrete,Madrid,Alpedrete,2056.9,108,8.61,8,3314.0,343514,16.0,1414
Alpens,Barcelona,Alpens,297.52,1,-,0,2946.0,272259,16.0,1367
Alpeñés,Teruel,Alpeñés,-,-,-,0,1068.0,103002,6.0,501
Alpera,Albacete,Alpera,400.38,10,-,0,1300.0,152281,7.0,659
Alpicat,Lleida,Alpicat,1112.46,90,7.48,2,1159.0,114344,7.0,654
Alpuente,Valencia,Alpuente,-,-,-,0,1445.0,163450,11.0,1042
Alpujarra de la Sierra,Granada,Alpujarra de la Sierra,770.39,37,5.0,1,1691.0,181669,8.0,760
Alqueria d'Asnar (L'),Alicante,L' Alqueria d'Asnar,-,-,-,0,1663.0,176931,9.0,845
Alqueria de la Comtessa (L'),Valencia,L' Alqueria de la Comtessa,-,-,-,0,1445.0,163450,11.0,1042
Alqueries (Les)/Alquerías del Niño Perdido,Castellón,Les Alqueries/Alquerías del Niño Perdido,872.77,95,3.54,1,1133.0,115966,8.0,653
Alquézar,Huesca,Alquézar,1593.46,5,5.98,2,1513.0,123979,8.0,636
Alquife,Granada,Alquife,470.72,4,-,0,1691.0,181669,8.0,760
Alsodux,Almería,Alsodux,797.76,5,-,0,1168.0,109377,8.0,668
Alt Àneu,Lleida,Alt Àneu,1437.5,35,5.86,1,1159.0,114344,7.0,654
Altable,Burgos,Altable,700.68,3,-,0,1445.0,138383,8.0,633
Altafulla,Tarragona,Altafulla,1855.57,80,10.36,6,1552.0,140182,9.0,736
Altarejos,Cuenca,Altarejos,255.0,1,-,0,1139.0,119313,8.0,608
Altea,Alicante,Altea,3024.01,2217,-,132,1663.0,176931,9.0,845
Altorricón,Huesca,Altorricón,880.58,8,-,0,1513.0,123979,8.0,636
Altos (Los),Burgos,Los Altos,307.97,6,-,0,1445.0,138383,8.0,633
Altsasu/Alsasua,Navarra,Altsasu/Alsasua,-,-,-,0,1691.0,164441,10.0,981
Altura,Castellón,Altura,682.47,69,4.92,5,1133.0,115966,8.0,653
Altzaga,Gipuzkoa,Altzaga,-,-,-,0,3234.0,289436,16.0,1275
Altzo,Gipuzkoa,Altzo,1252.63,7,-,0,3234.0,289436,16.0,1275
Alustante,Guadalajara,Alustante,489.31,6,-,0,1372.0,146012,8.0,691
Alzira,Valencia,Alzira,1211.53,1287,5.42,11,1445.0,163450,11.0,1042
Amavida,Ávila,Amavida,298.75,3,-,0,1022.0,99417,6.0,520
Amayuelas de Arriba,Palencia,Amayuelas de Arriba,0,0,-,0,1352.0,128845,7.0,499
Ambel,Zaragoza,Ambel,-,-,-,0,1674.0,154117,9.0,720
Ambite,Madrid,Ambite,1035.79,17,3.4,1,3314.0,343514,16.0,1414
Amer,Girona,Amer,1874.36,38,-,0,2169.0,193575,11.0,941
Ames,A Coruña,Ames,1106.55,299,6.0,18,1583.0,156959,8.0,666
Améscoa Baja,Navarra,Améscoa Baja,500.76,12,-,0,1691.0,164441,10.0,981
Ametlla de Mar (L'),Tarragona,L' Ametlla de Mar,-,-,-,0,1552.0,140182,9.0,736
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,-,-,-,0,2946.0,272259,16.0,1367
Ameyugo,Burgos,Ameyugo,794.1,6,-,0,1445.0,138383,8.0,633
Amezketa,Gipuzkoa,Amezketa,1764.71,10,-,0,3234.0,289436,16.0,1275
Amieva,Asturias,Amieva,598.64,10,4.63,1,1568.0,139373,9.0,672
Amoeiro,Ourense,Amoeiro,1153.64,107,4.07,3,1434.0,156580,6.0,564
Amorebieta-Etxano,Bizkaia,Amorebieta-Etxano,2011.43,59,-,0,2853.0,269369,13.0,1124
Amoroto,Bizkaia,Amoroto,833,1,-,0,2853.0,269369,13.0,1124
Ampolla (L'),Tarragona,L' Ampolla,-,-,-,0,1552.0,140182,9.0,736
Amposta,Tarragona,Amposta,817.49,552,6.97,3,1552.0,140182,9.0,736
Ampudia,Palencia,Ampudia,833.93,6,-,0,1352.0,128845,7.0,499
Ampuero,Cantabria,Ampuero,1153.41,232,7.98,14,1737.0,156073,11.0,881
Amurrio,Álava,Amurrio,1747.25,31,-,0,2564.0,242404,12.0,986
Amusco,Palencia,Amusco,280.39,8,-,0,1352.0,128845,7.0,499
Amusquillo,Valladolid,Amusquillo,-,-,-,0,1497.0,151208,8.0,668
Anadón,Teruel,Anadón,-,-,-,0,1068.0,103002,6.0,501
Anaya,Segovia,Anaya,-,-,-,0,1329.0,133270,9.0,790
Anaya de Alba,Salamanca,Anaya de Alba,277.81,3,-,0,1673.0,156058,9.0,801
Anchuelo,Madrid,Anchuelo,793.36,12,-,0,3314.0,343514,16.0,1414
Anchuras,Ciudad Real,Anchuras,480.86,5,4.17,1,936.0,96893,5.0,461
Ancín/Antzin,Navarra,Ancín/Antzin,-,-,-,0,1691.0,164441,10.0,981
Andavías,Zamora,Andavías,-,-,-,0,1151.0,118790,5.0,497
Andilla,Valencia,Andilla,-,-,10.0,1,1445.0,163450,11.0,1042
Andoain,Gipuzkoa,Andoain,3876.25,42,-,0,3234.0,289436,16.0,1275
Andorra,Teruel,Andorra,6815.99,2969,-,0,1068.0,103002,6.0,501
Andosilla,Navarra,Andosilla,1206.1,33,-,0,1691.0,164441,10.0,981
Andratx,Illes Balears,Andratx,2627.27,310,-,0,3139.0,358810,14.0,1392
Andújar,Jaén,Andújar,1329.16,414,4.94,12,989.0,105216,6.0,496
Anento,Zaragoza,Anento,-,-,-,0,1674.0,154117,9.0,720
Anglès,Girona,Anglès,1328.48,91,-,0,2169.0,193575,11.0,941
Anglesola,Lleida,Anglesola,641.52,9,-,0,1159.0,114344,7.0,654
Angón,Guadalajara,Angón,0,0,-,0,1372.0,146012,8.0,691
Anguciana,La Rioja,Anguciana,831.85,53,-,0,1457.0,148105,8.0,703
Angüés,Huesca,Angüés,-,-,-,0,1513.0,123979,8.0,636
Anguiano,La Rioja,Anguiano,701.83,7,-,0,1457.0,148105,8.0,703
Anguita,Guadalajara,Anguita,417.97,8,-,0,1372.0,146012,8.0,691
Anguix,Burgos,Anguix,200.0,1,-,0,1445.0,138383,8.0,633
Anievas,Cantabria,Anievas,-,-,-,0,1737.0,156073,11.0,881
Aniñón,Zaragoza,Aniñón,316.82,24,-,0,1674.0,154117,9.0,720
Anna,Valencia,Anna,-,-,2.21,2,1445.0,163450,11.0,1042
Anoeta,Gipuzkoa,Anoeta,2849.76,16,-,0,3234.0,289436,16.0,1275
Anquela del Ducado,Guadalajara,Anquela del Ducado,222.22,1,-,0,1372.0,146012,8.0,691
Anquela del Pedregal,Guadalajara,Anquela del Pedregal,568.18,1,-,0,1372.0,146012,8.0,691
Ansó,Huesca,Ansó,795.46,16,-,0,1513.0,123979,8.0,636
Ansoáin/Antsoain,Navarra,Ansoáin/Antsoain,-,-,-,0,1691.0,164441,10.0,981
Antas,Almería,Antas,961.9,35,10.42,2,1168.0,109377,8.0,668
