municipio,provincia,municipio_nombre_humano,precio_m2_venta,num_casas_venta
Pajares de Adaja,Ávila,Pajares de Adaja,708.1,5
Palacios de Goda,Ávila,Palacios de Goda,888.17,4
Papatrigo,Ávila,Papatrigo,nan,0
Parral (El),Ávila,El Parral,578.51,1
Pascualcobo,Ávila,Pascualcobo,228.47,3
Pedro Bernardo,Ávila,Pedro Bernardo,588.87,32
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,nan,0
Peguerinos,Ávila,Peguerinos,864.35,25
Peñalba de Ávila,Ávila,Peñalba de Ávila,1049.39,9
Piedrahíta,Ávila,Piedrahíta,696.4,68
Piedralaves,Ávila,Piedralaves,896.21,60
Poveda,Ávila,Poveda,477.43,5
Poyales del Hoyo,Ávila,Poyales del Hoyo,inf,16
Pozanco,Ávila,Pozanco,37.53,1
Pradosegar,Ávila,Pradosegar,328.57,2
Puerto Castilla,Ávila,Puerto Castilla,348.1,6
Rasueros,Ávila,Rasueros,529.17,2
Riocabado,Ávila,Riocabado,258.07,4
Riofrío,Ávila,Riofrío,510.34,4
Rivilla de Barajas,Ávila,Rivilla de Barajas,1000.0,1
Salobral,Ávila,Salobral,nan,0
Salvadiós,Ávila,Salvadiós,282.35,1
San Bartolomé de Béjar,Ávila,San Bartolomé de Béjar,201.48,3
San Bartolomé de Corneja,Ávila,San Bartolomé de Corneja,533.01,5
San Bartolomé de Pinares,Ávila,San Bartolomé de Pinares,537.35,9
San Esteban de los Patos,Ávila,San Esteban de los Patos,427.85,3
San Esteban de Zapardiel,Ávila,San Esteban de Zapardiel,nan,0
San Esteban del Valle,Ávila,San Esteban del Valle,613.09,8
San García de Ingelmos,Ávila,San García de Ingelmos,145.24,2
San Juan de Gredos,Ávila,San Juan de Gredos,761.55,14
San Juan de la Encinilla,Ávila,San Juan de la Encinilla,596.65,4
San Juan de la Nava,Ávila,San Juan de la Nava,570.44,3
San Juan del Molinillo,Ávila,San Juan del Molinillo,823.44,6
San Juan del Olmo,Ávila,San Juan del Olmo,384.73,4
San Lorenzo de Tormes,Ávila,San Lorenzo de Tormes,nan,0
San Martín de la Vega del Alberche,Ávila,San Martín de la Vega del Alberche,639.97,8
San Martín del Pimpollar,Ávila,San Martín del Pimpollar,940.19,6
San Miguel de Corneja,Ávila,San Miguel de Corneja,2057.84,1
San Miguel de Serrezuela,Ávila,San Miguel de Serrezuela,129.03,1
San Pascual,Ávila,San Pascual,650.0,2
San Pedro del Arroyo,Ávila,San Pedro del Arroyo,563.82,18
San Vicente de Arévalo,Ávila,San Vicente de Arévalo,nan,0
Sanchidrián,Ávila,Sanchidrián,619.71,22
Sanchorreja,Ávila,Sanchorreja,267.16,3
Santa Cruz de Pinares,Ávila,Santa Cruz de Pinares,636.03,10
Santa Cruz del Valle,Ávila,Santa Cruz del Valle,512.54,11
Santa María de los Caballeros,Ávila,Santa María de los Caballeros,500.75,8
Santa María del Arroyo,Ávila,Santa María del Arroyo,nan,0
Santa María del Berrocal,Ávila,Santa María del Berrocal,258.85,6
Santa María del Cubillo,Ávila,Santa María del Cubillo,330.01,7
Santa María del Tiétar,Ávila,Santa María del Tiétar,778.83,30
Santiago del Collado,Ávila,Santiago del Collado,293.59,4
Santiago del Tormes,Ávila,Santiago del Tormes,-,0
Santo Domingo de las Posadas,Ávila,Santo Domingo de las Posadas,463.72,4
Santo Tomé de Zabarcos,Ávila,Santo Tomé de Zabarcos,393.53,4
Serrada (La),Ávila,La Serrada,740.16,1
Serranillos,Ávila,Serranillos,626.67,3
Sigeres,Ávila,Sigeres,nan,0
Sinlabajos,Ávila,Sinlabajos,565.13,4
Solana de Ávila,Ávila,Solana de Ávila,521.08,11
Solana de Rioalmar,Ávila,Solana de Rioalmar,1416.67,1
Solosancho,Ávila,Solosancho,665.54,13
Sotalbo,Ávila,Sotalbo,-,0
Sotillo de la Adrada,Ávila,Sotillo de la Adrada,791.14,130
Tiemblo (El),Ávila,El Tiemblo,830.55,134
Tiñosillos,Ávila,Tiñosillos,1184.03,2
Tolbaños,Ávila,Tolbaños,442.36,7
Tormellas,Ávila,Tormellas,119.43,4
Tornadizos de Ávila,Ávila,Tornadizos de Ávila,741.08,10
Torre (La),Ávila,La Torre,226.13,2
Tórtoles,Ávila,Tórtoles,283.23,3
Umbrías,Ávila,Umbrías,759.16,3
Vadillo de la Sierra,Ávila,Vadillo de la Sierra,81.33,2
Valdecasa,Ávila,Valdecasa,nan,0
Vega de Santa María,Ávila,Vega de Santa María,698.67,4
Velayos,Ávila,Velayos,332.53,14
Villaflor,Ávila,Villaflor,603.42,3
Villafranca de la Sierra,Ávila,Villafranca de la Sierra,444.58,7
Villanueva de Ávila,Ávila,Villanueva de Ávila,594.53,14
Villanueva de Gómez,Ávila,Villanueva de Gómez,450.85,6
Villanueva del Aceral,Ávila,Villanueva del Aceral,nan,0
Villanueva del Campillo,Ávila,Villanueva del Campillo,nan,0
Villar de Corneja,Ávila,Villar de Corneja,425.6,3
Villarejo del Valle,Ávila,Villarejo del Valle,675.27,10
Villatoro,Ávila,Villatoro,nan,0
Viñegra de Moraña,Ávila,Viñegra de Moraña,170.17,4
Vita,Ávila,Vita,80.0,1
Zapardiel de la Cañada,Ávila,Zapardiel de la Cañada,1450.0,1
Zapardiel de la Ribera,Ávila,Zapardiel de la Ribera,333.48,5
Acedera,Badajoz,Acedera,714.29,1
Aceuchal,Badajoz,Aceuchal,512.38,18
Ahillones,Badajoz,Ahillones,321.86,4
Alange,Badajoz,Alange,608.74,25
Albuera (La),Badajoz,La Albuera,713.26,22
Alburquerque,Badajoz,Alburquerque,610.4,35
Alconchel,Badajoz,Alconchel,1147.31,19
Alconera,Badajoz,Alconera,1300.0,1
Aljucén,Badajoz,Aljucén,769.91,2
Almendral,Badajoz,Almendral,590.83,20
Almendralejo,Badajoz,Almendralejo,inf,268
Arroyo de San Serván,Badajoz,Arroyo de San Serván,512.61,23
Atalaya,Badajoz,Atalaya,2433.21,15
Azuaga,Badajoz,Azuaga,inf,31
Badajoz,Badajoz,Badajoz,inf,1679
Barcarrota,Badajoz,Barcarrota,515.07,42
Baterno,Badajoz,Baterno,nan,0
Benquerencia de la Serena,Badajoz,Benquerencia de la Serena,176.03,5
Berlanga,Badajoz,Berlanga,668.49,4
Bienvenida,Badajoz,Bienvenida,413.33,10
Bodonal de la Sierra,Badajoz,Bodonal de la Sierra,nan,0
Burguillos del Cerro,Badajoz,Burguillos del Cerro,598.6,22
Cabeza del Buey,Badajoz,Cabeza del Buey,427.7,50
Cabeza la Vaca,Badajoz,Cabeza la Vaca,772.57,60
Calamonte,Badajoz,Calamonte,418.54,23
Calera de León,Badajoz,Calera de León,705.69,13
Calzadilla de los Barros,Badajoz,Calzadilla de los Barros,555.56,1
Campanario,Badajoz,Campanario,443.43,24
Campillo de Llerena,Badajoz,Campillo de Llerena,388.8,6
Capilla,Badajoz,Capilla,nan,0
Carmonita,Badajoz,Carmonita,120.24,2
Carrascalejo (El),Badajoz,El Carrascalejo,220.64,3
Casas de Don Pedro,Badajoz,Casas de Don Pedro,328.13,9
Casas de Reina,Badajoz,Casas de Reina,267.88,5
Castilblanco,Badajoz,Castilblanco,350.5,8
Castuera,Badajoz,Castuera,491.25,81
Cheles,Badajoz,Cheles,652.03,5
Codosera (La),Badajoz,La Codosera,797.15,18
Cordobilla de Lácara,Badajoz,Cordobilla de Lácara,622.37,4
Coronada (La),Badajoz,La Coronada,304.52,13
Corte de Peleas,Badajoz,Corte de Peleas,292.04,9
Cristina,Badajoz,Cristina,487.28,3
Don Álvaro,Badajoz,Don Álvaro,inf,15
Don Benito,Badajoz,Don Benito,947.94,379
Entrín Bajo,Badajoz,Entrín Bajo,249.35,5
Esparragalejo,Badajoz,Esparragalejo,474.01,13
Esparragosa de la Serena,Badajoz,Esparragosa de la Serena,513.17,3
Esparragosa de Lares,Badajoz,Esparragosa de Lares,222.79,8
Feria,Badajoz,Feria,377.97,24
Fregenal de la Sierra,Badajoz,Fregenal de la Sierra,783.18,16
Fuenlabrada de los Montes,Badajoz,Fuenlabrada de los Montes,469.59,15
Fuente de Cantos,Badajoz,Fuente de Cantos,465.51,28
Fuente del Arco,Badajoz,Fuente del Arco,552.5,7
Fuente del Maestre,Badajoz,Fuente del Maestre,735.62,28
Fuentes de León,Badajoz,Fuentes de León,490.53,28
Garbayuela,Badajoz,Garbayuela,nan,0
Garlitos,Badajoz,Garlitos,372.22,2
Garrovilla (La),Badajoz,La Garrovilla,680.12,14
Granja de Torrehermosa,Badajoz,Granja de Torrehermosa,273.88,23
Guadiana,Badajoz,Guadiana,-,0
Guareña,Badajoz,Guareña,inf,30
Haba (La),Badajoz,La Haba,514.19,8
Helechosa de los Montes,Badajoz,Helechosa de los Montes,-,0
Herrera del Duque,Badajoz,Herrera del Duque,673.45,20
Higuera de la Serena,Badajoz,Higuera de la Serena,300.94,9
Higuera de Llerena,Badajoz,Higuera de Llerena,122.78,2
Higuera de Vargas,Badajoz,Higuera de Vargas,240.63,3
Higuera la Real,Badajoz,Higuera la Real,520.04,8
Hinojosa del Valle,Badajoz,Hinojosa del Valle,446.77,7
Hornachos,Badajoz,Hornachos,810.64,23
Jerez de los Caballeros,Badajoz,Jerez de los Caballeros,602.77,41
Lapa (La),Badajoz,La Lapa,400.0,1
Llera,Badajoz,Llera,182.39,1
Llerena,Badajoz,Llerena,670.09,66
Lobón,Badajoz,Lobón,567.83,18
Magacela,Badajoz,Magacela,435.03,12
Maguilla,Badajoz,Maguilla,204.33,3
Malcocinado,Badajoz,Malcocinado,398.43,18
Malpartida de la Serena,Badajoz,Malpartida de la Serena,347.78,4
Manchita,Badajoz,Manchita,467.35,2
Medellín,Badajoz,Medellín,inf,18
Medina de las Torres,Badajoz,Medina de las Torres,443.22,15
Mengabril,Badajoz,Mengabril,568.5,3
Mérida,Badajoz,Mérida,837.08,719
Mirandilla,Badajoz,Mirandilla,573.8,21
Monesterio,Badajoz,Monesterio,587.85,50
Montemolín,Badajoz,Montemolín,1659.46,9
Monterrubio de la Serena,Badajoz,Monterrubio de la Serena,359.8,12
Montijo,Badajoz,Montijo,638.97,63
Morera (La),Badajoz,La Morera,462.5,2
Nava de Santiago (La),Badajoz,La Nava de Santiago,397.73,1
Navalvillar de Pela,Badajoz,Navalvillar de Pela,419.23,21
Nogales,Badajoz,Nogales,250.21,6
Oliva de la Frontera,Badajoz,Oliva de la Frontera,529.47,16
Oliva de Mérida,Badajoz,Oliva de Mérida,451.96,7
Olivenza,Badajoz,Olivenza,1203.33,83
Orellana de la Sierra,Badajoz,Orellana de la Sierra,1885.8,8
Orellana la Vieja,Badajoz,Orellana la Vieja,inf,35
Palomas,Badajoz,Palomas,inf,5
Parra (La),Badajoz,La Parra,398.12,6
Peñalsordo,Badajoz,Peñalsordo,357.23,9
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,179.6,1
Puebla de Alcocer,Badajoz,Puebla de Alcocer,406.53,9
Puebla de la Calzada,Badajoz,Puebla de la Calzada,534.01,17
Puebla de la Reina,Badajoz,Puebla de la Reina,225.0,1
Puebla de Obando,Badajoz,Puebla de Obando,610.66,9
Puebla de Sancho Pérez,Badajoz,Puebla de Sancho Pérez,560.74,23
Puebla del Maestre,Badajoz,Puebla del Maestre,313.22,9
Puebla del Prior,Badajoz,Puebla del Prior,nan,0
Pueblonuevo del Guadiana,Badajoz,Pueblonuevo del Guadiana,nan,0
Quintana de la Serena,Badajoz,Quintana de la Serena,451.41,21
Reina,Badajoz,Reina,198.38,2
Rena,Badajoz,Rena,215.93,2
Retamal de Llerena,Badajoz,Retamal de Llerena,-,0
Ribera del Fresno,Badajoz,Ribera del Fresno,478.16,14
Risco,Badajoz,Risco,nan,0
Roca de la Sierra (La),Badajoz,La Roca de la Sierra,614.55,5
Salvaleón,Badajoz,Salvaleón,403.63,9
Salvatierra de los Barros,Badajoz,Salvatierra de los Barros,437.94,10
San Pedro de Mérida,Badajoz,San Pedro de Mérida,974.3,4
San Vicente de Alcántara,Badajoz,San Vicente de Alcántara,447.56,39
Sancti-Spíritus,Badajoz,Sancti-Spíritus,100.96,4
Santa Amalia,Badajoz,Santa Amalia,inf,37
Santa Marta,Badajoz,Santa Marta,585.95,34
Santos de Maimona (Los),Badajoz,Los Santos de Maimona,1013.8,53
Segura de León,Badajoz,Segura de León,517.72,19
Siruela,Badajoz,Siruela,345.76,27
Solana de los Barros,Badajoz,Solana de los Barros,372.16,10
Talarrubias,Badajoz,Talarrubias,374.34,27
Talavera la Real,Badajoz,Talavera la Real,800.46,41
Táliga,Badajoz,Táliga,308.25,3
Tamurejo,Badajoz,Tamurejo,nan,0
Torre de Miguel Sesmero,Badajoz,Torre de Miguel Sesmero,871.25,3
Torremayor,Badajoz,Torremayor,463.81,7
Torremejía,Badajoz,Torremejía,527.69,3
Trasierra,Badajoz,Trasierra,294.44,2
Trujillanos,Badajoz,Trujillanos,527.15,19
Usagre,Badajoz,Usagre,446.13,6
Valdecaballeros,Badajoz,Valdecaballeros,726.08,21
Valdelacalzada,Badajoz,Valdelacalzada,542.59,11
Valdetorres,Badajoz,Valdetorres,inf,5
Valencia de las Torres,Badajoz,Valencia de las Torres,346.01,8
Valencia del Mombuey,Badajoz,Valencia del Mombuey,nan,0
Valencia del Ventoso,Badajoz,Valencia del Ventoso,527.09,8
Valle de la Serena,Badajoz,Valle de la Serena,349.59,16
Valle de Matamoros,Badajoz,Valle de Matamoros,nan,0
Valle de Santa Ana,Badajoz,Valle de Santa Ana,405.81,10
Valverde de Burguillos,Badajoz,Valverde de Burguillos,nan,0
Valverde de Leganés,Badajoz,Valverde de Leganés,935.99,9
Valverde de Llerena,Badajoz,Valverde de Llerena,281.9,12
Valverde de Mérida,Badajoz,Valverde de Mérida,505.35,9
Villafranca de los Barros,Badajoz,Villafranca de los Barros,647.36,28
Villagarcía de la Torre,Badajoz,Villagarcía de la Torre,358.98,4
Villagonzalo,Badajoz,Villagonzalo,384.87,5
Villalba de los Barros,Badajoz,Villalba de los Barros,421.35,4
Villanueva de la Serena,Badajoz,Villanueva de la Serena,731.4,129
Villanueva del Fresno,Badajoz,Villanueva del Fresno,428.36,9
Villar de Rena,Badajoz,Villar de Rena,517.5,2
Villar del Rey,Badajoz,Villar del Rey,554.54,13
Villarta de los Montes,Badajoz,Villarta de los Montes,304.08,9
Zafra,Badajoz,Zafra,840.98,149
Zahínos,Badajoz,Zahínos,248.64,7
Zalamea de la Serena,Badajoz,Zalamea de la Serena,542.55,27
Zarza (La),Badajoz,La Zarza,-,0
Zarza-Capilla,Badajoz,Zarza-Capilla,3858.84,5
Alaior,Illes Balears,Alaior,-,0
Alaró,Illes Balears,Alaró,-,0
Alcúdia,Illes Balears,Alcúdia,-,0
Algaida,Illes Balears,Algaida,-,0
Andratx,Illes Balears,Andratx,-,0
Ariany,Illes Balears,Ariany,-,0
Artà,Illes Balears,Artà,-,0
Banyalbufar,Illes Balears,Banyalbufar,-,0
Binissalem,Illes Balears,Binissalem,-,0
Búger,Illes Balears,Búger,-,0
Bunyola,Illes Balears,Bunyola,-,0
Calvià,Illes Balears,Calvià,-,0
Campanet,Illes Balears,Campanet,-,0
Campos,Illes Balears,Campos,-,0
Capdepera,Illes Balears,Capdepera,-,0
Castell (Es),Illes Balears,Es Castell,-,0
Ciutadella de Menorca,Illes Balears,Ciutadella de Menorca,-,0
Consell,Illes Balears,Consell,-,0
Costitx,Illes Balears,Costitx,-,0
Deià,Illes Balears,Deià,-,0
Eivissa,Illes Balears,Eivissa,-,0
Escorca,Illes Balears,Escorca,-,0
Esporles,Illes Balears,Esporles,-,0
Estellencs,Illes Balears,Estellencs,-,0
Felanitx,Illes Balears,Felanitx,-,0
Ferreries,Illes Balears,Ferreries,-,0
Formentera,Illes Balears,Formentera,-,0
Fornalutx,Illes Balears,Fornalutx,-,0
Inca,Illes Balears,Inca,-,0
Lloret de Vistalegre,Illes Balears,Lloret de Vistalegre,-,0
Lloseta,Illes Balears,Lloseta,-,0
Llubí,Illes Balears,Llubí,-,0
Llucmajor,Illes Balears,Llucmajor,-,0
Manacor,Illes Balears,Manacor,-,0
Mancor de la Vall,Illes Balears,Mancor de la Vall,-,0
Maó-Mahón,Illes Balears,Maó-Mahón,-,0
Maria de la Salut,Illes Balears,Maria de la Salut,-,0
Marratxí,Illes Balears,Marratxí,-,0
Mercadal (Es),Illes Balears,Es Mercadal,-,0
Migjorn Gran (Es),Illes Balears,Es Migjorn Gran,-,0
Montuïri,Illes Balears,Montuïri,-,0
Muro,Illes Balears,Muro,-,0
Palma,Illes Balears,Palma,-,0
Petra,Illes Balears,Petra,-,0
Pobla (Sa),Illes Balears,Sa Pobla,-,0
Pollença,Illes Balears,Pollença,-,0
Porreres,Illes Balears,Porreres,-,0
Puigpunyent,Illes Balears,Puigpunyent,-,0
Salines (Ses),Illes Balears,Ses Salines,-,0
Sant Antoni de Portmany,Illes Balears,Sant Antoni de Portmany,-,0
Sant Joan,Illes Balears,Sant Joan,-,0
Sant Joan de Labritja,Illes Balears,Sant Joan de Labritja,-,0
Sant Josep de sa Talaia,Illes Balears,Sant Josep de sa Talaia,-,0
Sant Llorenç des Cardassar,Illes Balears,Sant Llorenç des Cardassar,-,0
Sant Lluís,Illes Balears,Sant Lluís,-,0
Santa Eugènia,Illes Balears,Santa Eugènia,-,0
Santa Eulària des Riu,Illes Balears,Santa Eulària des Riu,-,0
Santa Margalida,Illes Balears,Santa Margalida,-,0
Santa María del Camí,Illes Balears,Santa María del Camí,-,0
Santanyí,Illes Balears,Santanyí,-,0
Selva,Illes Balears,Selva,-,0
Sencelles,Illes Balears,Sencelles,-,0
Sineu,Illes Balears,Sineu,-,0
Sóller,Illes Balears,Sóller,-,0
Son Servera,Illes Balears,Son Servera,-,0
Valldemossa,Illes Balears,Valldemossa,-,0
Vilafranca de Bonany,Illes Balears,Vilafranca de Bonany,-,0
Abrera,Barcelona,Abrera,1977.19,86
Aguilar de Segarra,Barcelona,Aguilar de Segarra,1661.06,5
Aiguafreda,Barcelona,Aiguafreda,1732.68,34
Alella,Barcelona,Alella,3278.05,214
Alpens,Barcelona,Alpens,297.52,1
Ametlla del Vallès (L'),Barcelona,L' Ametlla del Vallès,-,0
Arenys de Mar,Barcelona,Arenys de Mar,2565.26,265
Arenys de Munt,Barcelona,Arenys de Munt,1901.7,150
Argençola,Barcelona,Argençola,-,0
Argentona,Barcelona,Argentona,1989.9,170
Artés,Barcelona,Artés,1119.74,65
Avià,Barcelona,Avià,-,0
Avinyó,Barcelona,Avinyó,986.02,18
Avinyonet del Penedès,Barcelona,Avinyonet del Penedès,-,0
Badalona,Barcelona,Badalona,2128.45,2074
Badia del Vallès,Barcelona,Badia del Vallès,-,0
Bagà,Barcelona,Bagà,-,0
Balenyà,Barcelona,Balenyà,-,0
Balsareny,Barcelona,Balsareny,821.69,49
Barberà del Vallès,Barcelona,Barberà del Vallès,-,0
Barcelona,Barcelona,Barcelona,6772.94,17847
Begues,Barcelona,Begues,inf,114
Bellprat,Barcelona,Bellprat,743.16,4
Berga,Barcelona,Berga,895.4,156
Bigues i Riells,Barcelona,Bigues i Riells,1725.63,183
Borredà,Barcelona,Borredà,-,0
Bruc (El),Barcelona,El Bruc,1852.77,33
Brull (El),Barcelona,El Brull,inf,11
Cabanyes (Les),Barcelona,Les Cabanyes,1688.22,9
Cabrera d'Anoia,Barcelona,Cabrera d'Anoia,-,0
Cabrera de Mar,Barcelona,Cabrera de Mar,3534.48,102
Cabrils,Barcelona,Cabrils,2465.13,253
Calaf,Barcelona,Calaf,625.66,61
Calders,Barcelona,Calders,1268.17,17
Caldes de Montbui,Barcelona,Caldes de Montbui,1739.07,212
Caldes d'Estrac,Barcelona,Caldes d'Estrac,-,0
Calella,Barcelona,Calella,3190.02,409
Calldetenes,Barcelona,Calldetenes,1582.63,13
Callús,Barcelona,Callús,878.32,12
Calonge de Segarra,Barcelona,Calonge de Segarra,inf,5
Campins,Barcelona,Campins,3447.49,10
Canet de Mar,Barcelona,Canet de Mar,2437.28,193
Canovelles,Barcelona,Canovelles,1589.15,179
Cànoves i Samalús,Barcelona,Cànoves i Samalús,-,0
Canyelles,Barcelona,Canyelles,1689.11,187
Capellades,Barcelona,Capellades,1226.51,93
Capolat,Barcelona,Capolat,912.13,4
Cardedeu,Barcelona,Cardedeu,11140.62,136
Cardona,Barcelona,Cardona,inf,33
Carme,Barcelona,Carme,558.68,13
Casserres,Barcelona,Casserres,772.95,26
Castell de l'Areny,Barcelona,Castell de l'Areny,-,0
Castellar de n'Hug,Barcelona,Castellar de n'Hug,-,0
Castellar del Riu,Barcelona,Castellar del Riu,nan,0
Castellar del Vallès,Barcelona,Castellar del Vallès,-,0
Castellbell i el Vilar,Barcelona,Castellbell i el Vilar,1166.45,59
Castellbisbal,Barcelona,Castellbisbal,1895.24,94
Castellcir,Barcelona,Castellcir,inf,20
Castelldefels,Barcelona,Castelldefels,3606.28,828
Castellet i la Gornal,Barcelona,Castellet i la Gornal,1803.62,84
Castellfollit de Riubregós,Barcelona,Castellfollit de Riubregós,314.75,5
Castellfollit del Boix,Barcelona,Castellfollit del Boix,1365.44,2
Castellgalí,Barcelona,Castellgalí,1204.03,49
Castellnou de Bages,Barcelona,Castellnou de Bages,1335.18,12
Castellolí,Barcelona,Castellolí,1223.05,7
Castellterçol,Barcelona,Castellterçol,-,0
Castellví de la Marca,Barcelona,Castellví de la Marca,inf,17
Castellví de Rosanes,Barcelona,Castellví de Rosanes,1736.8,19
Centelles,Barcelona,Centelles,1494.51,56
Cercs,Barcelona,Cercs,885.06,34
Cerdanyola del Vallès,Barcelona,Cerdanyola del Vallès,-,0
Cervelló,Barcelona,Cervelló,1974.49,87
Collbató,Barcelona,Collbató,2763.72,37
Collsuspina,Barcelona,Collsuspina,1475.69,4
Copons,Barcelona,Copons,771.2,5
Corbera de Llobregat,Barcelona,Corbera de Llobregat,1494.71,237
Cornellà de Llobregat,Barcelona,Cornellà de Llobregat,-,0
Cubelles,Barcelona,Cubelles,2005.2,539
Dosrius,Barcelona,Dosrius,1663.68,119
Esparreguera,Barcelona,Esparreguera,1963.44,152
Esplugues de Llobregat,Barcelona,Esplugues de Llobregat,4288.71,408
Espunyola (L'),Barcelona,L' Espunyola,-,0
Esquirol (L'),Barcelona,L' Esquirol,-,0
Estany (L'),Barcelona,L' Estany,-,0
Figaró-Montmany,Barcelona,Figaró-Montmany,-,0
Fígols,Barcelona,Fígols,nan,0
Fogars de la Selva,Barcelona,Fogars de la Selva,1299.85,67
Fogars de Montclús,Barcelona,Fogars de Montclús,1921.2,4
Folgueroles,Barcelona,Folgueroles,1600.95,16
Fonollosa,Barcelona,Fonollosa,1016.87,27
Font-rubí,Barcelona,Font-rubí,inf,19
Franqueses del Vallès (Les),Barcelona,Les Franqueses del Vallès,-,0
Gaià,Barcelona,Gaià,-,0
Gallifa,Barcelona,Gallifa,1617.88,2
Garriga (La),Barcelona,La Garriga,3647.51,121
Gavà,Barcelona,Gavà,-,0
Gelida,Barcelona,Gelida,1486.21,84
Gironella,Barcelona,Gironella,965.32,55
Gisclareny,Barcelona,Gisclareny,nan,0
Granada (La),Barcelona,La Granada,1202.39,27
Granera,Barcelona,Granera,1012.2,4
Granollers,Barcelona,Granollers,2312.99,438
Gualba,Barcelona,Gualba,1300.45,37
Guardiola de Berguedà,Barcelona,Guardiola de Berguedà,-,0
Gurb,Barcelona,Gurb,1671.86,19
Hospitalet de Llobregat (L'),Barcelona,L' Hospitalet de Llobregat,-,0
Hostalets de Pierola (Els),Barcelona,Els Hostalets de Pierola,1369.99,55
Igualada,Barcelona,Igualada,1455.08,265
Jorba,Barcelona,Jorba,1297.49,11
Llacuna (La),Barcelona,La Llacuna,1097.29,22
Llagosta (La),Barcelona,La Llagosta,1784.89,52
Lliçà d'Amunt,Barcelona,Lliçà d'Amunt,-,0
Lliçà de Vall,Barcelona,Lliçà de Vall,-,0
Llinars del Vallès,Barcelona,Llinars del Vallès,-,0
Lluçà,Barcelona,Lluçà,-,0
Malgrat de Mar,Barcelona,Malgrat de Mar,1659.75,382
Malla,Barcelona,Malla,nan,0
Manlleu,Barcelona,Manlleu,1116.08,181
Manresa,Barcelona,Manresa,1316.14,832
Marganell,Barcelona,Marganell,1688.88,11
Martorell,Barcelona,Martorell,2429.89,125
Martorelles,Barcelona,Martorelles,1665.27,28
Masies de Roda (Le)s,Barcelona,Le Masies de Rodas,-,0
Masies de Voltregà (Le)s,Barcelona,Le Masies de Voltregàs,-,0
Masnou (El),Barcelona,El Masnou,3259.93,217
Masquefa,Barcelona,Masquefa,1427.81,104
Matadepera,Barcelona,Matadepera,inf,161
Mataró,Barcelona,Mataró,2645.23,1426
Mediona,Barcelona,Mediona,2086.99,77
Moià,Barcelona,Moià,-,0
Molins de Rei,Barcelona,Molins de Rei,2782.15,102
Mollet del Vallès,Barcelona,Mollet del Vallès,-,0
Monistrol de Calders,Barcelona,Monistrol de Calders,896.21,44
Monistrol de Montserrat,Barcelona,Monistrol de Montserrat,1558.01,38
Montcada i Reixac,Barcelona,Montcada i Reixac,2147.42,260
Montclar,Barcelona,Montclar,nan,0
Montesquiu,Barcelona,Montesquiu,1022.32,22
Montgat,Barcelona,Montgat,3305.73,128
Montmajor,Barcelona,Montmajor,1347.5,1
Montmaneu,Barcelona,Montmaneu,272.1,5
Montmeló,Barcelona,Montmeló,2316.95,32
Montornès del Vallès,Barcelona,Montornès del Vallès,-,0
Montseny,Barcelona,Montseny,inf,14
Muntanyola,Barcelona,Muntanyola,2253.59,15
Mura,Barcelona,Mura,998.17,5
Navarcles,Barcelona,Navarcles,1101.45,95
Navàs,Barcelona,Navàs,-,0
Nou de Berguedà (La),Barcelona,La Nou de Berguedà,-,0
Òdena,Barcelona,Òdena,-,0
Olèrdola,Barcelona,Olèrdola,-,0
Olesa de Bonesvalls,Barcelona,Olesa de Bonesvalls,1721.03,34
Olesa de Montserrat,Barcelona,Olesa de Montserrat,1982.78,183
Olivella,Barcelona,Olivella,1733.99,266
Olost,Barcelona,Olost,1240.23,15
Olvan,Barcelona,Olvan,806.64,8
Orís,Barcelona,Orís,1592.14,4
Oristà,Barcelona,Oristà,-,0
Orpí,Barcelona,Orpí,nan,0
Òrrius,Barcelona,Òrrius,-,0
Pacs del Penedès,Barcelona,Pacs del Penedès,-,0
Palafolls,Barcelona,Palafolls,1683.27,190
