municipio,provincia,municipio_nombre_humano,lat,lon,top_3_sitios,sitio_mas_frecuente
Cóbdar,Almería,Cóbdar,37.26166,-2.21098,sport;natural;service,sport
Cuevas del Almanzora,Almería,Cuevas del Almanzora,37.295319,-1.877738,leisure;building;commercial,leisure
Dalías,Almería,Dalías,36.820318,-2.87108,commercial;catering;service,commercial
Ejido (El),Almería,El Ejido,36.773918,-2.814736,leisure;service;commercial,leisure
Enix,Almería,Enix,36.87732,-2.6018,natural;sport;leisure,natural
Felix,Almería,Felix,36.86911,-2.65845,natural;sport;leisure,natural
Fines,Almería,Fines,37.363771,-2.267433,sport;catering;service,sport
Fiñana,Almería,Fiñana,37.169512,-2.839102,natural;service;sport,natural
Fondón,Almería,Fondón,36.9802,-2.85957,natural;tourism;sport,natural
Gádor,Almería,Gádor,36.952951,-2.491341,natural;tourism;sport,natural
Gallardos (Los),Almería,Los Gallardos,37.168106,-1.940568,sport;leisure;activity,sport
Garrucha,Almería,Garrucha,37.182789,-1.820321,commercial;catering;service,commercial
Gérgal,Almería,Gérgal,37.11886,-2.54012,natural;sport;building,natural
Huécija,Almería,Huécija,36.96804,-2.6094,natural;sport;tourism,natural
Huércal de Almería,Almería,Huércal de Almería,36.880862,-2.441678,leisure;sport;commercial,leisure
Huércal-Overa,Almería,Huércal-Overa,37.395639,-1.945354,natural;leisure;sport,natural
Íllar,Almería,Íllar,36.98562,-2.63871,natural;sport;catering,natural
Instinción,Almería,Instinción,36.99344,-2.66046,natural;catering;sport,natural
Laroya,Almería,Laroya,37.29771,-2.33419,natural;sport;tourism,natural
Láujar de Andarax,Almería,Láujar de Andarax,36.99416,-2.893955,commercial;catering;sport,commercial
Líjar,Almería,Líjar,37.29492,-2.21937,natural;sport;catering,natural
Lubrín,Almería,Lubrín,37.21538,-2.06678,commercial;catering;service,commercial
Lucainena de las Torres,Almería,Lucainena de las Torres,37.04038,-2.20095,natural;catering;tourism,natural
Lúcar,Almería,Lúcar,37.40035,-2.42496,natural;tourism;sport,natural
Macael,Almería,Macael,37.335906,-2.290791,sport;catering;leisure,sport
María,Almería,María,37.710788,-2.164725,natural;sport;leisure,natural
Mojácar,Almería,Mojácar,37.120291,-1.837481,catering;sport;accommodation,catering
Mojonera (La),Almería,La Mojonera,36.752832,-2.681988,leisure;building;sport,leisure
Nacimiento,Almería,Nacimiento,37.10615,-2.64846,natural;tourism;heritage,natural
Níjar,Almería,Níjar,36.964012,-2.207395,catering;commercial;service,catering
Ohanes,Almería,Ohanes,37.03861,-2.74524,natural;sport;tourism,natural
Olula de Castro,Almería,Olula de Castro,37.17475,-2.4743,leisure;natural;sport,leisure
Olula del Río,Almería,Olula del Río,37.353887,-2.29565,catering;service;commercial,catering
Oria,Almería,Oria,37.48397,-2.295461,commercial;catering;service,commercial
Padules,Almería,Padules,36.977131,-2.764865,natural;leisure;sport,natural
Partaloa,Almería,Partaloa,37.40764,-2.22526,natural;building;access_limited,natural
Paterna del Río,Almería,Paterna del Río,37.02222,-2.95343,natural;sport;catering,natural
Pechina,Almería,Pechina,37.34612,-2.57895,natural;sport;building,natural
Pulpí,Almería,Pulpí,37.41134,-1.746038,natural;leisure;building,natural
Purchena,Almería,Purchena,37.34761,-2.361655,natural;sport;service,natural
Rágol,Almería,Rágol,36.99523,-2.68178,natural;leisure;catering,natural
Rioja,Almería,Rioja,36.943298,-2.462973,leisure;sport;service,leisure
Roquetas de Mar,Almería,Roquetas de Mar,36.766784,-2.610328,leisure;sport;commercial,leisure
Santa Cruz de Marchena,Almería,Santa Cruz de Marchena,37.01736,-2.60337,natural;sport;leisure,natural
Santa Fe de Mondújar,Almería,Santa Fe de Mondújar,36.97479,-2.53126,tourism;natural;building,tourism
Senés,Almería,Senés,37.20367,-2.34631,natural;leisure;tourism,natural
Serón,Almería,Serón,37.343094,-2.510717,building;natural;commercial,building
Sierro,Almería,Sierro,37.32237,-2.39844,natural;sport;building,natural
Somontín,Almería,Somontín,37.39176,-2.38828,natural;sport;leisure,natural
Sorbas,Almería,Sorbas,37.098392,-2.123837,service;commercial;tourism,service
Suflí,Almería,Suflí,37.33866,-2.38817,sport;natural;leisure,sport
Tabernas,Almería,Tabernas,37.052305,-2.392007,commercial;sport;accommodation,commercial
Taberno,Almería,Taberno,37.4688,-2.07736,natural;sport;service,natural
Tahal,Almería,Tahal,37.22797,-2.2847,service;leisure;catering,service
Terque,Almería,Terque,36.98393,-2.59679,building;leisure;sport,building
Tíjola,Almería,Tíjola,37.34643,-2.433715,catering;sport;commercial,catering
Tres Villas (Las),Almería,Las Tres Villas,37.158261,-2.715906,sport;natural;leisure,sport
Turre,Almería,Turre,37.152363,-1.894506,commercial;natural;building,commercial
Turrillas,Almería,Turrillas,37.02948,-2.26607,natural;leisure;sport,natural
Uleila del Campo,Almería,Uleila del Campo,37.1846,-2.20491,catering;commercial;natural,catering
Urrácal,Almería,Urrácal,37.3974,-2.36485,natural;leisure,natural
Velefique,Almería,Velefique,37.19407,-2.40155,natural;building;sport,natural
Vélez-Blanco,Almería,Vélez-Blanco,37.692512,-2.095392,natural;building;tourism,natural
Vélez-Rubio,Almería,Vélez-Rubio,37.647982,-2.075089,leisure;service;catering,leisure
Vera,Almería,Vera,37.246352,-1.868843,sport;leisure;building,sport
Viator,Almería,Viator,36.882156,-2.417627,sport;service;building,sport
Vícar,Almería,Vícar,36.80006,-2.647875,leisure;natural;building,leisure
Zurgena,Almería,Zurgena,37.34218,-2.03985,natural;building;service,natural
Adanero,Ávila,Adanero,40.94487,-4.60561,natural;access_limited;service,natural
Adrada (La),Ávila,La Adrada,40.30084,-4.635961,leisure;natural;sport,leisure
Albornos,Ávila,Albornos,40.83795,-4.88129,natural;leisure;sport,natural
Aldeanueva de Santa Cruz,Ávila,Aldeanueva de Santa Cruz,40.38189,-5.42142,natural;tourism;catering,natural
Aldeaseca,Ávila,Aldeaseca,41.04912,-4.81707,natural;access_limited;service,natural
Aldehuela (La),Ávila,La Aldehuela,40.41092,-5.40983,natural;tourism;sport,natural
Amavida,Ávila,Amavida,40.57371,-5.06541,natural;tourism;accommodation,natural
Arenal (El),Ávila,El Arenal,40.265205,-5.086847,natural;sport;access,natural
Arenas de San Pedro,Ávila,Arenas de San Pedro,40.211957,-5.085076,commercial;sport;catering,commercial
Arevalillo,Ávila,Arevalillo,40.588392,-5.371343,natural,natural
Arévalo,Ávila,Arévalo,41.062326,-4.720047,service;catering;commercial,service
Aveinte,Ávila,Aveinte,40.78227,-4.83649,natural;service;leisure,natural
Avellaneda,Ávila,Avellaneda,40.38909,-5.38811,natural;tourism;sport,natural
Ávila,Ávila,Ávila,40.646709,-4.701896,leisure;sport;building,leisure
Barco de Ávila (El),Ávila,El Barco de Ávila,40.357166,-5.521441,commercial;catering;service,commercial
Barraco (El),Ávila,El Barraco,40.477362,-4.645228,sport;natural;leisure,sport
Barromán,Ávila,Barromán,41.06536,-4.93066,sport;tourism;service,sport
Becedas,Ávila,Becedas,40.40369,-5.63577,natural;sport;leisure,natural
Becedillas,Ávila,Becedillas,40.53821,-5.32561,natural;access_limited;sport,natural
Bercial de Zapardiel,Ávila,Bercial de Zapardiel,41.04675,-4.9691,tourism;building;leisure,tourism
Berlanas (Las),Ávila,Las Berlanas,40.800813,-4.76019,sport;leisure;access_limited,sport
Bernuy-Zapardiel,Ávila,Bernuy-Zapardiel,40.9757,-4.94468,sport;leisure,sport
Berrocalejo de Aragona,Ávila,Berrocalejo de Aragona,40.69436,-4.59474,natural;sport;tourism,natural
Blascomillán,Ávila,Blascomillán,40.80146,-5.08703,natural;sport;building,natural
Blasconuño de Matacabras,Ávila,Blasconuño de Matacabras,41.12368,-4.98983,natural;tourism;leisure,natural
Blascosancho,Ávila,Blascosancho,40.87744,-4.63743,natural;leisure;service,natural
Bohodón (El),Ávila,El Bohodón,40.91612,-4.73,natural;sport;catering,natural
Bohoyo,Ávila,Bohoyo,40.31584,-5.44294,natural;accommodation;sport,natural
Bonilla de la Sierra,Ávila,Bonilla de la Sierra,40.53063,-5.26452,natural;tourism;catering,natural
Brabos,Ávila,Brabos,40.77846,-4.93934,natural;leisure;commercial,natural
Bularros,Ávila,Bularros,40.72808,-4.82914,natural;leisure;sport,natural
Burgohondo,Ávila,Burgohondo,40.414016,-4.785867,sport;catering;service,sport
Cabezas de Alambre,Ávila,Cabezas de Alambre,40.94218,-4.84184,natural;leisure;sport,natural
Cabezas del Pozo,Ávila,Cabezas del Pozo,41.00139,-4.95454,leisure;sport,leisure
Cabezas del Villar,Ávila,Cabezas del Villar,40.715103,-5.210077,natural;service;building,natural
Cabizuela,Ávila,Cabizuela,40.9009,-4.80212,natural;leisure,natural
Canales,Ávila,Canales,40.667503,-4.663682,leisure;building;sport,leisure
Candeleda,Ávila,Candeleda,40.154493,-5.241504,catering;commercial;service,catering
Cantiveros,Ávila,Cantiveros,40.95216,-4.95455,sport;natural;tourism,sport
Cardeñosa,Ávila,Cardeñosa,40.7424,-4.74579,natural;catering;leisure,natural
Carrera (La),Ávila,La Carrera,40.45594,-5.42654,natural;tourism;commercial,natural
Casas del Puerto,Ávila,Casas del Puerto,40.531848,-5.180026,natural;sport;leisure,natural
Casasola,Ávila,Casasola,40.665588,-4.820289,natural;leisure;sport,natural
Casavieja,Ávila,Casavieja,40.280552,-4.765836,natural;sport;building,natural
Casillas,Ávila,Casillas,40.3261,-4.57182,natural;sport;leisure,natural
Castellanos de Zapardiel,Ávila,Castellanos de Zapardiel,41.0845,-4.90984,sport;building;catering,sport
Cebreros,Ávila,Cebreros,40.45523,-4.463885,catering;activity;entertainment,catering
Cepeda la Mora,Ávila,Cepeda la Mora,40.4578,-5.04833,natural;leisure;tourism,natural
Chamartín,Ávila,Chamartín,40.70267,-4.95769,natural;tourism;sport,natural
Cillán,Ávila,Cillán,40.70675,-4.98135,natural;tourism;sport,natural
Cisla,Ávila,Cisla,40.96662,-5.01406,[-],-
Colilla (La),Ávila,La Colilla,40.644661,-4.760599,sport;leisure;natural,sport
Collado de Contreras,Ávila,Collado de Contreras,40.88743,-4.9314,natural;leisure;sport,natural
Collado del Mirón,Ávila,Collado del Mirón,40.55307,-5.35398,natural;access_limited,natural
Constanzana,Ávila,Constanzana,40.93821,-4.87515,natural;sport;service,natural
Crespos,Ávila,Crespos,40.870953,-4.970757,building;leisure;commercial,building
Cuevas del Valle,Ávila,Cuevas del Valle,40.29418,-5.00938,natural;sport;commercial,natural
Diego del Carpio,Ávila,Diego del Carpio,40.666303,-5.33158,natural;sport;access_limited,natural
Donjimeno,Ávila,Donjimeno,40.95978,-4.84627,natural;leisure;sport,natural
Donvidas,Ávila,Donvidas,41.08954,-4.80634,natural;leisure;catering,natural
Espinosa de los Caballeros,Ávila,Espinosa de los Caballeros,41.0087,-4.6537,natural;service;building,natural
Flores de Ávila,Ávila,Flores de Ávila,40.93358,-5.07914,sport;leisure;tourism,sport
Fontiveros,Ávila,Fontiveros,40.930535,-4.965307,natural;sport;building,natural
Fresnedilla,Ávila,Fresnedilla,40.23233,-4.62201,natural;sport,natural
Fresno (El),Ávila,El Fresno,40.61572,-4.75746,sport;leisure;natural,sport
Fuente el Saúz,Ávila,Fuente el Saúz,40.97771,-4.90825,natural;leisure;sport,natural
Fuentes de Año,Ávila,Fuentes de Año,41.01769,-4.89908,sport;leisure;natural,sport
Gallegos de Altamiros,Ávila,Gallegos de Altamiros,40.70634,-4.90643,natural;sport;heritage,natural
Gallegos de Sobrinos,Ávila,Gallegos de Sobrinos,40.71693,-5.11224,natural;sport,natural
Garganta del Villar,Ávila,Garganta del Villar,40.44965,-5.1042,catering;leisure;natural,catering
Gavilanes,Ávila,Gavilanes,40.27791,-4.85321,natural;catering;sport,natural
Gemuño,Ávila,Gemuño,40.59159,-4.78178,sport;natural;building,sport
Gil García,Ávila,Gil García,40.28104,-5.592565,natural;accommodation,natural
Gilbuena,Ávila,Gilbuena,40.42206,-5.59201,natural;tourism;catering,natural
Gimialcón,Ávila,Gimialcón,40.87705,-5.12308,natural;sport;service,natural
Gotarrendura,Ávila,Gotarrendura,40.82652,-4.7409,sport;access_limited;leisure,sport
Grandes y San Martín,Ávila,Grandes y San Martín,40.763114,-4.970927,natural;heritage,natural
Guisando,Ávila,Guisando,40.22225,-5.1395,catering;commercial;natural,catering
Gutierre-Muñoz,Ávila,Gutierre-Muñoz,40.98295,-4.63839,natural;service;leisure,natural
Hernansancho,Ávila,Hernansancho,40.85753,-4.73045,natural;commercial;service,natural
Herradón de Pinares,Ávila,Herradón de Pinares,40.597608,-4.495836,access_limited;sport;building,access_limited
Herreros de Suso,Ávila,Herreros de Suso,40.803861,-5.038958,natural;building;sport,natural
Higuera de las Dueñas,Ávila,Higuera de las Dueñas,40.23903,-4.60361,natural;sport,natural
Hija de Dios (La),Ávila,La Hija de Dios,40.53013,-4.96734,natural;leisure,natural
Horcajada (La),Ávila,La Horcajada,40.43674,-5.46615,natural;catering;leisure,natural
Horcajo de las Torres,Ávila,Horcajo de las Torres,41.06497,-5.09092,leisure;commercial;catering,leisure
Hornillo (El),Ávila,El Hornillo,40.24994,-5.10356,natural;leisure;accommodation,natural
Hoyo de Pinares (El),Ávila,El Hoyo de Pinares,40.5005,-4.422379,commercial;catering;building,commercial
Hoyocasero,Ávila,Hoyocasero,40.3989,-4.97455,sport;building;accommodation,sport
Hoyorredondo,Ávila,Hoyorredondo,40.4627,-5.41097,natural;tourism;service,natural
Hoyos de Miguel Muñoz,Ávila,Hoyos de Miguel Muñoz,40.39237,-5.06713,natural;catering;building,natural
Hoyos del Collado,Ávila,Hoyos del Collado,40.35945,-5.20027,natural;tourism;accommodation,natural
Hoyos del Espino,Ávila,Hoyos del Espino,40.35623,-5.17505,commercial;catering;accommodation,commercial
Hurtumpascual,Ávila,Hurtumpascual,40.692,-5.11379,natural,natural
Junciana,Ávila,Junciana,40.41076,-5.55698,natural;catering;tourism,natural
Langa,Ávila,Langa,41.0055,-4.85946,natural;sport;leisure,natural
Lanzahíta,Ávila,Lanzahíta,40.205188,-4.932959,natural;sport;catering,natural
Llanos de Tormes (Los),Ávila,Los Llanos de Tormes,40.32773,-5.50016,natural;accommodation;sport,natural
Losar del Barco (El),Ávila,El Losar del Barco,40.397153,-5.537609,natural;commercial;tourism,natural
Madrigal de las Altas Torres,Ávila,Madrigal de las Altas Torres,41.08999,-4.997505,leisure;tourism;building,leisure
Maello,Ávila,Maello,40.80929,-4.51186,natural;leisure;sport,natural
Malpartida de Corneja,Ávila,Malpartida de Corneja,40.52208,-5.35026,natural;access_limited;tourism,natural
Mamblas,Ávila,Mamblas,41.01925,-5.00874,natural,natural
Mancera de Arriba,Ávila,Mancera de Arriba,40.79139,-5.14772,natural;sport,natural
Manjabálago y Ortigosa de Rioalmar,Ávila,Manjabálago y Ortigosa de Rioalmar,40.66441,-5.07719,natural;sport;tourism,natural
Marlín,Ávila,Marlín,40.712201,-4.827554,natural;leisure;sport,natural
Martiherrero,Ávila,Martiherrero,40.67392,-4.78156,sport;natural;leisure,sport
Martínez,Ávila,Martínez,40.63046,-5.34801,natural,natural
Mediana de Voltoya,Ávila,Mediana de Voltoya,40.70104,-4.56341,natural;sport;tourism,natural
Medinilla,Ávila,Medinilla,40.43967,-5.61772,natural;tourism;service,natural
Mengamuñoz,Ávila,Mengamuñoz,40.50006,-4.99983,natural;leisure;building,natural
Mesegar de Corneja,Ávila,Mesegar de Corneja,40.50209,-5.30131,natural;sport;building,natural
Mijares,Ávila,Mijares,40.29654,-4.83651,commercial;catering;service,commercial
Mingorría,Ávila,Mingorría,40.75192,-4.66583,natural;tourism;sport,natural
Mirón (El),Ávila,El Mirón,40.53322,-5.40552,natural;tourism;leisure,natural
Mironcillo,Ávila,Mironcillo,40.55435,-4.82449,natural;sport;tourism,natural
Mirueña de los Infanzones,Ávila,Mirueña de los Infanzones,40.738133,-5.08621,natural;sport,natural
Mombeltrán,Ávila,Mombeltrán,40.260124,-5.017915,leisure;commercial;catering,leisure
Monsalupe,Ávila,Monsalupe,40.76953,-4.78131,natural;catering;leisure,natural
Moraleja de Matacabras,Ávila,Moraleja de Matacabras,41.10732,-4.95717,tourism;leisure;natural,tourism
Muñana,Ávila,Muñana,40.59042,-5.01447,natural;service;commercial,natural
Muñico,Ávila,Muñico,40.70678,-5.02717,natural;sport;service,natural
Muñogalindo,Ávila,Muñogalindo,40.60324,-4.89895,natural;sport;entertainment,natural
Muñogrande,Ávila,Muñogrande,40.82181,-4.92224,natural;leisure;sport,natural
Muñomer del Peco,Ávila,Muñomer del Peco,40.85878,-4.87992,natural;tourism;sport,natural
Muñopepe,Ávila,Muñopepe,40.63408,-4.81876,leisure;natural;sport,leisure
Muñosancho,Ávila,Muñosancho,40.92097,-5.03558,natural;sport;leisure,natural
Muñotello,Ávila,Muñotello,40.54236,-5.04187,natural;service;tourism,natural
Narrillos del Álamo,Ávila,Narrillos del Álamo,40.56673,-5.46584,sport;natural,sport
Narrillos del Rebollar,Ávila,Narrillos del Rebollar,40.66488,-4.96577,natural;sport;man_made,natural
Narros de Saldueña,Ávila,Narros de Saldueña,40.87268,-4.86908,natural;tourism,natural
Narros del Castillo,Ávila,Narros del Castillo,40.85869,-5.0601,natural;sport,natural
Narros del Puerto,Ávila,Narros del Puerto,40.54131,-4.99292,natural;leisure;tourism,natural
Nava de Arévalo,Ávila,Nava de Arévalo,40.97802,-4.77573,natural;sport,natural
Nava del Barco,Ávila,Nava del Barco,40.29321,-5.54022,natural;leisure;sport,natural
Navacepedilla de Corneja,Ávila,Navacepedilla de Corneja,40.48602,-5.1838,natural;accommodation;leisure,natural
Navadijos,Ávila,Navadijos,40.42524,-5.08285,natural;leisure;tourism,natural
Navaescurial,Ávila,Navaescurial,40.47163,-5.27756,natural;sport;building,natural
Navahondilla,Ávila,Navahondilla,40.3251,-4.49661,natural;sport;catering,natural
Navalacruz,Ávila,Navalacruz,40.43992,-4.93122,natural;sport;leisure,natural
Navalmoral,Ávila,Navalmoral,40.463493,-4.747432,natural;sport;building,natural
Navalonguilla,Ávila,Navalonguilla,40.27835,-5.50042,natural;building;accommodation,natural
Navalosa,Ávila,Navalosa,40.40212,-4.93,natural;building;catering,natural
Navalperal de Pinares,Ávila,Navalperal de Pinares,40.593808,-4.408051,commercial;catering;building,commercial
Navalperal de Tormes,Ávila,Navalperal de Tormes,40.3528,-5.30084,natural;tourism;building,natural
Navaluenga,Ávila,Navaluenga,40.40875,-4.70533,catering;building;service,catering
Navaquesera,Ávila,Navaquesera,40.42558,-4.91108,natural;sport;leisure,natural
Navarredonda de Gredos,Ávila,Navarredonda de Gredos,40.361959,-5.132643,building;catering;commercial,building
Navarredondilla,Ávila,Navarredondilla,40.45416,-4.82199,natural;sport;service,natural
Navarrevisca,Ávila,Navarrevisca,40.36417,-4.89352,sport;building;commercial,sport
Navas del Marqués (Las),Ávila,Las Navas del Marqués,40.602557,-4.333014,sport;commercial;leisure,sport
Navatalgordo,Ávila,Navatalgordo,40.4152,-4.87155,building;natural;leisure,building
Navatejares,Ávila,Navatejares,40.33602,-5.5322,natural;catering;accommodation,natural
