municipio,provincia,municipio_nombre_humano,codigo_INE,lat,lon
Papatrigo,Ávila,Papatrigo,5179,40.86752,-4.832724
Papiol (El),Barcelona,El Papiol,8158,41.438706,2.007361
Paracuellos,Cuenca,Paracuellos,16150,39.706606,-1.773044
Paracuellos de Jarama,Madrid,Paracuellos de Jarama,28104,40.504276,-3.529517
Paracuellos de Jiloca,Zaragoza,Paracuellos de Jiloca,50201,41.31378,-1.64029
Paracuellos de la Ribera,Zaragoza,Paracuellos de la Ribera,50202,41.42273,-1.56245
Parada de Arriba,Salamanca,Parada de Arriba,37230,40.98655,-5.79332
Parada de Rubiales,Salamanca,Parada de Rubiales,37231,41.14818,-5.43638
Parada de Sil,Ourense,Parada de Sil,32057,42.356628,-7.557337
Paradas,Sevilla,Paradas,41071,37.289746,-5.495487
Paradela,Lugo,Paradela,27042,42.76667,-7.6
Paradinas de San Juan,Salamanca,Paradinas de San Juan,37232,40.98325,-5.15418
Páramo (O),Lugo,O Páramo,27043,42.829633,-7.52599
Páramo de Boedo,Palencia,Páramo de Boedo,34122,42.57842,-4.40042
Páramo del Sil,León,Páramo del Sil,24110,42.835103,-6.523246
Parauta,Málaga,Parauta,29077,36.65629,-5.12916
Parcent,Alicante,Parcent,3100,38.7457,-0.064354
Pardilla,Burgos,Pardilla,9253,41.55183,-3.71089
Pardines,Girona,Pardines,17125,42.31312,2.21375
Pardos,Guadalajara,Pardos,19209,40.94818,-1.92555
Paredes,Cuenca,Paredes,16151,40.06578,-2.854
Paredes de Escalona,Toledo,Paredes de Escalona,45129,40.20472,-4.4305
Paredes de Nava,Palencia,Paredes de Nava,34123,42.15367,-4.69193
Paredes de Sigüenza,Guadalajara,Paredes de Sigüenza,19210,41.24283,-2.73376
Pareja,Guadalajara,Pareja,19211,40.55578,-2.64882
Parets del Vallès,Barcelona,Parets del Vallès,8159,41.572636,2.234415
Parla,Madrid,Parla,28106,40.238238,-3.768859
Parlavà,Girona,Parlavà,17126,42.022246,3.031445
Parra (La),Badajoz,La Parra,6099,38.521641,-6.622352
Parra de las Vegas (La),Cuenca,La Parra de las Vegas,16152,39.86882,-2.20443
Parral (El),Ávila,El Parral,5180,40.79858,-4.98994
Parras de Castellote (Las),Teruel,Las Parras de Castellote,44178,40.77544,-0.24426
Parres,Asturias,Parres,33045,43.40653,-4.77648
Parrilla (La),Valladolid,La Parrilla,47110,41.53909,-4.524581
Parrillas,Toledo,Parrillas,45130,40.06225,-5.0639
Partaloa,Almería,Partaloa,4072,37.40764,-2.22526
Partido de la Sierra en Tobalina,Burgos,Partido de la Sierra en Tobalina,9255,42.72464,-3.23942
Pasaia,Gipuzkoa,Pasaia,20064,43.321931,-1.911541
Pasarón de la Vera,Cáceres,Pasarón de la Vera,10138,40.05175,-5.82124
Pascualcobo,Ávila,Pascualcobo,5181,40.65637,-5.27733
Paso (El),Santa Cruz de Tenerife,El Paso,38027,28.652088,-17.870077
Passanant i Belltall,Tarragona,Passanant i Belltall,43101,41.521482,1.195924
Pastores,Salamanca,Pastores,37233,40.968136,-5.662155
Pastoriza (A),Lugo,A Pastoriza,27044,43.29964,-7.35126
Pastrana,Guadalajara,Pastrana,19212,40.417457,-2.921183
Pastriz,Zaragoza,Pastriz,50203,41.618562,-0.782587
Paterna,Valencia,Paterna,46190,39.505749,-0.435319
Paterna de Rivera,Cádiz,Paterna de Rivera,11025,36.523235,-5.864429
Paterna del Campo,Huelva,Paterna del Campo,21056,37.41979,-6.403519
Paterna del Madera,Albacete,Paterna del Madera,2058,38.59751,-2.34421
Paterna del Río,Almería,Paterna del Río,4073,37.02222,-2.95343
Patones,Madrid,Patones,28107,40.855185,-3.483244
Pau,Girona,Pau,17128,42.31607,3.11621
Paüls,Tarragona,Paüls,43102,40.91667,0.4
Pavías,Castellón,Pavías,12088,39.96667,-0.48333
Paymogo,Huelva,Paymogo,21057,37.740396,-7.345251
Payo (El),Salamanca,El Payo,37234,40.2868,-6.72701
Payo de Ojeda,Palencia,Payo de Ojeda,34124,42.71859,-4.47752
Pazos de Borbén,Pontevedra,Pazos de Borbén,36037,42.295611,-8.532096
Pazuengos,La Rioja,Pazuengos,26113,42.31776,-2.92539
Peal de Becerro,Jaén,Peal de Becerro,23066,37.91387,-3.122244
Pechina,Almería,Pechina,4074,37.34612,-2.57895
Pedernoso (El),Cuenca,El Pedernoso,16153,39.484716,-2.744655
Pedrafita do Cebreiro,Lugo,Pedrafita do Cebreiro,27045,42.69472,-7.08248
Pedraja de Portillo (La),Valladolid,La Pedraja de Portillo,47111,41.470883,-4.646791
Pedrajas de San Esteban,Valladolid,Pedrajas de San Esteban,47112,41.341117,-4.582653
Pedralba,Valencia,Pedralba,46191,39.605407,-0.726497
Pedralba de la Pradería,Zamora,Pedralba de la Pradería,49145,42.02476,-6.69556
Pedraza,Segovia,Pedraza,40156,41.13092,-3.81116
Pedraza de Alba,Salamanca,Pedraza de Alba,37235,40.75502,-5.37524
Pedraza de Campos,Palencia,Pedraza de Campos,34125,41.982872,-4.734887
Pedregal (El),Guadalajara,El Pedregal,19213,40.77934,-1.57033
Pedreguer,Alicante,Pedreguer,3101,38.793927,0.035132
Pedrera,Sevilla,Pedrera,41072,37.225586,-4.892862
Pedret i Marzà,Girona,Pedret i Marzà,17129,42.309292,3.070326
Pedrezuela,Madrid,Pedrezuela,28108,40.745794,-3.599456
Pedro Abad,Córdoba,Pedro Abad,14050,37.966439,-4.455833
Pedro Bernardo,Ávila,Pedro Bernardo,5182,40.243187,-4.911729
Pedro Martínez,Granada,Pedro Martínez,18152,37.502606,-3.230503
Pedro Muñoz,Ciudad Real,Pedro Muñoz,13061,39.399809,-2.946991
Pedro-Rodríguez,Ávila,Pedro-Rodríguez,5183,40.93727,-4.78571
Pedroche,Córdoba,Pedroche,14051,38.428331,-4.762558
Pedrola,Zaragoza,Pedrola,50204,41.785577,-1.218799
Pedroñeras (Las),Cuenca,Las Pedroñeras,16154,39.447372,-2.673993
Pedrosa de Duero,Burgos,Pedrosa de Duero,9256,41.71289,-3.98804
Pedrosa de la Vega,Palencia,Pedrosa de la Vega,34126,42.48159,-4.74678
Pedrosa de Río Úrbel,Burgos,Pedrosa de Río Úrbel,9259,42.416015,-3.841172
Pedrosa del Páramo,Burgos,Pedrosa del Páramo,9257,42.44208,-3.9719
Pedrosa del Príncipe,Burgos,Pedrosa del Príncipe,9258,42.24918,-4.19849
Pedrosa del Rey,Valladolid,Pedrosa del Rey,47113,41.55617,-5.20466
Pedrosas (Las),Zaragoza,Las Pedrosas,50205,42.031945,-0.875643
Pedrosillo de Alba,Salamanca,Pedrosillo de Alba,37236,40.82277,-5.39506
Pedrosillo de los Aires,Salamanca,Pedrosillo de los Aires,37237,40.71524,-5.70511
Pedrosillo el Ralo,Salamanca,Pedrosillo el Ralo,37238,41.06305,-5.54794
Pedroso,La Rioja,Pedroso,26114,42.29959,-2.7189
Pedroso (El),Sevilla,El Pedroso,41073,37.841126,-5.764282
Pedroso de Acim,Cáceres,Pedroso de Acim,10139,39.82522,-6.41251
Pedroso de la Armuña (El),Salamanca,El Pedroso de la Armuña,37239,41.08074,-5.39901
Pegalajar,Jaén,Pegalajar,23067,37.739746,-3.64562
Pego,Alicante,Pego,3102,38.841697,-0.115876
Pego (El),Zamora,El Pego,49146,41.334,-5.46712
Peguerinos,Ávila,Peguerinos,5184,40.637548,-4.232541
Pelabravo,Salamanca,Pelabravo,37240,40.93658,-5.57916
Pelahustán,Toledo,Pelahustán,45131,40.176243,-4.598277
Pelarrodríguez,Salamanca,Pelarrodríguez,37241,40.88723,-6.21271
Pelayos,Salamanca,Pelayos,37242,40.64985,-5.5758
Pelayos de la Presa,Madrid,Pelayos de la Presa,28109,40.383346,-4.352903
Pelayos del Arroyo,Segovia,Pelayos del Arroyo,40157,41.05086,-3.94104
Peleagonzalo,Zamora,Peleagonzalo,49147,41.48175,-5.48304
Peleas de Abajo,Zamora,Peleas de Abajo,49148,41.3926,-5.68966
Peligros,Granada,Peligros,18153,37.225024,-3.639278
Penagos,Cantabria,Penagos,39048,43.35216,-3.81382
Penàguila,Alicante,Penàguila,3103,38.68,-0.35845
Penelles,Lleida,Penelles,25164,41.75,0.96667
Peníscola/Peñíscola,Castellón,Peníscola/Peñíscola,12089,40.363805,0.392361
Peña (La),Salamanca,La Peña,37243,41.177884,-6.515212
Peñacaballera,Salamanca,Peñacaballera,37244,40.34353,-5.86121
Peñacerrada-Urizaharra,Álava,Peñacerrada-Urizaharra,1044,42.64356,-2.70796
Peñafiel,Valladolid,Peñafiel,47114,41.604554,-4.11736
Peñaflor,Sevilla,Peñaflor,41074,37.708515,-5.34456
Peñaflor de Hornija,Valladolid,Peñaflor de Hornija,47115,41.71159,-4.98333
Peñalba,Huesca,Peñalba,22172,41.500111,-0.034919
Peñalba de Ávila,Ávila,Peñalba de Ávila,5185,40.821441,-4.679826
Peñalén,Guadalajara,Peñalén,19214,40.6656,-2.06999
Peñalsordo,Badajoz,Peñalsordo,6100,38.819576,-5.114346
Peñalver,Guadalajara,Peñalver,19215,40.5814,-2.8889
Peñamellera Alta,Asturias,Peñamellera Alta,33046,43.32388,-4.69118
Peñamellera Baja,Asturias,Peñamellera Baja,33047,43.29528,-4.61072
Peñaparda,Salamanca,Peñaparda,37245,40.32092,-6.66948
Peñaranda de Bracamonte,Salamanca,Peñaranda de Bracamonte,37246,40.900369,-5.201824
Peñaranda de Duero,Burgos,Peñaranda de Duero,9261,41.68849,-3.47863
Peñarandilla,Salamanca,Peñarandilla,37247,40.88348,-5.3936
Peñarroya de Tastavins,Teruel,Peñarroya de Tastavins,44179,40.75616,0.03983
Peñarroya-Pueblonuevo,Córdoba,Peñarroya-Pueblonuevo,14052,38.301995,-5.267012
Peñarrubia,Cantabria,Peñarrubia,39049,43.261071,-4.579356
Peñas de Riglos (Las),Huesca,Las Peñas de Riglos,22173,42.408334,-0.719163
Peñas de San Pedro,Albacete,Peñas de San Pedro,2060,38.725749,-2.000757
Peñascosa,Albacete,Peñascosa,2059,38.67215,-2.40991
Peñausende,Zamora,Peñausende,49149,41.28662,-5.86755
Pepino,Toledo,Pepino,45132,40.02043,-4.78578
Peque,Zamora,Peque,49150,42.07297,-6.27489
Pera (La),Girona,La Pera,17130,41.97268,2.818698
Peracense,Teruel,Peracense,44180,40.641,-1.47075
Perafita,Barcelona,Perafita,8160,42.042655,2.106529
Perafort,Tarragona,Perafort,43103,41.188207,1.25664
Peral (El),Cuenca,El Peral,16155,39.495542,-1.883382
Peral de Arlanza,Burgos,Peral de Arlanza,9262,42.064475,-4.067068
Peralada,Girona,Peralada,17132,42.311021,3.012019
Peraleda de la Mata,Cáceres,Peraleda de la Mata,10140,39.853305,-5.460702
Peraleda de San Román,Cáceres,Peraleda de San Román,10141,39.7413,-5.38726
Peraleda del Zaucejo,Badajoz,Peraleda del Zaucejo,6101,38.473821,-5.565506
Peraleja (La),Cuenca,La Peraleja,16156,40.23527,-2.55611
Peralejos,Teruel,Peralejos,44181,40.48433,-1.03408
Peralejos de Abajo,Salamanca,Peralejos de Abajo,37248,41.00469,-6.36238
Peralejos de Arriba,Salamanca,Peralejos de Arriba,37249,41.0041,-6.33362
Peralejos de las Truchas,Guadalajara,Peralejos de las Truchas,19216,40.59336,-1.90953
Perales,Palencia,Perales,34127,42.189212,-4.596688
Perales de Tajuña,Madrid,Perales de Tajuña,28110,40.233688,-3.352945
Perales del Alfambra,Teruel,Perales del Alfambra,44182,40.633985,-1.000572
Perales del Puerto,Cáceres,Perales del Puerto,10142,40.156472,-6.681163
Peralta de Alcofea,Huesca,Peralta de Alcofea,22174,41.932026,-0.067484
Peralta de Calasanz,Huesca,Peralta de Calasanz,22175,41.98684,0.38284
Peralta/Azkoien,Navarra,Peralta/Azkoien,31202,42.337406,-1.810651
Peraltilla,Huesca,Peraltilla,22176,42.05407,-0.0184
Peralveche,Guadalajara,Peralveche,19217,40.61078,-2.44957
Peramola,Lleida,Peramola,25165,42.05771,1.26767
Peranzanes,León,Peranzanes,24112,42.87724,-6.63383
Perarrúa,Huesca,Perarrúa,22177,42.27072,0.35035
Perdigón (El),Zamora,El Perdigón,49151,41.41267,-5.75277
Perdiguera,Zaragoza,Perdiguera,50206,41.752098,-0.633226
Pereiro de Aguiar (O),Ourense,O Pereiro de Aguiar,43104,42.320945,-7.787187
Perelló (El),Tarragona,El Perelló,32058,40.87417,0.711902
Pereña de la Ribera,Salamanca,Pereña de la Ribera,37250,41.23952,-6.52351
Pereruela,Zamora,Pereruela,49152,41.4165,-5.87812
Periana,Málaga,Periana,29079,36.92867,-4.190304
Perilla de Castro,Zamora,Perilla de Castro,49153,41.708881,-5.808179
Pernía (La),Palencia,La Pernía,34904,42.995495,-4.50664
Peromingo,Salamanca,Peromingo,37251,40.46386,-5.77238
Perosillo,Segovia,Perosillo,40158,41.39294,-4.14115
Peroxa (A),Ourense,A Peroxa,32059,42.44132,-7.79454
Pertusa,Huesca,Pertusa,22178,42.00214,-0.12732
Pesaguero,Cantabria,Pesaguero,39050,43.0766,-4.53743
Pescueza,Cáceres,Pescueza,10143,39.91807,-6.64589
Pesga (La),Cáceres,La Pesga,10144,40.326122,-6.175329
Pesoz,Asturias,Pesoz,33048,43.25,-6.86667
Pesquera,Cantabria,Pesquera,39051,43.40357,-3.43192
Pesquera (La),Cuenca,La Pesquera,16157,39.58333,-1.56667
Pesquera de Duero,Valladolid,Pesquera de Duero,47116,41.64171,-4.1559
Petilla de Aragón,Navarra,Petilla de Aragón,31203,42.45,-1.11667
Petín,Ourense,Petín,32060,42.38192,-7.12899
Petra,Illes Balears,Petra,7041,39.613472,3.113692
Picazo (El),Alicante,Petrer,3104,38.484322,-0.779674
Petrés,Valencia,Petrés,46192,39.685542,-0.312069
Pétrola,Albacete,Pétrola,2061,38.82628,-1.55662
Peza (La),Granada,La Peza,18154,37.27595,-3.28568
Pezuela de las Torres,Madrid,Pezuela de las Torres,28111,40.418308,-3.176536
Pías,Zamora,Pías,49154,42.08333,-7.0
Picanya,Valencia,Picanya,46193,39.435174,-0.432285
Picassent,Valencia,Picassent,46194,39.362178,-0.46639
Picazo (El),Cuenca,El Picazo,16158,39.448398,-2.08803
Picón,Ciudad Real,Picón,13062,39.049848,-4.05936
Piedrabuena,Ciudad Real,Piedrabuena,13063,39.035147,-4.174947
Piedrahíta,Ávila,Piedrahíta,5186,40.465141,-5.326679
Piedrahita de Castro,Zamora,Piedrahita de Castro,49155,41.68089,-5.72886
Piedralaves,Ávila,Piedralaves,5187,40.317135,-4.699035
Piedramillera,Navarra,Piedramillera,31204,42.632,-2.20416
Piedras Albas,Cáceres,Piedras Albas,10145,39.78417,-6.92588
Piedratajada,Zaragoza,Piedratajada,50207,42.12124,-0.80373
Piélagos,Cantabria,Piélagos,39052,43.393251,-3.946437
Piera,Barcelona,Piera,8161,41.524672,1.749059
Piérnigas,Burgos,Piérnigas,9265,42.5903,-3.41337
Pilar de la Horadada,Alicante,Pilar de la Horadada,3902,37.862662,-0.788448
Pilas,Sevilla,Pilas,41075,37.301931,-6.299587
Piles,Valencia,Piles,46195,38.941109,-0.13232
Piles (Les),Tarragona,Les Piles,43105,41.5,1.35
Piloña,Asturias,Piloña,33049,43.34821,-5.36407
Pina de Ebro,Zaragoza,Pina de Ebro,50208,41.489399,-0.52987
Pina de Montalgrao,Castellón,Pina de Montalgrao,12090,40.01667,-0.65
Pinar (El),Granada,El Pinar,18910,36.896777,-3.555354
Pinar de El Hierro (El),Santa Cruz de Tenerife,El Pinar de El Hierro,38901,27.705214,-17.980589
Pinarejo,Cuenca,Pinarejo,16159,39.61639,-2.42592
Pinarejos,Segovia,Pinarejos,40159,41.2595,-4.29364
Pinarnegrillo,Segovia,Pinarnegrillo,40160,41.19098,-4.20967
Pineda de Gigüela,Cuenca,Pineda de Gigüela,16160,40.08546,-2.54368
Pineda de la Sierra,Burgos,Pineda de la Sierra,9266,42.2156,-3.2969
Pineda de Mar,Barcelona,Pineda de Mar,8163,41.630397,2.690832
Pineda Trasmonte,Burgos,Pineda Trasmonte,9267,41.9092,-3.69566
Pinedas,Salamanca,Pinedas,37252,40.441842,-5.975877
Pinell de Brai (El),Tarragona,El Pinell de Brai,43106,41.015438,0.51384
Pinell de Solsonès,Lleida,Pinell de Solsonès,25166,41.95305,1.37391
Pinet,Valencia,Pinet,46196,39.464773,-0.363258
Pinilla de Jadraque,Guadalajara,Pinilla de Jadraque,19218,41.01988,-2.94254
Pinilla de los Barruecos,Burgos,Pinilla de los Barruecos,9268,41.91791,-3.30371
Pinilla de los Moros,Burgos,Pinilla de los Moros,9269,42.06815,-3.32706
Pinilla de Molina,Guadalajara,Pinilla de Molina,19219,40.67969,-1.88034
Pinilla de Toro,Zamora,Pinilla de Toro,49156,41.62783,-5.36414
Pinilla del Campo,Soria,Pinilla del Campo,42139,41.71691,-2.0835
Pinilla del Valle,Madrid,Pinilla del Valle,28112,40.92448,-3.81688
Pinilla Trasmonte,Burgos,Pinilla Trasmonte,9270,41.87324,-3.61971
Pinillos,La Rioja,Pinillos,26115,42.19951,-2.59709
Pino (O),A Coruña,O Pino,15066,42.93587,-8.33284
Pino de Tormes (El),Salamanca,El Pino de Tormes,37253,41.0394,-5.79347
Pino del Oro,Zamora,Pino del Oro,49157,41.585965,-6.119895
Pino del Río,Palencia,Pino del Río,34129,42.64504,-4.80795
Pinofranqueado,Cáceres,Pinofranqueado,10146,40.301987,-6.331637
Pinós,Lleida,Pinós,25167,41.836651,1.549743
Pinós (el)/Pinoso,Alicante,el Pinós/Pinoso,3105,38.400231,-1.043137
Pinos Genil,Granada,Pinos Genil,18157,37.163208,-3.501371
Pinos Puente,Granada,Pinos Puente,18158,37.252405,-3.752569
Pinseque,Zaragoza,Pinseque,50209,41.736226,-1.101653
Pintanos (Los),Zaragoza,Los Pintanos,50210,42.539277,-1.029609
Pinto,Madrid,Pinto,28113,40.245928,-3.699606
Piña de Campos,Palencia,Piña de Campos,34130,42.21326,-4.43657
Piña de Esgueva,Valladolid,Piña de Esgueva,47117,41.729282,-4.428274
Píñar,Granada,Píñar,18159,37.442349,-3.439537
Piñel de Abajo,Valladolid,Piñel de Abajo,47118,41.67458,-4.14655
Piñel de Arriba,Valladolid,Piñel de Arriba,47119,41.69923,-4.12808
Piñero (El),Zamora,El Piñero,49158,41.366505,-5.596294
Piñor,Ourense,Piñor,32061,42.33333,-7.9
Piñuécar-Gandullas,Madrid,Piñuécar-Gandullas,28114,41.03574,-3.5978
Piornal,Cáceres,Piornal,10147,40.115778,-5.84562
Pioz,Guadalajara,Pioz,19220,40.46153,-3.17234
Piqueras,Guadalajara,Piqueras,19221,40.66367,-1.72202
Piqueras del Castillo,Cuenca,Piqueras del Castillo,16161,39.71667,-2.06667
Pira,Tarragona,Pira,43107,41.4231,1.20176
Piracés,Huesca,Piracés,22181,42.00448,-0.31769
Pitarque,Teruel,Pitarque,44183,40.6485,-0.59324
Pitiegua,Salamanca,Pitiegua,37254,41.0621,-5.46647
Pitillas,Navarra,Pitillas,31205,42.422201,-1.61966
Pizarra,Málaga,Pizarra,29080,36.766889,-4.707876
Pizarral,Salamanca,Pizarral,37255,40.6145,-5.65238
Pla de Santa Maria (El),Tarragona,El Pla de Santa Maria,43108,41.346795,1.311297
Pla del Penedès (El),Barcelona,El Pla del Penedès,8164,41.41667,1.71667
Plan,Huesca,Plan,22182,42.543629,0.30328
Planes,Alicante,Planes,3106,38.788175,-0.327363
Planes d'Hostoles (Les),Girona,Les Planes d'Hostoles,17133,42.054548,2.545261
Planoles,Girona,Planoles,17134,42.316243,2.102002
Plans de Sió (Els),Lleida,Els Plans de Sió,25911,41.741019,1.210361
Plasencia,Cáceres,Plasencia,10148,40.036822,-6.086921
Plasencia de Jalón,Zaragoza,Plasencia de Jalón,50211,41.68154,-1.22996
Plasenzuela,Cáceres,Plasenzuela,10149,39.38194,-6.04786
Pleitas,Zaragoza,Pleitas,50212,41.71135,-1.20251
Plenas,Zaragoza,Plenas,50213,41.11209,-0.96442
Plentzia,Bizkaia,Plentzia,48077,43.411531,-2.943812
Pliego,Murcia,Pliego,30032,37.98951,-1.506181
Plou,Teruel,Plou,44184,40.99274,-0.85441
Poal (El),Lleida,El Poal,25168,41.677884,0.855778
Pobla (Sa),Illes Balears,Sa Pobla,7044,39.7692,3.02394
Pobla de Benifassà (la),Castellón,la Pobla de Benifassà,12093,40.65629,0.15793
Pobla de Cérvoles (La),Lleida,La Pobla de Cérvoles,25169,41.36683,0.91508
Pobla de Claramunt (La),Barcelona,La Pobla de Claramunt,8165,41.553908,1.677239
Pobla de Farnals (la),Valencia,la Pobla de Farnals,46199,39.56571,-0.28425
Pobla de Lillet (La),Barcelona,La Pobla de Lillet,8166,42.243751,1.97636
Pobla de Mafumet (La),Tarragona,La Pobla de Mafumet,43109,41.181467,1.224352
Pobla de Massaluca (La),Tarragona,La Pobla de Massaluca,43110,41.18333,0.35
Pobla de Montornès (La),Tarragona,La Pobla de Montornès,43111,41.18333,1.41667
Pobla de Segur (La),Lleida,La Pobla de Segur,25171,42.243747,0.968375
Pobla de Vallbona (la),Valencia,la Pobla de Vallbona,46202,39.586083,-0.538391
Pobla del Duc (la),Valencia,la Pobla del Duc,46200,38.9046,-0.421382
Pobla Llarga (la),Valencia,la Pobla Llarga,46203,39.086622,-0.476677
Pobla Tornesa (la),Castellón,la Pobla Tornesa,12094,40.109561,-0.008239
Población de Arroyo,Palencia,Población de Arroyo,34131,42.33675,-4.87398
Población de Campos,Palencia,Población de Campos,34132,42.26994,-4.44744
Población de Cerrato,Palencia,Población de Cerrato,34133,41.79298,-4.42874
Pobladura de Pelayo García,León,Pobladura de Pelayo García,24113,42.305849,-5.685368
Pobladura de Valderaduey,Zamora,Pobladura de Valderaduey,49160,41.70009,-5.54189
Pobladura del Valle,Zamora,Pobladura del Valle,49159,42.10257,-5.73333
Poblete,Ciudad Real,Poblete,13064,38.937563,-3.978087
Poblets (els),Alicante,els Poblets,3901,38.85381,0.02103
Pobo (El),Teruel,El Pobo,44185,40.508,-0.861
Pobo de Dueñas (El),Guadalajara,El Pobo de Dueñas,19222,40.77669,-1.64979
Poboleda,Tarragona,Poboleda,43112,41.23483,0.84534
Pobra de Trives (A),Ourense,A Pobra de Trives,32063,42.338612,-7.254067
Pobra do Brollón (A),Lugo,A Pobra do Brollón,27047,42.55612,-7.3914
Pobra do Caramiñal (A),A Coruña,A Pobra do Caramiñal,15067,42.602269,-8.939926
Poio,Pontevedra,Poio,36041,42.42929,-8.66075
Pol,Lugo,Pol,27046,43.14892,-7.33022
Pola de Gordón (La),León,La Pola de Gordón,24114,42.8568,-5.671749
Polaciones,Cantabria,Polaciones,39053,43.092198,-4.414996
Polán,Toledo,Polán,45133,39.786252,-4.171283
Polanco,Cantabria,Polanco,39054,43.38341,-4.02076
Polentinos,Palencia,Polentinos,34134,42.93932,-4.52887
Poleñino,Huesca,Poleñino,22184,41.86972,-0.31009
Polícar,Granada,Polícar,18161,37.25759,-3.23375
Polinyà,Barcelona,Polinyà,8167,41.542608,2.162721
Polinyà de Xúquer,Valencia,Polinyà de Xúquer,46197,39.196973,-0.370535
Pollença,Illes Balears,Pollença,7042,39.877882,3.015565
Pollos,Valladolid,Pollos,47121,41.444202,-5.124464
Polop,Alicante,Polop,3107,38.620263,-0.133733
Polopos,Granada,Polopos,18162,36.79466,-3.29816
Pomar de Valdivia,Palencia,Pomar de Valdivia,34135,42.77437,-4.16756
Pomer,Zaragoza,Pomer,50214,41.63765,-1.84104
Ponferrada,León,Ponferrada,24115,42.54664,-6.59619
Ponga,Asturias,Ponga,33050,43.18217,-5.17249
Pont d'Armentera (El),Tarragona,El Pont d'Armentera,43113,41.414538,1.339505
Pont de Bar (El),Lleida,El Pont de Bar,25030,42.3711,1.60538
Pont de Molins,Girona,Pont de Molins,17135,42.3144,2.92996
Pont de Suert (El),Lleida,El Pont de Suert,25173,42.40815,0.74171
Pont de Vilomara i Rocafort (El),Barcelona,El Pont de Vilomara i Rocafort,8182,41.70726,1.90889
Ponte Caldelas,Pontevedra,Ponte Caldelas,36043,42.38911,-8.50235
Ponteareas,Pontevedra,Ponteareas,36042,42.173531,-8.504634
Ponteceso,A Coruña,Ponteceso,15068,43.24326,-8.90081
Pontecesures,Pontevedra,Pontecesures,36044,42.71723,-8.63869
Pontedeume,A Coruña,Pontedeume,15069,43.401402,-8.176836
Pontedeva,Ourense,Pontedeva,32064,42.16921,-8.1381
Pontenova (A),Lugo,A Pontenova,27048,43.34948,-7.19458
Pontes de García Rodríguez (As),A Coruña,As Pontes de García Rodríguez,15070,43.450843,-7.852958
Pontevedra,Pontevedra,Pontevedra,36038,42.426576,-8.640552
Pontils,Tarragona,Pontils,43141,41.438366,1.404332
Pontons,Barcelona,Pontons,8168,41.41313,1.51458
Pontós,Girona,Pontós,17136,42.18665,2.91706
Ponts,Lleida,Ponts,25172,41.915106,1.186026
Porcuna,Jaén,Porcuna,23069,37.870581,-4.185051
Porqueira,Ourense,Porqueira,32062,42.01667,-7.83333
Porqueres,Girona,Porqueres,17137,42.119409,2.725799
Porrera,Tarragona,Porrera,43114,41.18883,0.85608
Porreres,Illes Balears,Porreres,7043,39.514881,3.023458
Porriño (O),Pontevedra,O Porriño,36039,42.133596,-8.613194
Port de la Selva (El),Girona,El Port de la Selva,17140,42.340347,3.203528
Portaje,Cáceres,Portaje,10150,39.91757,-6.56218
Portalrubio de Guadamejud,Cuenca,Portalrubio de Guadamejud,16162,40.27227,-2.60371
Portas,Pontevedra,Portas,36040,42.06667,-8.53333
Portbou,Girona,Portbou,17138,42.425388,3.158315
Portell de Morella,Castellón,Portell de Morella,12091,40.53267,-0.26249
Portella (La),Lleida,La Portella,25174,41.73333,0.65
Portellada (La),Teruel,La Portellada,44187,40.882,0.05476
Portezuelo,Cáceres,Portezuelo,10151,39.81233,-6.47433
Portilla,Cuenca,Portilla,16163,40.068426,-2.137
Portillo,Valladolid,Portillo,47122,41.475665,-4.591713
Portillo de Soria,Soria,Portillo de Soria,42140,41.63504,-2.12142
Portillo de Toledo,Toledo,Portillo de Toledo,45134,40.062483,-4.227628
Porto,Zamora,Porto,49162,42.16737,-6.89934
Porto do Son,A Coruña,Porto do Son,15071,42.72482,-9.00527
Portomarín,Lugo,Portomarín,27049,42.8062,-7.61644
Portugalete,Bizkaia,Portugalete,48078,43.32099,-3.02064
Pórtugos,Granada,Pórtugos,18163,36.94193,-3.31066
Porzuna,Ciudad Real,Porzuna,13065,39.148606,-4.155105
Posada de Valdeón,León,Posada de Valdeón,24116,43.15154,-4.92102
Posadas,Córdoba,Posadas,14053,37.801857,-5.104286
Potes,Cantabria,Potes,39055,43.154381,-4.622185
Potries,Valencia,Potries,46198,38.91617,-0.19594
Poveda,Ávila,Poveda,5188,40.56799,-5.07909
Poveda de la Sierra,Guadalajara,Poveda de la Sierra,19223,40.64329,-2.02905
Poveda de las Cintas,Salamanca,Poveda de las Cintas,37256,41.04596,-5.26019
Póveda de Soria (La),Soria,La Póveda de Soria,42141,42.01226,-2.50444
Povedilla,Albacete,Povedilla,2062,38.70022,-2.60212
Poyales del Hoyo,Ávila,Poyales del Hoyo,5189,40.17254,-5.16597
Poyatos,Cuenca,Poyatos,16165,40.42327,-2.04954
Poza de la Sal,Burgos,Poza de la Sal,9272,42.66542,-3.5014
Poza de la Vega,Palencia,Poza de la Vega,34136,42.57823,-4.79845
Pozal de Gallinas,Valladolid,Pozal de Gallinas,47123,41.31831,-4.83936
Pozaldez,Valladolid,Pozaldez,47124,41.37154,-4.84418
Pozalmuro,Soria,Pozalmuro,42142,41.77449,-2.10215
Pozán de Vero,Huesca,Pozán de Vero,22186,42.08219,0.03066
